ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td
1,1955,1955-09-25,1,23.179,CHI,@,BAL,L 17-23,6,30,5.00,1,0,0,,0
2,1955,1955-10-02,2,23.186,CHI,@,GNB,L 3-24,10,50,5.00,0,1,34,34.00,0
3,1955,1955-10-09,3,23.193,CHI,,SFO,L 19-20,15,67,4.47,1,0,0,,0
4,1955,1955-10-16,4,23.200,CHI,,BAL,W 38-10,10,30,3.00,1,0,0,,0
5,1955,1955-10-23,5,23.207,CHI,@,SFO,W 34-23,7,36,5.14,1,0,0,,0
6,1955,1955-10-30,6,23.214,CHI,@,RAM,W 31-20,11,35,3.18,1,2,11,5.50,0
7,1955,1955-11-06,7,23.221,CHI,,GNB,W 52-31,14,115,8.21,2,0,0,,0
8,1955,1955-11-13,8,23.228,CHI,,RAM,W 24-3,8,51,6.38,0,0,0,,0
9,1955,1955-11-20,9,23.235,CHI,@,DET,W 24-14,7,24,3.43,0,2,18,9.00,0
10,1955,1955-11-27,10,23.242,CHI,@,CRD,L 14-53,2,7,3.50,0,0,0,,0
11,1955,1955-12-04,11,23.249,CHI,,DET,W 21-20,11,92,8.36,0,0,0,,0
12,1955,1955-12-11,12,23.256,CHI,,PHI,W 17-10,9,16,1.78,1,1,16,16.00,0
13,1956,1956-09-30,1,24.184,CHI,@,BAL,L 21-28,8,39,4.88,0,1,6,6.00,1
14,1956,1956-10-07,2,24.191,CHI,@,GNB,W 37-21,14,76,5.43,0,0,0,,0
15,1956,1956-10-14,3,24.198,CHI,,SFO,W 31-7,19,69,3.63,1,1,-3,-3.00,0
16,1956,1956-10-21,4,24.205,CHI,,BAL,W 58-27,10,46,4.60,0,0,0,,0
17,1956,1956-11-18,8,24.233,CHI,,RAM,W 30-21,4,13,3.25,0,0,0,,0
18,1956,1956-11-25,9,24.240,CHI,@,NYG,T 17-17,2,3,1.50,0,0,0,,0
19,1956,1956-12-02,10,24.247,CHI,@,DET,L 10-42,2,8,4.00,0,0,0,,0
20,1956,1956-12-09,11,24.254,CHI,,CRD,W 10-3,1,-2,-2.00,0,0,0,,0
21,1956,1956-12-16,12,24.261,CHI,,DET,W 38-21,8,24,3.00,1,0,0,,0
22,1957,1957-09-29,1,25.183,CHI,@,GNB,L 17-21,4,24,6.00,0,1,-1,-1.00,0
23,1957,1957-10-05,2,25.189,CHI,@,BAL,L 10-21,2,-1,-0.50,0,0,0,,0
24,1957,1957-10-13,3,25.197,CHI,,SFO,L 17-21,7,27,3.86,0,0,0,,0
25,1957,1957-10-20,4,25.204,CHI,,RAM,W 34-26,1,9,9.00,0,1,17,17.00,0
26,1957,1957-10-27,5,25.211,CHI,@,SFO,L 17-21,4,6,1.50,0,0,0,,0
27,1957,1957-11-03,6,25.218,CHI,@,RAM,W 16-10,6,2,0.33,0,0,0,,0
28,1957,1957-11-10,7,25.225,CHI,,GNB,W 21-14,2,8,4.00,0,0,0,,0
29,1957,1957-11-17,8,25.232,CHI,,BAL,L 14-29,1,2,2.00,0,0,0,,0
30,1957,1957-11-24,9,25.239,CHI,@,DET,W 27-7,4,12,3.00,1,0,0,,0
31,1957,1957-12-01,10,25.246,CHI,,WAS,L 3-14,4,50,12.50,0,0,0,,0
32,1957,1957-12-08,11,25.253,CHI,@,CRD,W 14-6,13,39,3.00,0,0,0,,0
33,1957,1957-12-15,12,25.260,CHI,,DET,L 13-21,9,34,3.78,0,1,74,74.00,1
34,1958,1958-11-16,8,26.231,CRD,@,PHI,L 21-49,1,9,9.00,0,0,0,,0
35,1958,1958-11-23,9,26.238,CRD,,PIT,L 20-27,2,8,4.00,0,3,14,4.67,0
36,1958,1958-12-13,12,26.258,CRD,@,PIT,L 21-38,0,0,,0,1,48,48.00,1
