ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,2005,2005-09-11,1,31.313,NYJ,@,KAN,L 7-27,,0,0,,0,0,0,,0,0,0,,,,,,3,133,44.33,0
2,2005,2005-09-18,2,31.320,NYJ,,MIA,W 17-7,,0,0,,0,0,0,,0,0,0,,,,,,7,309,44.14,0
3,2005,2005-09-25,3,31.327,NYJ,,JAX,L 20-26,,0,0,,0,0,0,,0,0,0,,,,,,7,340,48.57,0
4,2005,2005-10-02,4,31.334,NYJ,@,BAL,L 3-13,,0,0,,0,0,0,,0,0,0,,,,,,9,380,42.22,0
5,2005,2005-10-09,5,31.341,NYJ,,TAM,W 14-12,,0,0,,0,0,0,,0,0,0,,,,,,4,173,43.25,0
6,2005,2005-10-16,6,31.348,NYJ,@,BUF,L 17-27,,0,0,,0,0,0,,0,0,0,,,,,,5,197,39.40,0
7,2005,2005-10-24,7,31.356,NYJ,@,ATL,L 14-27,,0,0,,0,0,0,,0,0,0,,,,,,5,233,46.60,0
8,2005,2005-11-06,8,32.004,NYJ,,SDG,L 26-31,,0,0,,0,0,0,,0,0,0,,,,,,2,87,43.50,0
9,2005,2005-11-13,9,32.011,NYJ,@,CAR,L 3-30,,0,0,,0,0,0,,0,0,0,,,,,,3,126,42.00,0
10,2005,2005-11-20,10,32.018,NYJ,@,DEN,L 0-27,,0,0,,0,0,0,,0,0,0,,,,,,3,154,51.33,0
11,2005,2005-11-27,11,32.025,NYJ,,NOR,L 19-21,,0,0,,0,0,0,,0,0,0,,,,,,3,133,44.33,0
12,2005,2005-12-04,12,32.032,NYJ,@,NWE,L 3-16,,0,0,,0,0,0,,0,0,0,,,,,,6,252,42.00,0
13,2005,2005-12-11,13,32.039,NYJ,,OAK,W 26-10,,0,0,,0,0,0,,0,0,0,,,,,,4,165,41.25,0
14,2005,2005-12-18,14,32.046,NYJ,@,MIA,L 20-24,,1,0,0.00,0,0,0,,0,0,0,,,,,,5,216,43.20,0
15,2005,2005-12-26,15,32.054,NYJ,,NWE,L 21-31,,0,0,,0,0,0,,0,0,0,,,,,,4,174,43.50,0
16,2005,2006-01-01,16,32.060,NYJ,,BUF,W 30-26,,0,0,,0,0,0,,0,0,0,,,,,,4,161,40.25,0
17,2006,2006-09-10,1,32.312,NYJ,@,TEN,W 23-16,,0,0,,0,0,0,,0,0,0,,0,,,,4,199,49.75,0
18,2006,2006-09-17,2,32.319,NYJ,,NWE,L 17-24,,0,0,,0,0,0,,0,0,0,,0,,,,5,159,31.80,0
19,2006,2006-09-24,3,32.326,NYJ,@,BUF,W 28-20,,0,0,,0,0,0,,0,0,0,,0,,,,7,338,48.29,0
20,2006,2006-10-01,4,32.333,NYJ,,IND,L 28-31,,0,0,,0,0,0,,0,0,0,,0,,,,3,147,49.00,0
21,2006,2006-10-08,5,32.340,NYJ,@,JAX,L 0-41,,0,0,,0,0,0,,0,0,0,,0,,,,5,245,49.00,1
