ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result
1,1992,1992-09-20,3,22.233,RAI,,CLE,L 16-28
2,1992,1992-09-28,4,22.241,RAI,@,KAN,L 7-27
3,1992,1992-10-11,6,22.254,RAI,,BUF,W 20-3
4,1992,1992-10-18,7,22.261,RAI,@,SEA,W 19-0
5,1992,1992-11-08,9,22.282,RAI,@,PHI,L 10-31
6,1992,1992-11-15,10,22.289,RAI,,SEA,W 20-3
7,1992,1992-11-22,11,22.296,RAI,,DEN,W 24-0
8,1992,1992-12-06,13,22.310,RAI,,KAN,W 28-7
9,1992,1992-12-14,14,22.318,RAI,@,MIA,L 7-20
10,1992,1992-12-20,15,22.324,RAI,,SDG,L 14-36
11,1994,1994-09-05,1,24.217,RAI,@,SFO,L 14-44
12,1994,1994-09-18,3,24.230,RAI,@,DEN,W 48-16
13,1994,1994-10-23,7,24.265,RAI,,ATL,W 30-17
14,1994,1994-10-30,8,24.272,RAI,,HOU,W 17-14
15,1994,1994-11-06,9,24.279,RAI,@,KAN,L 3-13
16,1994,1994-11-13,10,24.286,RAI,@,RAM,W 20-17
17,1994,1994-11-20,11,24.293,RAI,,NOR,W 24-19
18,1994,1994-11-27,12,24.300,RAI,,PIT,L 3-21
19,1994,1994-12-05,13,24.308,RAI,@,SDG,W 24-17
20,1994,1994-12-11,14,24.314,RAI,,DEN,W 23-13
21,1994,1994-12-18,15,24.321,RAI,@,SEA,W 17-16
22,1994,1994-12-24,16,24.327,RAI,,KAN,L 9-19
23,1995,1995-09-03,1,25.215,OAK,,SDG,W 17-7
24,1995,1995-09-10,2,25.222,OAK,@,WAS,W 20-8
25,1995,1995-09-17,3,25.229,OAK,@,KAN,L 17-23
26,1995,1995-09-24,4,25.236,OAK,,PHI,W 48-17
27,1995,1995-10-01,5,25.243,OAK,@,NYJ,W 47-10
28,1995,1995-10-08,6,25.250,OAK,,SEA,W 34-14
29,1995,1995-10-16,7,25.258,OAK,@,DEN,L 0-27
30,1995,1995-11-05,9,25.278,OAK,@,CIN,W 20-17
31,1995,1995-11-12,10,25.285,OAK,@,NYG,W 17-13
32,1995,1995-11-19,11,25.292,OAK,,DAL,L 21-34
33,1995,1995-11-27,12,25.300,OAK,@,SDG,L 6-12
34,1995,1995-12-03,13,25.306,OAK,,KAN,L 23-29
35,1995,1995-12-10,14,25.313,OAK,,PIT,L 10-29
36,1995,1995-12-24,16,25.327,OAK,,DEN,L 28-31
37,1996,1996-09-01,1,26.214,CAR,,ATL,W 29-6
38,1996,1996-09-08,2,26.221,CAR,@,NOR,W 22-20
39,1996,1996-09-22,3,26.235,CAR,,SFO,W 23-7
40,1996,1996-09-29,4,26.242,CAR,@,JAX,L 14-24
41,1996,1996-10-06,5,26.249,CAR,@,MIN,L 12-14
42,1996,1996-10-13,6,26.256,CAR,,STL,W 45-13
43,1996,1996-10-20,7,26.263,CAR,,NOR,W 19-7
44,1996,1996-10-27,8,26.270,CAR,@,PHI,L 9-20
45,1996,1996-11-03,9,26.277,CAR,@,ATL,L 17-20
46,1996,1996-11-10,10,26.284,CAR,,NYG,W 27-17
47,1996,1996-11-17,11,26.291,CAR,@,STL,W 20-10
48,1996,1996-11-24,12,26.298,CAR,@,HOU,W 31-6
49,1996,1996-12-01,13,26.305,CAR,,TAM,W 24-0
50,1996,1996-12-08,14,26.312,CAR,@,SFO,W 30-24
51,1996,1996-12-15,15,26.319,KAN,,IND,L 19-24
52,1996,1996-12-22,16,26.326,CAR,,PIT,W 18-14
53,1997,1997-08-31,1,27.212,CAR,,WAS,L 10-24
54,1997,1997-09-07,2,27.219,CAR,@,ATL,W 9-6
55,1997,1997-09-14,3,27.226,CAR,@,SDG,W 26-7
56,1997,1997-09-21,4,27.233,CAR,,KAN,L 14-35
57,1997,1997-09-29,5,27.241,CAR,,SFO,L 21-34
58,1997,1997-10-12,6,27.254,CAR,@,MIN,L 14-21
59,1997,1997-10-19,7,27.261,CAR,@,NOR,W 13-0
60,1997,1997-10-26,8,27.268,CAR,,ATL,W 21-12
61,1997,1997-11-02,9,27.275,CAR,,OAK,W 38-14
62,1997,1997-11-09,10,27.282,CAR,@,DEN,L 0-34
63,1997,1997-11-16,11,27.289,CAR,@,SFO,L 19-27
64,1997,1997-11-23,12,27.296,CAR,@,STL,W 16-10
65,1997,1997-11-30,13,27.303,CAR,,NOR,L 13-16
66,1997,1997-12-08,14,27.311,CAR,@,DAL,W 23-13
67,1997,1997-12-14,15,27.317,CAR,,GNB,L 10-31
68,1997,1997-12-20,16,27.323,CAR,,STL,L 18-30
