ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1988,1988-09-04,1,22.287,PHI,@,TAM,W 41-14,,0,0,,0,0,0,0.0,1,10,0
2,1988,1988-09-11,2,22.294,PHI,,CIN,L 24-28,,,,,,,,,,,
3,1988,1988-09-18,3,22.301,PHI,@,WAS,L 10-17,,,,,,,,,,,
4,1988,1988-09-25,4,22.308,PHI,@,MIN,L 21-23,,,,,,,,,,,
5,1988,1988-10-02,5,22.315,PHI,,HOU,W 32-23,,0,0,,0,0,0,0.0,1,9,0
6,1988,1988-10-10,6,22.323,PHI,,NYG,W 24-13,,,,,,,,,,,
7,1988,1988-10-16,7,22.329,PHI,@,CLE,L 3-19,,0,0,,0,0,0,0.0,1,20,0
8,1988,1988-10-23,8,22.336,PHI,,DAL,W 24-23,,,,,,,,,,,
9,1988,1988-10-30,9,22.343,PHI,,ATL,L 24-27,,,,,,,,,,,
10,1988,1988-11-06,10,22.350,PHI,,RAM,W 30-24,,,,,,,,,,,
11,1988,1988-11-13,11,22.357,PHI,@,PIT,W 27-26,,0,0,,0,0,0,0.0,1,21,0
12,1988,1988-11-20,12,22.364,PHI,@,NYG,W 23-17,,,,,,,,,,,
13,1988,1988-11-27,13,23.005,PHI,,PHO,W 31-21,,,,,,,,,,,
14,1988,1988-12-04,14,23.012,PHI,,WAS,L 19-20,,0,0,,0,0,0,0.0,1,16,0
15,1988,1988-12-10,15,23.018,PHI,@,PHO,W 23-17,,,,,,,,,,,
16,1988,1988-12-18,16,23.026,PHI,@,DAL,W 23-7,,,,,,,,,,,
17,1989,1989-09-10,1,23.292,PHI,,SEA,W 31-7,,,,,,,,,,,
18,1989,1989-09-17,2,23.299,PHI,@,WAS,W 42-37,,0,0,,0,0,0,0.0,1,3,0
19,1989,1989-09-24,3,23.306,PHI,,SFO,L 28-38,,,,,,,,,,,
20,1989,1989-10-02,4,23.314,PHI,@,CHI,L 13-27,,0,0,,0,0,0,0.0,1,3,0
21,1989,1989-10-08,5,23.320,PHI,,NYG,W 21-19,,,,,,,,,,,
22,1989,1989-10-15,6,23.327,PHI,@,PHO,W 17-5,,0,0,,0,0,0,0.0,1,0,0
23,1989,1989-10-22,7,23.334,PHI,,RAI,W 10-7,,,,,,,,,,,
24,1989,1989-10-29,8,23.341,PHI,@,DEN,W 28-24,,0,0,,0,0,0,0.0,1,3,0
25,1989,1989-11-05,9,23.348,PHI,@,SDG,L 17-20,,0,0,,0,0,0,0.0,1,18,0
26,1989,1989-11-12,10,23.355,PHI,,WAS,L 3-10,,,,,,,,,,,
27,1989,1989-11-19,11,23.362,PHI,,MIN,W 10-9,,0,0,,0,0,0,0.0,1,0,0
28,1989,1989-11-23,12,24.001,PHI,@,DAL,W 27-0,,0,0,,0,0,0,0.0,1,0,0
29,1989,1989-12-03,13,24.011,PHI,@,NYG,W 24-17,,0,0,,0,0,0,0.0,1,11,0
30,1989,1989-12-10,14,24.018,PHI,,DAL,W 20-10,,,,,,,,,,,
31,1989,1989-12-24,16,24.032,PHI,,PHO,W 31-14,,,,,,,,,,,
32,1990,1990-09-09,1,24.291,PHI,@,NYG,L 20-27,,0,0,,0,,,,,,
33,1990,1990-09-16,2,24.298,PHI,,PHO,L 21-23,,1,2,2.00,0,0,0,0.0,0,0,0
34,1990,1990-09-23,3,24.305,PHI,@,RAM,W 27-21,,0,0,,0,,,,,,
35,1990,1990-09-30,4,24.312,PHI,,IND,L 23-24,,0,0,,0,,,,,,
36,1990,1990-10-15,5,24.327,PHI,,MIN,W 32-24,,0,0,,0,,,,,,
37,1990,1990-10-21,6,24.333,PHI,@,WAS,L 7-13,,0,0,,0,,,,,,
38,1990,1990-10-28,7,24.340,PHI,@,DAL,W 21-20,,0,0,,0,,,,,,
39,1990,1990-11-04,8,24.347,PHI,,NWE,W 48-20,,0,0,,0,,,,,,
40,1990,1990-11-12,9,24.355,PHI,,WAS,W 28-14,,0,0,,0,,,,,,
41,1990,1990-11-18,10,24.361,PHI,@,ATL,W 24-23,,0,0,,0,,,,,,
42,1990,1990-11-25,11,25.003,PHI,,NYG,W 31-13,,0,0,,0,0,0,0.0,1,2,0
43,1990,1990-12-02,12,25.010,PHI,@,BUF,L 23-30,,0,0,,0,,,,,,
44,1990,1990-12-09,13,25.017,PHI,@,MIA,L 20-23,,0,0,,0,,,,,,
45,1990,1990-12-16,14,25.024,PHI,,GNB,W 31-0,,0,0,,0,,,,,,
46,1990,1990-12-23,15,25.031,PHI,,DAL,W 17-3,,0,0,,0,1,6,0.0,2,35,1
47,1990,1990-12-29,16,25.037,PHI,@,PHO,W 23-21,,0,0,,0,,,,,,
48,1991,1991-09-01,1,25.283,PHI,@,GNB,W 20-3,,0,0,,0,0,0,0.0,1,4,0
49,1991,1991-09-08,2,25.290,PHI,,PHO,L 10-26,,,,,,,,,,,
50,1991,1991-09-15,3,25.297,PHI,@,DAL,W 24-0,,,,,,,,,,,
51,1991,1991-09-22,4,25.304,PHI,,PIT,W 23-14,,,,,,,,,,,
52,1991,1991-09-30,5,25.312,PHI,@,WAS,L 0-23,,0,0,,0,0,0,0.0,1,0,0
53,1991,1991-10-06,6,25.318,PHI,@,TAM,L 13-14,,0,0,,0,0,0,0.0,1,7,0
54,1991,1991-10-13,7,25.325,PHI,,NOR,L 6-13,,,,,,,,,,,
55,1991,1991-10-27,8,25.339,PHI,,SFO,L 7-23,,,,,,,,,,,
56,1991,1991-11-04,9,25.347,PHI,,NYG,W 30-7,,,,,,,,,,,
57,1991,1991-11-10,10,25.353,PHI,@,CLE,W 32-30,,,,,,,,,,,
58,1991,1991-11-17,11,25.360,PHI,,CIN,W 17-10,,,,,,,,,,,
59,1991,1991-11-24,12,26.002,PHI,@,PHO,W 34-14,,0,0,,0,0,0,0.0,1,8,0
60,1991,1991-12-02,13,26.010,PHI,@,HOU,W 13-6,,,,,,,,,,,
61,1991,1991-12-08,14,26.016,PHI,@,NYG,W 19-14,,0,0,,0,0,0,0.0,1,1,0
62,1991,1991-12-15,15,26.023,PHI,,DAL,L 13-25,,,,,,,,,,,
63,1991,1991-12-22,16,26.030,PHI,,WAS,W 24-22,,,,,,,,,,,
64,1992,1992-09-06,1,26.289,PHI,,NOR,W 15-13,,,,,,,,,,,
65,1992,1992-09-13,2,26.296,PHI,@,PHO,W 31-14,,,,,,,,,,,
66,1992,1992-09-20,3,26.303,PHI,,DEN,W 30-0,,,,,,,,,,,
67,1992,1992-10-05,4,26.318,PHI,,DAL,W 31-7,,,,,,,,,,,
68,1992,1992-10-11,5,26.324,PHI,@,KAN,L 17-24,,0,0,,0,0,0,0.0,1,36,0
69,1992,1992-10-18,6,26.331,PHI,@,WAS,L 12-16,,,,,,,,,0,6,0
70,1992,1992-10-25,7,26.338,PHI,,PHO,W 7-3,,,,,,,,,,,
71,1992,1992-11-01,8,26.345,PHI,@,DAL,L 10-20,,,,,,,,,,,
72,1992,1992-11-08,9,26.352,PHI,,RAI,W 31-10,,0,0,,0,0,0,0.0,2,7,0
73,1992,1992-11-15,10,26.359,PHI,@,GNB,L 24-27,,,,,,,,,,,
74,1992,1992-11-22,11,27.000,PHI,@,NYG,W 47-34,,,,,,,,,,,
75,1992,1992-11-29,12,27.007,PHI,@,SFO,L 14-20,,,,,,,,,,,
76,1992,1992-12-06,13,27.014,PHI,,MIN,W 28-17,,,,,,,,,,,
77,1992,1992-12-13,14,27.021,PHI,@,SEA,W 20-17,,0,0,,0,0,0,0.0,1,0,0
78,1992,1992-12-20,15,27.028,PHI,,WAS,W 17-13,,,,,,,,,,,
79,1992,1992-12-27,16,27.035,PHI,,NYG,W 20-10,,,,,,,,,,,
80,1993,1993-09-05,1,27.287,PHI,,PHO,W 23-17,,,,,,,,,,,
81,1993,1993-09-12,2,27.294,PHI,@,GNB,W 20-17,,0,0,,0,0,0,0.0,1,16,0
82,1993,1993-09-19,3,27.301,PHI,,WAS,W 34-31,,0,0,,0,1,6,0.0,1,29,1
83,1993,1993-10-03,4,27.315,PHI,@,NYJ,W 35-30,,0,0,,0,1,6,0.0,1,94,1
84,1993,1993-10-10,5,27.322,PHI,,CHI,L 6-17,,,,,,,,,,,
85,1993,1993-10-17,6,27.329,PHI,@,NYG,L 10-21,,,,,,,,,,,
86,1993,1993-10-31,7,27.343,PHI,,DAL,L 10-23,,,,,,,,,,,
87,1993,1993-11-07,8,27.350,PHI,@,PHO,L 3-16,,,,,,,,,,,
88,1993,1993-11-14,9,27.357,PHI,,MIA,L 14-19,,,,,,,,,,,
89,1993,1993-11-21,10,27.364,PHI,,NYG,L 3-7,,0,0,,0,0,0,1.0,0,0,0
90,1993,1993-11-28,11,28.006,PHI,@,WAS,W 17-14,,0,0,,0,0,0,1.0,0,0,0
91,1993,1993-12-06,12,28.014,PHI,@,DAL,L 17-23,,,,,,,,,,,
92,1993,1993-12-12,13,28.020,PHI,,BUF,L 7-10,,0,0,,0,0,0,0.0,1,4,0
93,1993,1993-12-19,14,28.027,PHI,@,IND,W 20-10,,,,,,,,,,,
94,1993,1993-12-26,15,28.034,PHI,,NOR,W 37-26,,0,0,,0,2,12,0.0,2,58,2
95,1993,1994-01-03,16,28.042,PHI,@,SFO,W 37-34,,,,,,,,,,,
96,1994,1994-09-04,1,28.286,PHI,@,NYG,L 23-28,,,,,,,,,,,
97,1994,1994-09-12,2,28.294,PHI,,CHI,W 30-22,,,,,,,,,,,
98,1994,1994-09-18,3,28.300,PHI,,GNB,W 13-7,,,,,,,,,,,
99,1994,1994-10-02,4,28.314,PHI,@,SFO,W 40-8,,0,0,,0,0,0,0.0,1,11,0
100,1994,1994-10-09,5,28.321,PHI,,WAS,W 21-17,,,,,,,,,,,
101,1994,1994-10-16,6,28.328,PHI,@,DAL,L 13-24,,,,,,,,,,,
102,1994,1994-10-24,7,28.336,PHI,,HOU,W 21-6,,0,0,,0,0,0,0.0,1,17,0
103,1994,1994-10-30,8,28.342,PHI,@,WAS,W 31-29,,,,,,,,,,,
104,1994,1994-11-06,9,28.349,PHI,,ARI,W 17-7,,,,,,,,,,,
105,1994,1994-11-13,10,28.356,PHI,,CLE,L 7-26,,,,,,,,,,,
106,1994,1994-11-20,11,28.363,PHI,@,ARI,L 6-12,,,,,,,,,,,
107,1994,1994-11-27,12,29.005,PHI,@,ATL,L 21-28,,0,0,,0,0,0,0.0,1,33,0
108,1994,1994-12-04,13,29.012,PHI,,DAL,L 19-31,,,,,,,,,,,
109,1994,1994-12-11,14,29.019,PHI,@,PIT,L 3-14,,,,,,,,,,,
110,1994,1994-12-18,15,29.026,PHI,,NYG,L 13-16,,,,,,,,,,,
111,1994,1994-12-24,16,29.032,PHI,@,CIN,L 30-33,,,,,,,,,,,
112,1995,1995-09-03,1,29.285,NOR,,SFO,L 22-24,,,,,,,,,,,
113,1995,1995-09-10,2,29.292,NOR,@,STL,L 13-17,,,,,,,,,,,
114,1995,1995-09-17,3,29.299,NOR,,ATL,L 24-27,,,,,,,,,,,
115,1995,1995-09-24,4,29.306,NOR,@,NYG,L 29-45,,,,,,,,,,,
116,1995,1995-10-01,5,29.313,NOR,,PHI,L 10-15,,,,,,,,,,,
117,1995,1995-10-15,6,29.327,NOR,,MIA,W 33-30,,,,,,,,,,,
118,1995,1995-10-22,7,29.334,NOR,@,CAR,L 3-20,,,,,,,,,,,
119,1995,1995-10-29,8,29.341,NOR,@,SFO,W 11-7,,,,,,,,,,,
120,1995,1995-11-05,9,29.348,NOR,,STL,W 19-10,,0,0,,0,0,0,0.0,1,28,0
121,1995,1995-11-12,10,29.355,NOR,,IND,W 17-14,,,,,,,,,,,
122,1995,1995-11-19,11,29.362,NOR,@,MIN,L 24-43,,,,,,,,,,,
123,1995,1995-11-26,12,30.004,NOR,,CAR,W 34-26,,0,0,,0,0,0,0.0,1,0,0
124,1995,1995-12-03,13,30.011,NOR,@,NWE,W 31-17,,,,,,,,,,,
125,1995,1995-12-10,14,30.018,NOR,@,ATL,L 14-19,,,,,,,,,,,
126,1995,1995-12-16,15,30.024,NOR,,GNB,L 23-34,,,,,,,,,,,
127,1995,1995-12-24,16,30.032,NOR,@,NYJ,W 12-0,,,,,,,,,,,
128,1996,1996-09-01,1,30.284,NOR,@,SFO,L 11-27,,,,,,,,,,,
129,1996,1996-09-08,2,30.291,NOR,,CAR,L 20-22,,,,,,,,,,,
130,1996,1996-09-15,3,30.298,NOR,@,CIN,L 15-30,,,,,,,,,,,
131,1996,1996-09-22,4,30.305,NOR,,ARI,L 14-28,,,,,,,,,,,
132,1996,1996-10-06,6,30.319,NOR,,JAX,W 17-13,,,,,,,,,,,
133,1996,1996-10-13,7,30.326,NOR,,CHI,W 27-24,,,,,,,,,,,
134,1996,1996-10-20,8,30.333,NOR,@,CAR,L 7-19,,,,,,,,,,,
135,1996,1996-11-03,9,30.347,NOR,,SFO,L 17-24,,,,,,,,,,,
136,1996,1996-11-10,10,30.354,NOR,,HOU,L 14-31,,,,,,,,,,,
137,1996,1996-11-17,11,30.361,NOR,@,ATL,L 15-17,,,,,,,,,,,
138,1996,1996-11-24,12,31.002,NOR,@,TAM,L 7-13,,,,,,,,,,,
139,1996,1996-12-01,13,31.009,NOR,,STL,L 10-26,,,,,,,,,,,
140,1996,1996-12-08,14,31.016,NOR,,ATL,L 15-31,,,,,,,,,,,
141,1996,1996-12-15,15,31.023,NOR,@,NYG,W 17-3,,,,,,,,,,,
142,1996,1996-12-21,16,31.029,NOR,@,STL,L 13-14,,0,0,,0,0,0,0.0,1,33,0
143,1997,1997-08-31,1,31.282,NOR,@,STL,L 24-38,,0,0,,0,0,0,0.0,1,0,0
144,1997,1997-09-07,2,31.289,NOR,,SDG,L 6-20,,,,,,,,,,,
145,1997,1997-09-14,3,31.296,NOR,@,SFO,L 7-33,,,,,,,,,,,
146,1997,1997-09-21,4,31.303,NOR,,DET,W 35-17,,0,0,,0,0,0,0.0,1,27,0
147,1997,1997-09-28,5,31.310,NOR,@,NYG,L 9-14,,,,,,,,,,,
148,1997,1997-10-05,6,31.317,NOR,@,CHI,W 20-17,,,,,,,,,,,
149,1997,1997-10-12,7,31.324,NOR,,ATL,L 17-23,,,,,,,,,,,
150,1997,1997-10-19,8,31.331,NOR,,CAR,L 0-13,,,,,,,,,,,
151,1997,1997-10-26,9,31.338,NOR,,SFO,L 0-23,,,,,,,,,,,
152,1997,1997-11-09,10,31.352,NOR,@,OAK,W 13-10,,,,,,,,,,,
153,1997,1997-11-16,11,31.359,NOR,,SEA,W 20-17,,,,,,,,,,,
154,1997,1997-11-23,12,32.001,NOR,@,ATL,L 3-20,,,,,,,,,,,
155,1997,1997-11-30,13,32.008,NOR,@,CAR,W 16-13,,,,,,,,,,,
156,1997,1997-12-07,14,32.015,NOR,,STL,L 27-34,,,,,,,,,,,
157,1997,1997-12-14,15,32.022,NOR,,ARI,W 27-10,,,,,,,,,,,
158,1997,1997-12-21,16,32.029,NOR,@,KAN,L 13-25,,,,,,,,,,,
159,1998,1998-09-06,1,32.288,OAK,@,KAN,L 8-28,,,,,,,,,,,
160,1998,1998-09-13,2,32.295,OAK,,NYG,W 20-17,,,,,,,,,,,
161,1998,1998-09-20,3,32.302,OAK,,DEN,L 17-34,,,,,,,,,,,
162,1998,1998-09-27,4,32.309,OAK,@,DAL,W 13-12,,,,,,,,,,,
163,1998,1998-10-04,5,32.316,OAK,@,ARI,W 23-20,,0,0,,0,0,0,0.0,1,0,0
164,1998,1998-10-11,6,32.323,OAK,,SDG,W 7-6,,0,0,,0,0,0,0.0,1,19,0
165,1998,1998-10-25,7,32.337,OAK,,CIN,W 27-10,,0,0,,0,0,0,0.0,1,22,0
166,1998,1998-11-01,8,32.344,OAK,@,SEA,W 31-18,,,,,,,,,,,
167,1998,1998-11-08,9,32.351,OAK,@,BAL,L 10-13,,0,0,,0,0,0,0.0,1,2,0
168,1998,1998-11-15,10,32.358,OAK,,SEA,W 20-17,,0,0,,0,0,0,0.0,1,16,0
169,1999,1999-09-12,1,33.294,OAK,@,GNB,L 24-28,*,,,,,,,,,,
170,1999,1999-09-19,2,33.301,OAK,@,MIN,W 22-17,*,,,,,,,,,,
171,1999,1999-09-26,3,33.308,OAK,,CHI,W 24-17,*,,,,,,,,,,
172,1999,1999-10-03,4,33.315,OAK,@,SEA,L 21-22,*,,,,,,,,,,
173,1999,1999-10-10,5,33.322,OAK,,DEN,L 13-16,*,0,0,,0,0,0,0.0,1,2,0
174,1999,1999-10-17,6,33.329,OAK,@,BUF,W 20-14,*,0,0,,0,0,0,0.0,1,31,0
175,1999,1999-10-24,7,33.336,OAK,,NYJ,W 24-23,*,0,0,,0,0,0,0.0,1,0,0
176,1999,1999-10-31,8,33.343,OAK,,MIA,L 9-16,*,,,,,,,,,,
177,1999,1999-11-14,9,33.357,OAK,,SDG,W 28-9,*,,,,,,,,,,
178,1999,1999-11-22,10,34.000,OAK,@,DEN,L 21-27,*,,,,,,,,,,
179,1999,1999-11-28,11,34.006,OAK,,KAN,L 34-37,*,,,,,,,,,,
180,1999,1999-12-05,12,34.013,OAK,,SEA,W 30-21,*,,,,,,,,,,
181,1999,1999-12-09,13,34.017,OAK,@,TEN,L 14-21,*,,,,,,,,,,
182,1999,1999-12-19,14,34.027,OAK,,TAM,W 45-0,*,,,,,,,,,,
183,1999,1999-12-26,15,34.034,OAK,@,SDG,L 20-23,*,,,,,,,,,,
184,1999,2000-01-02,16,34.041,OAK,@,KAN,W 41-38,*,,,,,,,,,,
185,2000,2000-09-03,1,34.286,OAK,,SDG,W 9-6,*,,,,,,,,,,
186,2000,2000-09-10,2,34.293,OAK,@,IND,W 38-31,*,,,,,,,,,,
187,2000,2000-09-17,3,34.300,OAK,,DEN,L 24-33,*,,,,,,,,,,
188,2000,2000-09-24,4,34.307,OAK,,CLE,W 36-10,*,,,,,,,,,,
189,2000,2000-10-08,5,34.321,OAK,@,SFO,W 34-28,*,,,,,,,,,,
190,2000,2000-10-15,6,34.328,OAK,@,KAN,W 20-17,*,,,,,,,,,,
191,2000,2000-10-22,7,34.335,OAK,,SEA,W 31-3,*,0,0,,0,0,0,0.0,1,0,0
192,2000,2000-10-29,8,34.342,OAK,@,SDG,W 15-13,,,,,,,,,,,
193,2000,2000-11-05,9,34.349,OAK,,KAN,W 49-31,,,,,,,,,,,
194,2000,2000-11-13,10,34.357,OAK,@,DEN,L 24-27,,0,0,,0,0,0,1.0,0,0,0
195,2000,2000-11-19,11,34.363,OAK,@,NOR,W 31-22,,,,,,,,,,,
196,2000,2000-11-26,12,35.004,OAK,,ATL,W 41-14,,0,0,,0,0,0,0.0,1,15,0
197,2000,2000-12-03,13,35.011,OAK,@,PIT,L 20-21,*,0,0,,0,1,6,0.0,1,27,1
198,2000,2000-12-10,14,35.018,OAK,,NYJ,W 31-7,,0,0,,0,1,6,0.0,2,66,1
199,2000,2000-12-16,15,35.024,OAK,@,SEA,L 24-27,,,,,,,,,,,
200,2000,2000-12-24,16,35.032,OAK,,CAR,W 52-9,*,0,0,,0,1,6,0.0,1,37,1
201,2001,2001-09-09,1,35.291,OAK,@,KAN,W 27-24,,,,,,,,,,,
202,2001,2001-09-23,2,35.305,OAK,@,MIA,L 15-18,*,,,,,,,,,,
203,2001,2001-09-30,3,35.312,OAK,,SEA,W 38-14,*,,,,,,,,,,
