ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2002,2002-09-08,1,22.351,BAL,@,CAR,L 7-10,,,,,,1,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
2,2002,2002-09-15,2,22.358,BAL,,TAM,L 0-25,,2,2,1.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
3,2002,2002-10-06,4,23.014,BAL,@,CLE,W 26-21,,3,7,2.33,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
4,2002,2002-10-13,5,23.021,BAL,@,IND,L 20-22,,2,1,0.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
5,2002,2002-10-20,6,23.028,BAL,,JAX,W 17-10,,1,1,1.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
6,2002,2002-10-27,7,23.035,BAL,,PIT,L 18-31,,2,8,4.00,0,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
7,2002,2002-11-03,8,23.042,BAL,@,ATL,L 17-20,,1,17,17.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
8,2002,2002-11-10,9,23.049,BAL,,CIN,W 38-27,,5,25,5.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
9,2002,2002-11-17,10,23.056,BAL,@,MIA,L 7-26,,1,3,3.00,0,4,3,5,1.67,0,75.0%,1.25,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
10,2002,2002-11-24,11,23.063,BAL,,TEN,W 13-12,*,4,10,2.50,0,2,2,19,9.50,0,100.0%,9.50,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
11,2002,2002-12-01,12,23.070,BAL,@,CIN,W 27-23,,2,9,4.50,0,1,1,16,16.00,0,100.0%,16.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
12,2002,2002-12-08,13,23.077,BAL,,NOR,L 25-37,,2,8,4.00,0,1,1,19,19.00,0,100.0%,19.00,0,0,,0,0,0,,,,,,5,128,25.60,0,0,0,0.0,,
13,2002,2002-12-15,14,23.084,BAL,@,HOU,W 23-19,*,2,4,2.00,0,5,3,40,13.33,1,60.0%,8.00,0,0,,0,0,0,,,,,,0,0,,0,1,6,0.0,,
14,2002,2002-12-22,15,23.091,BAL,,CLE,L 13-14,,1,10,10.00,0,3,1,0,0.00,0,33.3%,0.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
15,2002,2002-12-29,16,23.098,BAL,@,PIT,L 31-34,,5,17,3.40,0,2,1,20,20.00,1,50.0%,10.00,0,0,,0,0,0,,,,,,5,108,21.60,0,1,6,0.0,,
