ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1986,1986-09-07,1,21.323,CLE,@,CHI,L 31-41,,4,45,11.25,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
2,1986,1986-09-14,2,21.330,CLE,@,HOU,W 23-20,,2,13,6.50,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
3,1986,1986-09-18,3,21.334,CLE,,CIN,L 13-30,,2,25,12.50,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
4,1986,1986-09-28,4,21.344,CLE,,DET,W 24-21,,2,20,10.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
5,1986,1986-10-05,5,21.351,CLE,@,PIT,W 27-24,,2,20,10.00,1,,,0,0,,0,0,0,,0,0,0,,0,1,6
6,1986,1986-10-12,6,21.358,CLE,,KAN,W 20-7,,2,23,11.50,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
7,1986,1986-10-19,7,22.000,CLE,,GNB,L 14-17,,2,9,4.50,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
8,1986,1986-10-26,8,22.007,CLE,@,MIN,W 23-20,,3,29,9.67,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
9,1986,1986-11-02,9,22.014,CLE,@,IND,W 24-9,,3,34,11.33,0,,,0,0,,0,0,0,,0,1,2,2.00,0,0,0
10,1986,1986-11-10,10,22.022,CLE,,MIA,W 26-16,,1,13,13.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
11,1986,1986-11-16,11,22.028,CLE,@,RAI,L 14-27,,1,35,35.00,0,,,0,0,,0,0,0,,0,0,0,,0,0,0
12,1986,1986-11-23,12,22.035,CLE,,PIT,W 37-31,,6,134,22.33,1,,,0,0,,0,0,0,,0,0,0,,0,1,6
