ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1964,1964-12-06,13,23.292,NYG,,MIN,L 21-30,2,41,20.50,0,0,0,,0,3,50,16.67,0,0,0
2,1964,1964-12-12,14,23.298,NYG,,CLE,L 20-52,2,41,20.50,0,0,0,,0,3,61,20.33,0,0,0
3,1965,1965-10-09,4,24.233,NYG,@,MIN,L 14-40,1,34,34.00,0,0,0,,0,0,0,,0,0,0
4,1965,1965-10-17,5,24.241,NYG,,PHI,W 35-27,2,102,51.00,1,0,0,,0,0,0,,0,1,6
5,1965,1965-10-24,6,24.248,NYG,,CLE,L 14-38,1,17,17.00,0,0,0,,0,0,0,,0,0,0
6,1965,1965-10-31,7,24.255,NYG,,STL,W 14-10,2,21,10.50,0,0,0,,0,0,0,,0,0,0
7,1965,1965-11-14,9,24.269,NYG,@,CLE,L 21-34,4,118,29.50,1,0,0,,0,0,0,,0,1,6
8,1965,1965-11-21,10,24.276,NYG,@,STL,W 28-15,3,32,10.67,1,0,0,,0,0,0,,0,1,6
9,1965,1965-11-28,11,24.283,NYG,,CHI,L 14-35,4,56,14.00,0,0,0,,0,0,0,,0,0,0
10,1965,1965-12-05,12,24.290,NYG,,PIT,W 35-10,2,64,32.00,1,0,0,,0,0,0,,0,1,6
11,1965,1965-12-12,13,24.297,NYG,@,WAS,W 27-10,3,182,60.67,2,0,0,,0,0,0,,0,2,12
12,1965,1965-12-19,14,24.304,NYG,,DAL,L 20-38,4,83,20.75,0,1,17,17.00,0,0,0,,0,0,0
13,1966,1966-09-11,1,25.205,NYG,@,PIT,T 34-34,2,173,86.50,2,0,0,,0,0,0,,0,2,12
14,1966,1966-09-18,2,25.212,NYG,@,DAL,L 7-52,4,46,11.50,1,1,9,9.00,0,0,0,,0,1,6
15,1966,1966-09-25,3,25.219,NYG,@,PHI,L 17-35,5,95,19.00,1,0,0,,0,0,0,,0,1,6
16,1966,1966-10-02,4,25.226,NYG,,CLE,L 7-28,4,88,22.00,1,0,0,,0,0,0,,0,1,6
17,1966,1966-10-09,5,25.233,NYG,@,STL,L 19-24,5,47,9.40,1,1,9,9.00,0,0,0,,0,1,6
18,1966,1966-10-16,6,25.240,NYG,,WAS,W 13-10,4,146,36.50,0,0,0,,0,0,0,,0,0,0
19,1966,1966-10-23,7,25.247,NYG,,PHI,L 3-31,4,66,16.50,0,0,0,,0,0,0,,0,0,0
20,1966,1966-11-06,8,25.261,NYG,,STL,L 17-20,2,46,23.00,0,0,0,,0,0,0,,0,0,0
21,1966,1966-11-13,9,25.268,NYG,@,RAM,L 14-55,2,32,16.00,0,0,0,,0,0,0,,0,0,0
22,1966,1966-11-20,10,25.275,NYG,,ATL,L 16-27,2,25,12.50,0,1,11,11.00,0,0,0,,0,0,0
