ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1970,1970-09-20,1,24.286,DEN,@,BUF,W 25-10,,,,
2,1970,1970-09-27,2,24.293,DEN,,PIT,W 16-13,,,,
3,1970,1970-10-04,3,24.300,DEN,,KAN,W 26-13,,,,
4,1970,1970-10-11,4,24.307,DEN,@,OAK,L 23-35,,,,
5,1970,1970-10-18,5,24.314,DEN,,ATL,W 24-10,,,,
6,1970,1970-10-25,6,24.321,DEN,@,SFO,L 14-19,,,,
7,1970,1970-11-01,7,24.328,DEN,,WAS,L 3-19,,,,
8,1970,1970-11-08,8,24.335,DEN,@,SDG,L 21-24,,,,
9,1970,1970-11-15,9,24.342,DEN,,OAK,L 19-24,,,,
10,1970,1970-11-22,10,24.349,DEN,@,NOR,W 31-6,,,,
11,1970,1970-11-29,11,24.356,DEN,@,HOU,L 21-31,,,,
12,1971,1971-09-19,1,25.285,DEN,,MIA,T 10-10,,,,
13,1971,1971-09-26,2,25.292,DEN,@,GNB,L 13-34,,,,
14,1971,1971-10-03,3,25.299,DEN,,KAN,L 3-16,,,,
15,1971,1971-10-10,4,25.306,DEN,,OAK,L 16-27,,,,
16,1971,1971-10-17,5,25.313,DEN,,SDG,W 20-16,1,13,13.00,0
17,1971,1971-10-24,6,25.320,DEN,@,CLE,W 27-0,,,,
18,1971,1971-10-31,7,25.327,DEN,@,PHI,L 16-17,,,,
19,1971,1971-11-07,8,25.334,DEN,,DET,L 20-24,,,,
20,1971,1971-11-14,9,25.341,DEN,,CIN,L 10-24,,,,
21,1971,1971-11-21,10,25.348,DEN,@,KAN,L 10-28,,,,
22,1971,1971-11-28,11,25.355,DEN,@,PIT,W 22-10,,,,
23,1971,1971-12-05,12,25.362,DEN,,CHI,W 6-3,,,,
24,1971,1971-12-12,13,26.004,DEN,@,SDG,L 17-45,,,,
25,1971,1971-12-19,14,26.011,DEN,@,OAK,L 13-21,1,7,7.00,0
