ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,2003,2003-10-05,5,23.209,NOR,@,CAR,L 13-19,,,,,,,0.0%,
2,2003,2003-10-12,6,23.216,NOR,,CHI,W 20-13,,,,,,,0.0%,
3,2003,2003-10-26,8,23.230,NOR,,CAR,L 20-23,*,7,1,11,11.00,0,14.3%,1.57
4,2003,2003-11-02,9,23.237,NOR,@,TAM,W 17-14,,,,,,,0.0%,
5,2003,2003-11-16,10,23.251,NOR,,ATL,W 23-20,,,,,,,0.0%,
6,2003,2003-11-23,11,23.258,NOR,@,PHI,L 20-33,,4,2,18,9.00,0,50.0%,4.50
7,2003,2003-11-30,12,23.265,NOR,@,WAS,W 24-20,,1,,,,,0.0%,
8,2003,2003-12-07,13,23.272,NOR,,TAM,L 7-14,,,,,,,0.0%,
9,2003,2003-12-14,14,23.279,NOR,,NYG,W 45-7,,2,,,,,0.0%,
10,2003,2003-12-28,16,23.293,NOR,,DAL,W 13-7,,1,,,,,0.0%,
11,2004,2004-09-12,1,24.186,NOR,,SEA,L 7-21,,,,,,,0.0%,
12,2004,2004-09-19,2,24.193,NOR,,SFO,W 30-27,,0,,,,,0.0%,
13,2004,2004-09-26,3,24.200,NOR,@,STL,W 28-25,,1,1,23,23.00,0,100.0%,23.00
14,2004,2004-11-14,9,24.249,NOR,,KAN,W 27-20,,0,,,,,0.0%,
15,2004,2004-11-21,10,24.256,NOR,,DEN,L 13-34,,0,,,,,0.0%,
16,2004,2004-11-28,11,24.263,NOR,@,ATL,L 21-24,,0,,,,,0.0%,
17,2004,2004-12-05,12,24.270,NOR,,CAR,L 21-32,,0,,,,,0.0%,
18,2004,2004-12-12,13,24.277,NOR,@,DAL,W 27-13,,,,,,,0.0%,
19,2004,2004-12-19,14,24.284,NOR,@,TAM,W 21-17,,,,,,,0.0%,
20,2004,2004-12-26,15,24.291,NOR,,ATL,W 26-13,,,,,,,0.0%,
21,2004,2005-01-02,16,24.298,NOR,@,CAR,W 21-18,*,0,,,,,0.0%,
