ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1988,1988-09-04,1,23.141,MIA,@,CHI,L 7-34,,0,0,,0,,,0,0,,0,0,0,,0,0,
2,1988,1988-09-11,2,23.148,MIA,@,BUF,L 6-9,,1,10,10.00,0,,,0,0,,0,0,0,,0,0,0
3,1988,1988-09-18,3,23.155,MIA,,GNB,W 24-17,,4,34,8.50,1,,,0,0,,0,0,0,,0,1,6
4,1988,1988-09-25,4,23.162,MIA,@,IND,L 13-15,,1,2,2.00,0,,,0,0,,0,0,0,,0,0,0
5,1988,1988-10-02,5,23.169,MIA,,MIN,W 24-7,,3,50,16.67,0,,,0,0,,0,0,0,,0,0,0
6,1988,1988-10-09,6,23.176,MIA,@,RAI,W 24-14,,1,4,4.00,0,,,0,0,,0,0,0,,0,0,0
7,1988,1988-10-16,7,23.183,MIA,,SDG,W 31-28,,2,36,18.00,0,,,1,-8,-8.00,0,0,0,,0,0,0
8,1988,1988-10-23,8,23.190,MIA,,NYJ,L 30-44,,1,13,13.00,0,,,0,0,,0,0,0,,0,0,0
9,1988,1988-10-30,9,23.197,MIA,@,TAM,W 17-14,,4,53,13.25,0,,,0,0,,0,0,0,,0,0,0
10,1988,1988-11-06,10,23.204,MIA,@,NWE,L 10-21,,2,52,26.00,1,,,0,0,,0,0,0,,0,1,6
11,1988,1988-11-14,11,23.212,MIA,,BUF,L 6-31,,2,32,16.00,0,,,0,0,,0,0,0,,0,0,0
12,1988,1988-11-20,12,23.218,MIA,,NWE,L 3-6,,1,18,18.00,0,,,0,0,,0,0,0,,0,0,0
13,1988,1988-11-27,13,23.225,MIA,@,NYJ,L 34-38,,2,117,58.50,1,,,0,0,,0,1,20,20.00,0,1,6
14,1988,1988-12-04,14,23.232,MIA,,IND,L 28-31,,5,98,19.60,0,,,0,0,,0,0,0,,0,0,0
15,1988,1988-12-12,15,23.240,MIA,,CLE,W 38-31,,2,32,16.00,0,,,0,0,,0,0,0,,0,0,0
16,1988,1988-12-18,16,23.246,MIA,@,PIT,L 24-40,,2,24,12.00,0,,,0,0,,0,0,0,,0,0,0
17,1989,1989-09-10,1,24.147,MIA,,BUF,L 24-27,,5,58,11.60,0,,,0,0,,0,0,0,,0,0,0
18,1989,1989-09-17,2,24.154,MIA,@,NWE,W 24-10,,3,57,19.00,0,,,0,0,,0,0,0,,0,0,0
19,1989,1989-09-24,3,24.161,MIA,,NYJ,L 33-40,,5,60,12.00,2,,,0,0,,0,0,0,,0,2,12
20,1989,1989-10-01,4,24.168,MIA,@,HOU,L 7-39,,1,2,2.00,0,,,0,0,,0,0,0,,0,0,0
21,1989,1989-10-08,5,24.175,MIA,,CLE,W 13-10,,1,15,15.00,0,,,0,0,,0,0,0,,0,0,0
22,1989,1989-10-15,6,24.182,MIA,@,CIN,W 20-13,,1,22,22.00,0,,,0,0,,0,0,0,,0,0,0
23,1989,1989-10-22,7,24.189,MIA,,GNB,W 23-20,,2,13,6.50,0,,,0,0,,0,0,0,,0,0,0
24,1989,1989-10-29,8,24.196,MIA,@,BUF,L 17-31,,1,30,30.00,0,,,0,0,,0,0,0,,0,0,0
25,1989,1989-11-05,9,24.203,MIA,,IND,W 19-13,,2,13,6.50,0,,,0,0,,0,0,0,,0,0,0
26,1989,1989-11-12,10,24.210,MIA,@,NYJ,W 31-23,,0,0,,0,,,,,,,,,,,,
27,1989,1989-11-19,11,24.217,MIA,@,DAL,W 17-14,,3,17,5.67,0,,,0,0,,0,0,0,,0,0,0
28,1989,1989-11-26,12,24.224,MIA,,PIT,L 14-34,,2,20,10.00,0,,,0,0,,0,0,0,,0,0,0
29,1989,1989-12-03,13,24.231,MIA,@,KAN,L 21-26,,1,25,25.00,0,,,0,0,,0,0,0,,0,0,0
30,1989,1989-12-10,14,24.238,MIA,,NWE,W 31-10,,1,13,13.00,0,,,0,0,,0,0,0,,0,0,0
31,1989,1989-12-17,15,24.245,MIA,@,IND,L 13-42,,1,10,10.00,0,,,0,0,,0,0,0,,0,0,0
32,1989,1989-12-24,16,24.252,MIA,,KAN,L 24-27,,3,27,9.00,1,,,0,0,,0,0,0,,0,1,6
33,1990,1990-09-09,1,25.146,MIA,@,NWE,W 27-24,,3,31,10.33,0,,,0,0,,0,0,0,,0,0,0
34,1990,1990-09-16,2,25.153,MIA,,BUF,W 30-7,,2,12,6.00,0,,,0,0,,0,0,0,,0,0,0
35,1990,1990-09-23,3,25.160,MIA,@,NYG,L 3-20,,2,22,11.00,0,,,0,0,,0,0,0,,0,0,0
36,1990,1990-09-30,4,25.167,MIA,@,PIT,W 28-6,,1,31,31.00,0,,,0,0,,0,0,0,,0,0,0
37,1990,1990-10-07,5,25.174,MIA,,NYJ,W 20-16,,1,11,11.00,0,,,0,0,,0,0,0,,0,0,0
38,1990,1990-10-18,6,25.185,MIA,,NWE,W 17-10,,3,24,8.00,0,,,0,0,,0,0,0,,0,0,0
39,1990,1990-10-28,7,25.195,MIA,@,IND,W 27-7,,0,0,,0,,,0,0,,0,,,,,0,
40,1990,1990-11-04,8,25.202,MIA,,PHO,W 23-3,,2,58,29.00,0,,,0,0,,0,0,0,,0,0,0
41,1990,1990-11-11,9,25.209,MIA,@,NYJ,W 17-3,,1,23,23.00,0,,,0,0,,0,0,0,,0,0,0
42,1990,1990-11-19,10,25.217,MIA,,RAI,L 10-13,,1,13,13.00,0,,,0,0,,0,0,0,,0,0,0
43,1990,1990-11-25,11,25.223,MIA,@,CLE,W 30-13,,1,20,20.00,0,,,0,0,,0,0,0,,0,0,0
44,1990,1990-12-02,12,25.230,MIA,@,WAS,L 20-42,,3,27,9.00,0,,,1,-7,-7.00,0,0,0,,0,0,0
45,1990,1990-12-09,13,25.237,MIA,,PHI,W 23-20,,2,50,25.00,0,,,0,0,,0,0,0,,0,0,0
46,1990,1990-12-16,14,25.244,MIA,,SEA,W 24-17,,5,76,15.20,1,,,0,0,,0,0,0,,0,1,6
47,1990,1990-12-23,15,25.251,MIA,@,BUF,L 14-24,,1,22,22.00,0,,,0,0,,0,0,0,,0,0,0
48,1990,1990-12-30,16,25.258,MIA,,IND,W 23-17,,3,26,8.67,0,,,0,0,,0,0,0,,0,0,0
49,1991,1991-09-08,2,26.145,MIA,,IND,W 17-6,,1,9,9.00,0,,,0,0,,0,0,0,,0,0,0
50,1991,1991-09-15,3,26.152,MIA,@,DET,L 13-17,,2,12,6.00,0,,,0,0,,0,0,0,,0,0,0
51,1991,1991-11-18,11,26.216,MIA,,BUF,L 27-41,,0,0,,0,,,,,,,,,,,,
52,1991,1991-11-24,12,26.222,MIA,@,CHI,W 16-13,,1,2,2.00,1,,,0,0,,0,0,0,,0,1,6
53,1991,1991-12-01,13,26.229,MIA,,TAM,W 33-14,,3,47,15.67,0,,,0,0,,0,0,0,,0,0,0
54,1991,1991-12-09,14,26.237,MIA,,CIN,W 37-13,,0,0,,0,,,,,,,,,,,,
55,1991,1991-12-15,15,26.243,MIA,@,SDG,L 30-38,,2,25,12.50,0,,,0,0,,0,0,0,,0,0,0
56,1991,1991-12-22,16,26.250,MIA,,NYJ,L 20-23,,2,23,11.50,1,,,0,0,,0,0,0,,0,1,6
57,1992,1992-09-14,1,27.151,MIA,@,CLE,W 27-23,3,3,24,8.00,0,100.0%,8.00,0,0,,0,0,0,,0,0,0
58,1992,1992-09-20,2,27.157,MIA,,RAM,W 26-10,7,4,32,8.00,1,57.1%,4.57,0,0,,0,0,0,,0,1,6
59,1992,1992-09-27,3,27.164,MIA,@,SEA,W 19-17,5,3,35,11.67,0,60.0%,7.00,0,0,,0,0,0,,0,0,0
60,1992,1992-10-04,4,27.171,MIA,@,BUF,W 37-10,,0,0,,0,0.0%,,,,,,,,,,,
61,1992,1992-10-11,5,27.178,MIA,,ATL,W 21-17,2,0,0,,0,0.0%,0.00,,,,,,,,,,
62,1992,1992-10-18,6,27.185,MIA,,NWE,W 38-17,,0,0,,0,0.0%,,,,,,,,,,,
63,1992,1992-12-06,13,27.234,MIA,@,SFO,L 3-27,,0,0,,0,0.0%,,,,,,,,,,,
64,1992,1992-12-14,14,27.242,MIA,,RAI,W 20-7,,0,0,,0,0.0%,,,,,,,,,,,
65,1992,1992-12-20,15,27.248,MIA,,NYJ,W 19-17,,0,0,,0,0.0%,,,,,,,,,,,
66,1992,1992-12-27,16,27.255,MIA,@,NWE,W 16-13,,0,0,,0,0.0%,,,,,,,,,,,
67,1993,1993-09-05,1,28.142,SEA,@,SDG,L 12-18,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,,0,0,0
68,1993,1993-09-12,2,28.149,SEA,,RAI,L 13-17,2,0,0,,0,0.0%,0.00,,,,,,,,,,
69,1993,1993-09-19,3,28.156,SEA,@,NWE,W 17-14,4,1,20,20.00,0,25.0%,5.00,0,0,,0,0,0,,0,0,0
70,1993,1993-09-26,4,28.163,SEA,@,CIN,W 19-10,2,1,12,12.00,0,50.0%,6.00,0,0,,0,0,0,,0,0,0
71,1993,1993-10-03,5,28.170,SEA,,SDG,W 31-14,4,3,11,3.67,0,75.0%,2.75,0,0,,0,0,0,,0,0,0
72,1993,1993-10-17,6,28.184,SEA,@,DET,L 10-30,3,1,8,8.00,0,33.3%,2.67,0,0,,0,0,0,,0,0,0
73,1993,1993-10-24,7,28.191,SEA,,NWE,W 10-9,4,1,12,12.00,0,25.0%,3.00,0,0,,0,0,0,,0,0,0
74,1993,1993-10-31,8,28.198,SEA,@,DEN,L 17-28,1,1,16,16.00,0,100.0%,16.00,0,0,,0,0,0,,0,0,0
75,1993,1993-11-07,9,28.205,SEA,@,HOU,L 14-24,1,1,21,21.00,0,100.0%,21.00,0,0,,0,0,0,,0,0,0
76,1993,1993-11-14,10,28.212,SEA,,CLE,W 22-5,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,0,0
77,1993,1993-11-28,11,28.226,SEA,,DEN,L 9-17,4,2,24,12.00,0,50.0%,6.00,0,0,,0,0,0,,0,0,0
78,1993,1993-12-05,12,28.233,SEA,,KAN,L 16-31,6,3,46,15.33,0,50.0%,7.67,0,0,,0,0,0,,0,0,0
79,1993,1993-12-12,13,28.240,SEA,@,RAI,L 23-27,3,1,32,32.00,0,33.3%,10.67,0,0,,0,0,0,,0,0,0
80,1993,1993-12-19,14,28.247,SEA,,PHO,L 27-30,3,2,5,2.50,1,66.7%,1.67,0,0,,0,0,0,,0,1,6
81,1993,1993-12-26,15,28.254,SEA,,PIT,W 16-6,,0,0,,0,0.0%,,,,,,,,,,,
82,1993,1994-01-02,16,28.261,SEA,@,KAN,L 24-34,5,5,18,3.60,1,100.0%,3.60,0,0,,0,0,0,,0,1,6
83,1994,1994-09-04,1,29.141,SEA,@,WAS,W 28-7,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,0
84,1994,1994-09-11,2,29.148,SEA,@,RAI,W 38-9,2,2,8,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,0,0
85,1994,1994-09-18,3,29.155,SEA,,SDG,L 10-24,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0,,0,0,0
86,1994,1994-09-25,4,29.162,SEA,,PIT,W 30-13,3,1,7,7.00,0,33.3%,2.33,0,0,,0,0,0,,0,0,0
