ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1989,1989-09-10,1,22.351,PIT,,CLE,L 0-51,10,36,3.60,0,,0,0,,0,,,0,0,,0,0,0
2,1989,1989-09-17,2,22.358,PIT,@,CIN,L 10-41,10,37,3.70,0,,1,-2,-2.00,0,,,0,0,,0,0,0
3,1989,1989-09-24,3,23.000,PIT,,MIN,W 27-14,16,52,3.25,1,,4,45,11.25,0,,,0,0,,0,1,6
4,1989,1989-10-01,4,23.007,PIT,@,DET,W 23-3,5,0,0.00,0,,0,0,,0,,,0,0,,0,0,0
5,1989,1989-10-08,5,23.014,PIT,,CIN,L 16-26,15,74,4.93,0,,1,-6,-6.00,0,,,0,0,,0,0,0
6,1989,1989-10-15,6,23.021,PIT,@,CLE,W 17-7,2,-1,-0.50,0,,0,0,,0,,,0,0,,0,0,0
7,1989,1989-10-22,7,23.028,PIT,@,HOU,L 0-27,11,6,0.55,0,,2,23,11.50,0,,,0,0,,0,0,0
8,1989,1989-11-05,9,23.042,PIT,@,DEN,L 7-34,12,75,6.25,0,,1,6,6.00,0,,,0,0,,0,0,0
9,1989,1989-11-12,10,23.049,PIT,,CHI,L 0-20,10,21,2.10,0,,1,4,4.00,0,,,0,0,,0,0,0
10,1989,1989-11-19,11,23.056,PIT,,SDG,W 20-17,17,53,3.12,0,,1,19,19.00,0,,,0,0,,0,0,0
11,1989,1989-11-26,12,23.063,PIT,@,MIA,W 34-14,22,95,4.32,0,,1,15,15.00,0,,,0,0,,0,0,0
12,1989,1989-12-03,13,23.070,PIT,,HOU,L 16-23,18,103,5.72,0,,1,5,5.00,0,,,0,0,,0,0,0
13,1989,1989-12-10,14,23.077,PIT,@,NYJ,W 13-0,10,64,6.40,1,,1,3,3.00,0,,,0,0,,0,1,6
14,1989,1989-12-17,15,23.084,PIT,,NWE,W 28-10,19,104,5.47,1,,0,0,,0,,,0,0,,0,1,6
15,1989,1989-12-24,16,23.091,PIT,@,TAM,W 31-22,18,51,2.83,2,,1,1,1.00,0,,,0,0,,0,2,12
