ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,2000,2000-09-03,1,23.205,CLE,,JAX,L 7-27,,0,0,,0,0,0,0,,0,0.0%,,3,51,17.00,0,0,0
2,2000,2000-09-10,2,23.212,CLE,@,CIN,W 24-7,,0,0,,0,0,0,0,,0,0.0%,,1,20,20.00,0,0,0
3,2000,2000-10-08,6,23.240,CLE,@,ARI,L 21-29,,2,6,3.00,0,0,0,0,,0,0.0%,,2,53,26.50,0,0,0
4,2000,2000-10-15,7,23.247,CLE,@,DEN,L 10-44,,0,0,,0,0,0,0,,0,0.0%,,4,88,22.00,0,0,0
5,2000,2000-10-22,8,23.254,CLE,@,PIT,L 0-22,,2,0,0.00,0,0,0,0,,0,0.0%,,4,118,29.50,0,0,0
6,2000,2000-10-29,9,23.261,CLE,,CIN,L 3-12,,2,4,2.00,0,0,0,0,,0,0.0%,,2,57,28.50,0,0,0
7,2000,2000-11-05,10,23.268,CLE,,NYG,L 3-24,,3,12,4.00,0,4,2,27,13.50,0,50.0%,6.75,4,73,18.25,0,0,0
8,2000,2000-11-12,11,23.275,CLE,,NWE,W 19-11,,12,37,3.08,0,3,3,22,7.33,0,100.0%,7.33,2,38,19.00,0,0,0
9,2000,2000-11-19,12,23.282,CLE,@,TEN,L 10-24,,8,27,3.38,0,3,3,30,10.00,0,100.0%,10.00,4,84,21.00,0,0,0
10,2000,2000-11-26,13,23.289,CLE,@,BAL,L 7-44,,4,12,3.00,0,2,1,-2,-2.00,0,50.0%,-1.00,6,125,20.83,0,0,0
11,2000,2000-12-03,14,23.296,CLE,@,JAX,L 0-48,,7,29,4.14,0,2,2,11,5.50,0,100.0%,5.50,3,50,16.67,0,0,0
