ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,def_int,def_int_yds,def_int_td
1,1966,1966-10-02,4,24.330,ATL,,DAL,L 14-47,1,0,0.00,0,0,0,0
2,1968,1968-09-29,3,26.328,ATL,@,SFO,L 13-28,0,0,,0,1,9,0
3,1969,1969-10-05,3,27.333,NYG,,CHI,W 28-24,0,0,,0,1,20,0
4,1969,1969-12-14,13,28.038,NYG,@,PIT,W 21-17,0,0,,0,1,11,0
5,1970,1970-09-19,1,28.317,NYG,,CHI,L 16-24,,,,,,,
6,1970,1970-09-27,2,28.325,NYG,@,DAL,L 10-28,,,,,,,
7,1970,1970-10-04,3,28.332,NYG,@,NOR,L 10-14,,,,,,,
8,1970,1970-10-11,4,28.339,NYG,,PHI,W 30-23,,,,,,,
9,1970,1970-10-18,5,28.346,NYG,@,BOS,W 16-0,,,,,,,
10,1970,1970-10-25,6,28.353,NYG,,STL,W 35-17,0,0,,0,1,3,0
11,1970,1970-11-01,7,28.360,NYG,@,NYJ,W 22-10,,,,,,,
12,1970,1970-11-08,8,29.002,NYG,,DAL,W 23-20,,,,,,,
13,1970,1970-11-15,9,29.009,NYG,,WAS,W 35-33,,,,,,,
14,1970,1970-11-23,10,29.017,NYG,@,PHI,L 20-23,,,,,,,
15,1970,1970-11-29,11,29.023,NYG,@,WAS,W 27-24,,,,,,,
16,1970,1970-12-06,12,29.030,NYG,,BUF,W 20-6,,,,,,,
17,1970,1970-12-13,13,29.037,NYG,@,STL,W 34-17,,,,,,,
18,1970,1970-12-20,14,29.044,NYG,,RAM,L 3-31,,,,,,,
19,1971,1971-09-19,1,29.317,NYG,@,GNB,W 42-40,,,,,,,
20,1971,1971-09-26,2,29.324,NYG,,WAS,L 3-30,,,,,,,
21,1971,1971-10-03,3,29.331,NYG,@,STL,W 21-20,,,,,,,
22,1971,1971-10-11,4,29.339,NYG,@,DAL,L 13-20,,,,,,,
23,1971,1971-11-07,8,30.001,NYG,,SDG,W 35-17,,,,,,,
24,1971,1971-11-14,9,30.008,NYG,@,ATL,W 21-17,0,0,,0,1,17,0
25,1971,1971-11-21,10,30.015,NYG,@,PIT,L 13-17,,,,,,,
26,1971,1971-11-28,11,30.022,NYG,,STL,L 7-24,,,,,,,
27,1971,1971-12-05,12,30.029,NYG,@,WAS,L 7-23,,,,,,,
28,1971,1971-12-12,13,30.036,NYG,,DAL,L 14-42,,,,,,,
29,1971,1971-12-19,14,30.043,NYG,,PHI,L 28-41,,,,,,,
