ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td
1,1952,1952-10-19,4,27.060,DET,,RAM,W 24-16,3,2,0.67,0,1,18,18.00,0
2,1952,1952-11-27,10,27.099,DET,,GNB,W 48-24,0,10,,0,0,0,,0
