ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2007,2007-09-23,3,23.065,BAL,,ARI,W 26-23,,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,,0,0.0%,,0,0,0.0,,
2,2007,2007-10-14,6,23.086,BAL,,STL,W 22-3,,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,,0,0.0%,,0,0,0.0,,
3,2007,2007-11-11,9,23.114,BAL,,CIN,L 7-21,,0,0,,0,0,0,,0,0,,,0,0,,0,,0,0,,0,0.0%,,0,0,0.0,,
4,2007,2007-12-09,13,23.142,BAL,,IND,L 20-44,,3,5,60.00,33,0,0,79.6,0,0,6.60,6.60,1,6,6.00,1,0,0,0,,0,0.0%,,1,6,0.0,,
5,2007,2007-12-16,14,23.149,BAL,@,MIA,L 16-22,,5,11,45.45,49,0,0,58.5,0,0,4.45,4.45,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,,
6,2007,2007-12-23,15,23.156,BAL,@,SEA,L 6-27,*,16,33,48.48,199,1,0,77.7,2,12,6.03,6.64,6,25,4.17,0,0,0,0,,0,0.0%,,0,0,0.0,,
7,2007,2007-12-30,16,23.163,BAL,,PIT,W 27-21,*,16,27,59.26,171,1,0,90.2,2,17,6.33,7.07,5,23,4.60,0,0,0,0,,0,0.0%,,0,0,0.0,,
8,2008,2008-10-26,7,24.098,BAL,,OAK,W 29-10,,1,1,100.00,43,0,0,118.7,0,0,43.00,43.00,3,13,4.33,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
9,2008,2008-11-02,8,24.105,BAL,@,CLE,W 37-27,,0,0,,0,0,0,,0,,,,1,1,1.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
10,2008,2008-11-09,9,24.112,BAL,@,HOU,W 41-13,,1,1,100.00,14,1,0,158.3,0,0,14.00,34.00,2,6,3.00,0,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
11,2008,2008-11-30,12,24.133,BAL,@,CIN,W 34-3,,0,0,,0,0,0,,0,,,,3,4,1.33,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
12,2008,2008-12-20,15,24.153,BAL,@,DAL,W 33-24,,,,,,,,,0,,,,,,,,,,,,,0.0%,,,,,,
13,2008,2008-12-28,16,24.161,BAL,,JAX,W 27-7,,1,2,50.00,25,0,0,95.8,1,1,12.50,12.50,0,0,,0,1,1,36,36.00,0,100.0%,36.00,0,0,0.0,0,0
14,2009,2009-09-13,1,25.055,BAL,,KAN,W 38-24,,,,,,,,,0,,,,,,,,,,,,,0.0%,,,,,,
15,2009,2009-09-27,3,25.069,BAL,,CLE,W 34-3,,1,2,50.00,4,0,0,56.2,0,0,2.00,2.00,0,0,,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
16,2009,2009-12-13,13,25.146,BAL,,DET,W 48-3,,2,3,66.67,10,0,0,71.5,0,0,3.33,3.33,2,14,7.00,1,0,0,0,,0,0.0%,,1,6,0.0,0,0
17,2009,2009-12-20,14,25.153,BAL,,CHI,W 31-7,,2,4,50.00,10,0,1,16.7,0,0,2.50,-8.75,6,17,2.83,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
18,2010,2010-10-31,8,26.103,SFO,,DEN,W 24-16,*,12,19,63.16,196,1,0,115.2,0,0,10.32,11.37,4,2,0.50,1,0,0,0,,0,0.0%,,1,6,0.0,0,0
19,2010,2010-11-14,9,26.117,SFO,,STL,W 23-20,*,17,28,60.71,356,1,0,116.7,5,33,12.71,13.43,3,12,4.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
20,2010,2010-11-21,10,26.124,SFO,,TAM,L 0-21,*,16,31,51.61,148,0,1,51.5,6,30,4.77,3.32,5,45,9.00,0,0,0,0,,0,0.0%,,0,0,0.0,1,0
21,2010,2010-11-29,11,26.132,SFO,@,ARI,W 27-6,*,11,23,47.83,129,1,1,61.7,1,4,5.61,4.52,3,6,2.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
22,2010,2010-12-05,12,26.138,SFO,@,GNB,L 16-34,*,10,25,40.00,194,1,1,64.4,4,22,7.76,6.76,3,28,9.33,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
23,2010,2010-12-26,15,26.159,SFO,@,STL,L 17-25,*,7,19,36.84,153,1,1,62.0,2,23,8.05,6.74,5,28,5.60,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
