ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1989,1989-09-10,1,22.205,NOR,,DAL,W 28-0,0,0,,0,,,,,
2,1989,1989-09-17,2,22.212,NOR,@,GNB,L 34-35,0,0,,0,,,,,
3,1989,1989-09-24,3,22.219,NOR,@,TAM,L 10-20,0,0,,0,0,0,1,0,0
4,1989,1989-10-01,4,22.226,NOR,,WAS,L 14-16,0,0,,0,,,,,
5,1989,1989-10-08,5,22.233,NOR,,SFO,L 20-24,0,0,,0,,,,,
6,1989,1989-10-15,6,22.240,NOR,,NYJ,W 29-14,0,0,,0,,,,,
7,1989,1989-10-22,7,22.247,NOR,@,RAM,W 40-21,0,0,,0,,,,,
8,1989,1989-10-29,8,22.254,NOR,,ATL,W 20-13,0,0,,0,,,,,
9,1989,1989-11-06,9,22.262,NOR,@,SFO,L 13-31,0,0,,0,,,,,
10,1989,1989-11-12,10,22.268,NOR,@,NWE,W 28-24,0,0,,0,,,,,
11,1989,1989-11-19,11,22.275,NOR,@,ATL,W 26-17,0,0,,0,0,0,1,4,0
12,1989,1989-11-26,12,22.282,NOR,,RAM,L 17-20,0,0,,0,0,0,2,0,0
13,1989,1989-12-03,13,22.289,NOR,@,DET,L 14-21,0,0,,0,0,0,1,22,0
14,1989,1989-12-10,14,22.296,NOR,@,BUF,W 22-19,0,0,,0,,,,,
15,1989,1989-12-18,15,22.304,NOR,,PHI,W 30-20,0,0,,0,,,,,
16,1989,1989-12-24,16,22.310,NOR,,IND,W 41-6,0,54,,0,,,,,
17,1990,1990-09-10,1,23.205,NOR,,SFO,L 12-13,,,,,,,,,
18,1990,1990-09-16,2,23.211,NOR,@,MIN,L 3-32,,,,,,,,,
19,1990,1990-09-23,3,23.218,NOR,,PHO,W 28-7,,,,,,,,,
20,1990,1990-10-07,4,23.232,NOR,@,ATL,L 27-28,,,,,,,,,
21,1990,1990-10-14,5,23.239,NOR,,CLE,W 25-20,,,,,,,,,
22,1990,1990-10-21,6,23.246,NOR,@,HOU,L 10-23,,,,,,,,,
23,1990,1990-10-28,7,23.253,NOR,,DET,L 10-27,,,,,,,,,
24,1990,1990-11-04,8,23.260,NOR,@,CIN,W 21-7,,,,,,,,,
25,1990,1990-11-11,9,23.267,NOR,,TAM,W 35-7,,,,,,,,,
26,1990,1990-11-18,10,23.274,NOR,@,WAS,L 17-31,,,,,,,,,
27,1990,1990-11-25,11,23.281,NOR,,ATL,W 10-7,,,,,,,,,
28,1990,1990-12-02,12,23.288,NOR,@,DAL,L 13-17,,,,,,,,,
29,1990,1990-12-09,13,23.295,NOR,@,RAM,W 24-20,,,,,,,,,
30,1990,1990-12-16,14,23.302,NOR,,PIT,L 6-9,,,,,,,,,
31,1990,1990-12-23,15,23.309,NOR,@,SFO,W 13-10,,,,,,,,,
32,1990,1990-12-31,16,23.317,NOR,,RAM,W 20-17,,,,,,,,,
33,1991,1991-09-01,1,24.196,PHO,@,RAM,W 24-14,,,,,,,,,
34,1991,1991-09-08,2,24.203,PHO,@,PHI,W 26-10,,,,,,,,,
35,1991,1991-09-15,3,24.210,PHO,@,WAS,L 0-34,,,,,,,,,
36,1991,1991-09-22,4,24.217,PHO,,DAL,L 9-17,,,,,,,,,
37,1991,1991-09-29,5,24.224,PHO,,NWE,W 24-10,,,,,,,,,
38,1991,1991-11-03,10,24.259,PHO,@,DAL,L 7-27,,,,,,,,,
39,1991,1991-11-10,11,24.266,PHO,,NYG,L 14-21,,,,,,,,,
40,1991,1991-11-17,12,24.273,PHO,@,SFO,L 10-14,,,,,,,,,
41,1991,1991-11-24,13,24.280,PHO,,PHI,L 14-34,,,,,,,,,
42,1991,1991-12-08,14,24.294,PHO,,WAS,L 14-20,,,,,,,,,
43,1991,1991-12-15,15,24.301,PHO,@,DEN,L 19-24,,,,,,,,,
44,1991,1991-12-22,16,24.308,PHO,,NOR,L 3-27,,,,,,,,,
45,1992,1992-09-06,1,25.202,PHO,@,TAM,L 7-23,,,,,,,,,
46,1992,1992-09-13,2,25.209,PHO,,PHI,L 14-31,,,,,,,,,
47,1992,1992-09-20,3,25.216,PHO,@,DAL,L 20-31,,,,,,,,,
48,1992,1992-10-04,4,25.230,PHO,,WAS,W 27-24,0,0,,0,2,12,2,72,2
49,1992,1992-10-11,5,25.237,PHO,@,NYG,L 21-31,,,,,,,,,
50,1992,1992-10-18,6,25.244,PHO,,NOR,L 21-30,,,,,,,,,
51,1992,1992-10-25,7,25.251,PHO,@,PHI,L 3-7,,,,,,,,,
52,1992,1992-11-01,8,25.258,PHO,,SFO,W 24-14,,,,,,,,,
53,1992,1992-11-08,9,25.265,PHO,@,RAM,W 20-14,,,,,,,,,
54,1992,1992-11-15,10,25.272,PHO,@,ATL,L 17-20,0,0,,0,1,6,1,46,1
55,1992,1992-11-22,11,25.279,PHO,,DAL,L 10-16,,,,,,,,,
56,1992,1992-11-29,12,25.286,PHO,@,WAS,L 3-41,0,0,,0,0,0,1,9,0
57,1992,1992-12-06,13,25.293,PHO,,SDG,L 21-27,0,0,,0,0,0,1,20,0
58,1992,1992-12-12,14,25.299,PHO,,NYG,W 19-0,,,,,,,,,
59,1992,1992-12-20,15,25.307,PHO,@,IND,L 13-16,,,,,,,,,
60,1993,1993-10-24,7,26.249,PHO,@,SFO,L 14-28,,,,,,,,,
61,1993,1993-10-31,8,26.256,PHO,,NOR,L 17-20,,,,,,,,,
62,1993,1993-11-07,9,26.263,PHO,,PHI,W 16-3,,,,,,,,,
63,1993,1993-11-14,10,26.270,PHO,@,DAL,L 15-20,,,,,,,,,
64,1993,1993-11-28,11,26.284,PHO,@,NYG,L 17-19,,,,,,,,,
65,1993,1993-12-05,12,26.291,PHO,,RAM,W 38-10,,,,,,,,,
66,1993,1993-12-12,13,26.298,PHO,,DET,L 14-21,,,,,,,,,
67,1993,1993-12-19,14,26.305,PHO,@,SEA,W 30-27,,,,,,,,,
68,1993,1993-12-26,15,26.312,PHO,,NYG,W 17-6,,,,,,,,,
69,1993,1994-01-02,16,26.319,PHO,@,ATL,W 27-10,,,,,,,,,
70,1994,1994-09-04,1,27.199,DET,,ATL,W 31-28,0,0,,0,,,,,
71,1994,1994-09-11,2,27.206,DET,@,MIN,L 3-10,0,0,,0,0,0,1,0,0
