ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
39,2012,2012-12-13,14,25.164,PHI,,CIN,L 13-34,*,6,3,28,9.33,0,50.0%,4.67,0,0,,0,,0,0,0.0,0,0
40,2013,2013-09-08,1,26.068,JAX,,KAN,L 2-28,*,1,1,5,5.00,0,100.0%,5.00,0,0,,0,,0,0,0.0,0,0
41,2013,2013-09-15,2,26.075,JAX,@,OAK,L 9-19,,4,3,34,11.33,1,75.0%,8.50,0,0,,0,,1,6,0.0,0,0
42,2013,2013-09-22,3,26.082,JAX,@,SEA,L 17-45,*,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,2,0
43,2013,2013-09-29,4,26.089,JAX,,IND,L 3-37,,3,2,39,19.50,0,66.7%,13.00,0,0,,0,,0,0,0.0,0,0
44,2013,2013-10-06,5,26.096,JAX,@,STL,L 20-34,*,5,3,39,13.00,0,60.0%,7.80,0,0,,0,,0,0,0.0,0,0
45,2013,2013-10-13,6,26.103,JAX,@,DEN,L 19-35,*,3,2,29,14.50,0,66.7%,9.67,0,0,,0,,0,0,0.0,0,0
46,2013,2013-10-20,7,26.110,JAX,,SDG,L 6-24,,,,,,,0.0%,,,,,,,,,,,
47,2013,2013-10-27,8,26.117,JAX,,SFO,L 10-42,,1,1,7,7.00,0,100.0%,7.00,0,0,,0,,0,0,0.0,0,0
48,2013,2013-11-10,9,26.131,JAX,@,TEN,W 29-27,,1,1,13,13.00,0,100.0%,13.00,0,0,,0,,0,0,0.0,0,0
49,2013,2013-11-17,10,26.138,JAX,,ARI,L 14-27,*,5,3,32,10.67,0,60.0%,6.40,0,0,,0,,0,0,0.0,0,0
50,2013,2013-11-24,11,26.145,JAX,@,HOU,W 13-6,*,1,1,8,8.00,0,100.0%,8.00,0,0,,0,,0,0,0.0,0,0
51,2013,2013-12-01,12,26.152,JAX,@,CLE,W 32-28,*,3,2,23,11.50,1,66.7%,7.67,0,0,,0,,1,6,0.0,0,0
52,2013,2013-12-05,13,26.156,JAX,,HOU,W 27-20,,,,,,,0.0%,,,,,,,,,,,
53,2013,2013-12-15,14,26.166,JAX,,BUF,L 20-27,,4,3,52,17.33,0,75.0%,13.00,0,0,,0,,0,0,0.0,0,1
54,2013,2013-12-22,15,26.173,JAX,,TEN,L 16-20,,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
55,2013,2013-12-29,16,26.180,JAX,@,IND,L 10-30,,2,2,11,5.50,0,100.0%,5.50,0,0,,0,,0,0,0.0,0,0
56,2014,2014-09-28,4,27.088,JAX,@,SDG,L 14-33,,8,8,70,8.75,0,100.0%,8.75,0,0,,0,,0,0,0.0,0,0
57,2014,2014-10-05,5,27.095,JAX,,PIT,L 9-17,*,4,3,22,7.33,0,75.0%,5.50,0,0,,0,,0,0,0.0,0,0
58,2014,2014-10-12,6,27.102,JAX,@,TEN,L 14-16,*,4,3,91,30.33,1,75.0%,22.75,0,0,,0,,1,6,0.0,1,0
59,2014,2014-10-19,7,27.109,JAX,,CLE,W 24-6,*,6,6,34,5.67,0,100.0%,5.67,0,0,,0,,0,0,0.0,0,0
60,2014,2014-10-26,8,27.116,JAX,,MIA,L 13-27,*,4,2,27,13.50,0,50.0%,6.75,0,0,,0,,0,0,0.0,0,0
61,2014,2014-11-02,9,27.123,JAX,@,CIN,L 23-33,*,2,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,1,1
62,2014,2014-11-09,10,27.130,JAX,,DAL,L 17-31,*,4,3,28,9.33,0,75.0%,7.00,0,0,,0,,0,0,0.0,0,0
63,2014,2014-11-23,11,27.144,JAX,@,IND,L 3-23,,,,,,,0.0%,,,,,,,,,,,
64,2014,2014-11-30,12,27.151,JAX,,NYG,W 25-24,,2,1,17,17.00,0,50.0%,8.50,0,0,,0,,0,0,0.0,0,0
65,2014,2014-12-07,13,27.158,JAX,,HOU,L 13-27,*,,,,,,0.0%,,,,,,,,,,,
66,2014,2014-12-14,14,27.165,JAX,@,BAL,L 12-20,,,,,,,0.0%,,,,,,,,,,,
67,2014,2014-12-18,15,27.169,JAX,,TEN,W 21-13,*,0,,,,,0.0%,,,,,,,,,,,
68,2014,2014-12-28,16,27.179,JAX,@,HOU,L 17-23,,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
69,2015,2015-09-13,1,28.073,JAX,,CAR,L 9-20,,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
70,2015,2015-09-20,2,28.080,JAX,,MIA,W 23-20,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
71,2015,2015-09-27,3,28.087,JAX,@,NWE,L 17-51,*,5,3,43,14.33,1,60.0%,8.60,0,0,,0,,1,6,0.0,0,0
72,2015,2015-10-04,4,28.094,JAX,@,IND,L 13-16,*,6,4,31,7.75,0,66.7%,5.17,0,0,,0,,0,0,0.0,0,0
73,2015,2015-10-11,5,28.101,JAX,@,TAM,L 31-38,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
74,2015,2015-10-18,6,28.108,JAX,,HOU,L 20-31,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
75,2015,2015-11-08,8,28.129,JAX,@,NYJ,L 23-28,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
76,2015,2015-11-15,9,28.136,JAX,@,BAL,W 22-20,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
77,2015,2015-11-19,10,28.140,JAX,,TEN,W 19-13,,2,2,17,8.50,0,100.0%,8.50,0,0,,0,,0,0,0.0,0,0
78,2015,2015-11-29,11,28.150,JAX,,SDG,L 25-31,,2,1,12,12.00,0,50.0%,6.00,0,0,,0,,0,0,0.0,0,0
79,2015,2015-12-06,12,28.157,JAX,@,TEN,L 39-42,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
80,2015,2015-12-13,13,28.164,JAX,,IND,W 51-16,,2,2,21,10.50,0,100.0%,10.50,0,0,,0,,0,0,0.0,0,0
81,2015,2015-12-20,14,28.171,JAX,,ATL,L 17-23,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
82,2015,2015-12-27,15,28.178,JAX,@,NOR,L 27-38,,1,1,7,7.00,0,100.0%,7.00,0,0,,0,1,0,2,0.0,0,0
83,2015,2016-01-03,16,28.185,JAX,@,HOU,L 6-30,,1,1,18,18.00,0,100.0%,18.00,0,0,,0,,0,0,0.0,0,0
84,2016,2016-09-18,2,29.078,NWE,,MIA,W 31-24,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
85,2016,2016-09-22,3,29.082,NWE,,HOU,W 27-0,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
86,2016,2016-10-02,4,29.092,NWE,,BUF,L 0-16,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
87,2016,2016-10-09,5,29.099,DET,,PHI,W 24-23,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
88,2016,2016-10-16,6,29.106,DET,,LAR,W 31-28,*,1,1,3,3.00,0,100.0%,3.00,0,0,,0,,0,0,0.0,0,0
89,2016,2016-10-23,7,29.113,DET,,WAS,W 20-17,*,2,2,16,8.00,0,100.0%,8.00,0,0,,0,,0,0,0.0,0,0
90,2016,2016-10-30,8,29.120,DET,@,HOU,L 13-20,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
91,2016,2016-11-06,9,29.127,DET,@,MIN,W 22-16,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
92,2016,2016-11-20,10,29.141,DET,,JAX,W 26-19,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
93,2016,2016-11-24,11,29.145,DET,,MIN,W 16-13,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
94,2016,2016-12-04,12,29.155,DET,@,NOR,W 28-13,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
95,2016,2016-12-11,13,29.162,DET,,CHI,W 20-17,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
96,2016,2016-12-18,14,29.169,DET,@,NYG,L 6-17,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
97,2016,2016-12-26,15,29.177,DET,@,DAL,L 21-42,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
98,2016,2017-01-01,16,29.183,DET,,GNB,L 24-31,,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,0,0
