ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
26,2006,2006-11-19,10,24.028,PIT,@,CLE,W 24-20,*,3,2,32,16.00,0,66.7%,10.67,0,0,,0,,0,0,0.0,,
27,2006,2006-11-26,11,24.035,PIT,@,BAL,L 0-27,*,6,3,35,11.67,0,50.0%,5.83,0,0,,0,,0,0,0.0,,
28,2006,2006-12-03,12,24.042,PIT,,TAM,W 20-3,*,3,2,27,13.50,1,66.7%,9.00,0,0,,0,,1,6,0.0,,
29,2006,2006-12-07,13,24.046,PIT,,CLE,W 27-7,*,3,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,,
30,2006,2006-12-17,14,24.056,PIT,@,CAR,W 37-3,*,3,2,25,12.50,0,66.7%,8.33,0,0,,0,,0,0,0.0,,
31,2006,2006-12-24,15,24.063,PIT,,BAL,L 7-31,*,3,3,12,4.00,1,100.0%,4.00,0,0,,0,,1,6,0.0,,
32,2006,2006-12-31,16,24.070,PIT,@,CIN,W 23-17,*,1,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,,
33,2007,2007-09-09,1,24.322,PIT,@,CLE,W 34-7,*,4,4,35,8.75,1,100.0%,8.75,0,0,,0,,1,6,0.0,,
34,2007,2007-09-16,2,24.329,PIT,,BUF,W 26-3,*,3,2,34,17.00,0,66.7%,11.33,0,0,,0,,0,0,0.0,,
35,2007,2007-09-23,3,24.336,PIT,,SFO,W 37-16,*,5,4,82,20.50,0,80.0%,16.40,0,0,,0,,0,0,0.0,,
36,2007,2007-09-30,4,24.343,PIT,@,ARI,L 14-21,*,6,3,46,15.33,0,50.0%,7.67,0,0,,0,,0,0,0.0,,
37,2007,2007-10-07,5,24.350,PIT,,SEA,W 21-0,*,5,4,44,11.00,1,80.0%,8.80,0,0,,0,,1,6,0.0,,
38,2007,2007-10-21,6,24.364,PIT,@,DEN,L 28-31,*,5,5,50,10.00,2,100.0%,10.00,0,0,,0,,2,12,0.0,,
39,2007,2007-10-28,7,25.006,PIT,@,CIN,W 24-13,*,3,2,42,21.00,0,66.7%,14.00,0,0,,0,,0,0,0.0,,
40,2007,2007-11-05,8,25.014,PIT,,BAL,W 38-7,*,2,2,17,8.50,1,100.0%,8.50,0,0,,0,,1,6,0.0,,
41,2007,2007-11-11,9,25.020,PIT,,CLE,W 31-28,*,7,5,71,14.20,1,71.4%,10.14,0,0,,0,,1,6,0.0,,
42,2007,2007-11-18,10,25.027,PIT,@,NYJ,L 16-19,*,3,2,36,18.00,0,66.7%,12.00,0,0,,0,,0,0,0.0,,
43,2007,2007-11-26,11,25.035,PIT,,MIA,W 3-0,*,0,0,0,,0,0.0%,,0,0,,0,,0,0,0.0,,
44,2007,2007-12-02,12,25.041,PIT,,CIN,W 24-10,*,5,4,30,7.50,0,80.0%,6.00,0,0,,0,,0,0,0.0,,
45,2007,2007-12-09,13,25.048,PIT,@,NWE,L 13-34,*,4,4,28,7.00,0,100.0%,7.00,0,0,,0,,0,0,0.0,,
46,2007,2007-12-16,14,25.055,PIT,,JAX,L 22-29,*,4,2,24,12.00,1,50.0%,6.00,0,0,,0,,1,6,0.0,,
47,2007,2007-12-20,15,25.059,PIT,@,STL,W 41-24,*,2,1,7,7.00,0,50.0%,3.50,0,0,,0,,0,0,0.0,,
48,2007,2007-12-30,16,25.069,PIT,@,BAL,L 21-27,*,3,3,20,6.67,0,100.0%,6.67,0,0,,0,,0,0,0.0,,
49,2008,2008-09-07,1,25.321,PIT,,HOU,W 38-17,*,3,3,26,8.67,0,100.0%,8.67,0,0,,0,,0,0,0.0,0,0
50,2008,2008-09-14,2,25.328,PIT,@,CLE,W 10-6,*,2,2,33,16.50,0,100.0%,16.50,0,0,,0,,0,0,0.0,0,0
51,2008,2008-09-21,3,25.335,PIT,@,PHI,L 6-15,*,4,4,63,15.75,0,100.0%,15.75,0,0,,0,,0,0,0.0,1,0
52,2008,2008-09-29,4,25.343,PIT,,BAL,W 23-20,*,4,2,8,4.00,0,50.0%,2.00,0,0,,0,,0,0,0.0,0,0
53,2008,2008-10-05,5,25.349,PIT,@,JAX,W 26-21,*,5,5,45,9.00,1,100.0%,9.00,0,0,,0,,1,6,0.0,0,0
54,2008,2008-10-19,6,25.363,PIT,@,CIN,W 38-10,*,4,2,13,6.50,0,50.0%,3.25,0,0,,0,,0,0,0.0,0,0
55,2008,2008-10-26,7,26.004,PIT,,NYG,L 14-21,*,4,3,52,17.33,0,75.0%,13.00,0,0,,0,,0,0,0.0,1,0
56,2008,2008-11-03,8,26.012,PIT,@,WAS,W 23-6,*,,,,,,0.0%,,,,,,,,,,,
57,2008,2008-11-20,11,26.029,PIT,,CIN,W 27-10,*,8,4,44,11.00,1,50.0%,5.50,0,0,,0,,1,6,0.0,0,0
58,2008,2008-11-30,12,26.039,PIT,@,NWE,W 33-10,*,7,4,60,15.00,0,57.1%,8.57,0,0,,0,,0,0,0.0,0,0
59,2008,2008-12-07,13,26.046,PIT,,DAL,W 20-13,*,4,3,20,6.67,1,75.0%,5.00,0,0,,0,,1,6,0.0,1,0
60,2008,2008-12-14,14,26.053,PIT,@,BAL,W 13-9,*,5,3,26,8.67,0,60.0%,5.20,0,0,,0,,0,0,0.0,1,0
61,2008,2008-12-21,15,26.060,PIT,@,TEN,L 14-31,*,9,8,69,8.63,0,88.9%,7.67,0,0,,0,,0,0,0.0,0,0
62,2008,2008-12-28,16,26.067,PIT,,CLE,W 31-0,*,7,5,55,11.00,0,71.4%,7.86,0,0,,0,,0,0,0.0,1,0
63,2009,2009-09-10,1,26.323,PIT,,TEN,W 13-10,*,8,8,64,8.00,0,100.0%,8.00,0,0,,0,,0,0,0.0,1,1
64,2009,2009-09-20,2,26.333,PIT,@,CHI,L 14-17,*,4,3,27,9.00,0,75.0%,6.75,0,0,,0,,0,0,0.0,0,1
65,2009,2009-09-27,3,26.340,PIT,@,CIN,L 20-23,*,6,5,20,4.00,0,83.3%,3.33,0,0,,0,,0,0,0.0,0,0
66,2009,2009-10-04,4,26.347,PIT,,SDG,W 38-28,*,9,8,70,8.75,2,88.9%,7.78,0,0,,0,,2,12,0.0,0,0
67,2009,2009-10-11,5,26.354,PIT,@,DET,W 28-20,*,6,5,54,10.80,1,83.3%,9.00,0,0,,0,,1,6,0.0,0,0
68,2009,2009-10-18,6,26.361,PIT,,CLE,W 27-14,*,7,5,80,16.00,1,71.4%,11.43,0,0,,0,,1,6,0.0,1,0
69,2009,2009-10-25,7,27.003,PIT,,MIN,W 27-17,*,6,6,38,6.33,0,100.0%,6.33,0,0,,0,,0,0,0.0,0,0
70,2009,2009-11-09,8,27.018,PIT,@,DEN,W 28-10,*,4,3,18,6.00,0,75.0%,4.50,0,0,,0,,0,0,0.0,0,0
71,2009,2009-11-15,9,27.024,PIT,,CIN,L 12-18,*,6,4,26,6.50,0,66.7%,4.33,0,0,,0,,0,0,0.0,0,0
72,2009,2009-11-22,10,27.031,PIT,@,KAN,L 24-27,*,8,7,95,13.57,1,87.5%,11.88,0,0,,0,,1,6,0.0,1,0
73,2009,2009-11-29,11,27.038,PIT,@,BAL,L 17-20,*,4,1,2,2.00,0,25.0%,0.50,0,0,,0,,0,0,0.0,1,0
74,2009,2009-12-06,12,27.045,PIT,,OAK,L 24-27,*,3,1,27,27.00,0,33.3%,9.00,0,0,,0,,0,0,0.0,0,0
75,2009,2009-12-10,13,27.049,PIT,@,CLE,L 6-13,*,7,5,59,11.80,0,71.4%,8.43,0,0,,0,,0,0,0.0,0,0
76,2009,2009-12-20,14,27.059,PIT,,GNB,W 37-36,*,10,7,118,16.86,0,70.0%,11.80,0,0,,0,,0,0,0.0,0,0
77,2009,2009-12-27,15,27.066,PIT,,BAL,W 23-20,*,4,3,35,11.67,0,75.0%,8.75,0,0,,0,,0,0,0.0,0,0
78,2009,2010-01-03,16,27.073,PIT,@,MIA,W 30-24,*,6,5,56,11.20,1,83.3%,9.33,0,0,,0,,1,6,0.0,0,0
79,2010,2010-09-12,1,27.325,PIT,,ATL,W 15-9,*,5,4,40,10.00,0,80.0%,8.00,0,0,,0,,0,0,0.0,1,0
80,2010,2010-09-19,2,27.332,PIT,@,TEN,W 19-11,*,4,2,3,1.50,0,50.0%,0.75,0,0,,0,,0,0,0.0,1,0
81,2010,2010-09-26,3,27.339,PIT,@,TAM,W 38-13,*,2,2,25,12.50,0,100.0%,12.50,0,0,,0,,0,0,0.0,0,0
82,2010,2010-10-03,4,27.346,PIT,,BAL,L 14-17,*,4,2,32,16.00,0,50.0%,8.00,0,0,,0,,0,0,0.0,0,0
83,2010,2010-10-17,5,27.360,PIT,,CLE,W 28-10,*,4,2,50,25.00,1,50.0%,12.50,0,0,,0,,1,6,0.0,0,0
84,2010,2010-10-24,6,28.002,PIT,@,MIA,W 23-22,*,3,3,33,11.00,0,100.0%,11.00,0,0,,0,,0,0,0.0,0,0
85,2010,2010-10-31,7,28.009,PIT,@,NOR,L 10-20,*,2,2,39,19.50,0,100.0%,19.50,0,0,,0,,0,0,0.0,0,0
86,2010,2010-11-08,8,28.017,PIT,@,CIN,W 27-21,*,5,3,21,7.00,0,60.0%,4.20,0,0,,0,,0,0,0.0,1,0
87,2010,2010-11-14,9,28.023,PIT,,NWE,L 26-39,*,9,5,60,12.00,0,55.6%,6.67,0,0,,0,,0,0,0.0,0,0
88,2010,2010-11-21,10,28.030,PIT,,OAK,W 35-3,*,5,3,26,8.67,0,60.0%,5.20,0,0,,0,,0,0,0.0,0,0
89,2010,2010-11-28,11,28.037,PIT,@,BUF,W 19-16,*,7,4,46,11.50,0,57.1%,6.57,0,0,,0,,0,0,0.0,0,0
90,2010,2010-12-05,12,28.044,PIT,@,BAL,W 13-10,*,4,1,9,9.00,0,25.0%,2.25,0,0,,0,,0,0,0.0,0,0
91,2010,2010-12-23,15,28.062,PIT,,CAR,W 27-3,*,6,5,73,14.60,0,83.3%,12.17,0,0,,0,,0,0,0.0,0,0
92,2010,2011-01-02,16,28.072,PIT,@,CLE,W 41-9,*,7,4,55,13.75,1,57.1%,7.86,0,0,,0,,1,6,0.0,0,0
93,2011,2011-09-11,1,28.324,PIT,@,BAL,L 7-35,*,5,3,42,14.00,0,60.0%,8.40,0,0,,0,,0,0,0.0,2,0
94,2011,2011-09-18,2,28.331,PIT,,SEA,W 24-0,*,3,1,16,16.00,0,33.3%,5.33,0,0,,0,,0,0,0.0,0,0
95,2011,2011-09-25,3,28.338,PIT,@,IND,W 23-20,*,6,5,71,14.20,0,83.3%,11.83,0,0,,0,,0,0,0.0,0,0
96,2011,2011-10-02,4,28.345,PIT,@,HOU,L 10-17,*,3,3,15,5.00,0,100.0%,5.00,0,0,,0,,0,0,0.0,0,0
97,2011,2011-10-09,5,28.352,PIT,,TEN,W 38-17,*,4,3,46,15.33,1,75.0%,11.50,0,0,,0,,1,6,0.0,0,0
98,2011,2011-10-16,6,28.359,PIT,,JAX,W 17-13,*,6,4,27,6.75,0,66.7%,4.50,0,0,,0,,0,0,0.0,0,0
99,2011,2011-10-23,7,29.001,PIT,@,ARI,W 32-20,*,4,4,59,14.75,1,100.0%,14.75,1,6,6.00,0,,1,6,0.0,0,0
100,2011,2011-10-30,8,29.008,PIT,,NWE,W 25-17,*,9,7,85,12.14,0,77.8%,9.44,0,0,,0,,0,0,0.0,1,0
101,2011,2011-11-06,9,29.015,PIT,,BAL,L 20-23,*,6,5,73,14.60,0,83.3%,12.17,0,0,,0,,0,0,0.0,1,0
102,2011,2011-11-13,10,29.022,PIT,@,CIN,W 24-17,*,5,3,31,10.33,0,60.0%,6.20,0,0,,0,,0,0,0.0,1,0
103,2011,2011-11-27,11,29.036,PIT,@,KAN,W 13-9,*,2,1,20,20.00,0,50.0%,10.00,0,0,,0,,0,0,0.0,0,0
104,2011,2011-12-04,12,29.043,PIT,,CIN,W 35-7,*,3,2,12,6.00,0,66.7%,4.00,0,0,,0,,0,0,0.0,0,0
105,2011,2011-12-08,13,29.047,PIT,,CLE,W 14-3,*,4,2,11,5.50,0,50.0%,2.75,0,0,,0,,0,0,0.0,1,0
106,2011,2011-12-19,14,29.058,PIT,@,SFO,L 3-20,*,9,5,82,16.40,0,55.6%,9.11,0,0,,0,,0,0,0.0,0,0
107,2011,2011-12-24,15,29.063,PIT,,STL,W 27-0,*,2,1,18,18.00,0,50.0%,9.00,0,0,,0,,0,0,0.0,0,0
108,2011,2012-01-01,16,29.071,PIT,@,CLE,W 13-9,*,3,2,23,11.50,0,66.7%,7.67,0,0,,0,,0,0,0.0,0,0
109,2012,2012-09-09,1,29.323,PIT,@,DEN,L 19-31,*,7,4,50,12.50,1,57.1%,7.14,0,0,,0,,1,6,0.0,0,0
110,2012,2012-09-16,2,29.330,PIT,,NYJ,W 27-10,*,3,3,19,6.33,1,100.0%,6.33,0,0,,0,,1,6,0.0,0,0
111,2012,2012-09-23,3,29.337,PIT,@,OAK,L 31-34,*,10,8,60,7.50,2,80.0%,6.00,0,0,,0,,2,12,0.0,0,0
112,2012,2012-10-07,4,29.351,PIT,,PHI,W 16-14,*,5,4,41,10.25,0,80.0%,8.20,0,0,,0,,0,0,0.0,0,0
113,2012,2012-10-11,5,29.355,PIT,@,TEN,L 23-26,*,9,6,67,11.17,0,66.7%,7.44,0,0,,0,,0,0,0.0,0,0
114,2012,2012-10-21,6,29.365,PIT,@,CIN,W 24-17,*,8,6,53,8.83,1,75.0%,6.63,0,0,,0,1,1,8,0.0,0,0
115,2012,2012-10-28,7,30.006,PIT,,WAS,W 27-12,*,6,4,46,11.50,1,66.7%,7.67,0,0,,0,,1,6,0.0,0,0
116,2012,2012-11-04,8,30.013,PIT,@,NYG,W 24-20,*,5,4,48,12.00,0,80.0%,9.60,0,0,,0,,0,0,0.0,0,0
117,2012,2012-11-12,9,30.021,PIT,,KAN,W 16-13,*,4,4,47,11.75,0,100.0%,11.75,0,0,,0,,0,0,0.0,0,0
118,2012,2012-11-18,10,30.027,PIT,,BAL,L 10-13,*,5,2,22,11.00,0,40.0%,4.40,0,0,,0,,0,0,0.0,0,0
119,2012,2012-11-25,11,30.034,PIT,@,CLE,L 14-20,*,8,6,63,10.50,0,75.0%,7.88,0,0,,0,,0,0,0.0,0,0
120,2012,2012-12-02,12,30.041,PIT,@,BAL,W 23-20,*,6,5,97,19.40,1,83.3%,16.17,0,0,,0,,1,6,0.0,0,0
121,2012,2012-12-09,13,30.048,PIT,,SDG,L 24-34,*,9,5,66,13.20,0,55.6%,7.33,0,0,,0,,0,0,0.0,0,0
122,2012,2012-12-16,14,30.055,PIT,@,DAL,L 24-27,*,7,7,92,13.14,1,100.0%,13.14,0,0,,0,,1,6,0.0,0,0
123,2012,2012-12-23,15,30.062,PIT,,CIN,L 10-13,*,9,3,45,15.00,0,33.3%,5.00,0,0,,0,,0,0,0.0,0,0
124,2013,2013-09-22,3,30.335,PIT,,CHI,L 23-40,*,4,3,35,11.67,0,75.0%,8.75,0,0,,0,,0,0,0.0,0,0
125,2013,2013-09-29,4,30.342,PIT,@,MIN,L 27-34,*,8,6,70,11.67,0,75.0%,8.75,0,0,,0,,0,0,0.0,0,0
126,2013,2013-10-13,5,30.356,PIT,@,NYJ,W 19-6,*,7,6,84,14.00,0,85.7%,12.00,0,0,,0,,0,0,0.0,0,0
127,2013,2013-10-20,6,30.363,PIT,,BAL,W 19-16,*,4,2,17,8.50,1,50.0%,4.25,0,0,,0,,1,6,0.0,0,0
128,2013,2013-10-27,7,31.005,PIT,@,OAK,L 18-21,*,7,3,19,6.33,0,42.9%,2.71,0,0,,0,,0,0,0.0,0,0
129,2013,2013-11-03,8,31.012,PIT,@,NWE,L 31-55,*,5,4,43,10.75,0,80.0%,8.60,0,0,,0,,0,0,0.0,0,0
130,2013,2013-11-10,9,31.019,PIT,,BUF,W 23-10,*,5,1,6,6.00,0,20.0%,1.20,0,0,,0,,0,0,0.0,0,0
131,2013,2013-11-17,10,31.026,PIT,,DET,W 37-27,*,10,8,67,8.38,0,80.0%,6.70,0,0,,0,,0,0,0.0,0,0
132,2013,2013-11-24,11,31.033,PIT,@,CLE,W 27-11,*,6,5,41,8.20,0,83.3%,6.83,0,0,,0,,0,0,0.0,0,0
133,2013,2013-11-28,12,31.037,PIT,@,BAL,L 20-22,*,9,8,86,10.75,0,88.9%,9.56,0,0,,0,,0,0,0.0,0,0
134,2013,2013-12-08,13,31.047,PIT,,MIA,L 28-34,*,4,3,56,18.67,0,75.0%,14.00,0,0,,0,,0,0,0.0,0,0
135,2013,2013-12-15,14,31.054,PIT,,CIN,W 30-20,*,4,4,35,8.75,0,100.0%,8.75,0,0,,0,,0,0,0.0,0,0
136,2013,2013-12-22,15,31.061,PIT,@,GNB,W 38-31,*,4,3,17,5.67,0,75.0%,4.25,0,0,,0,,0,0,0.0,0,0
137,2013,2013-12-29,16,31.068,PIT,,CLE,W 20-7,*,2,2,17,8.50,0,100.0%,8.50,0,0,,0,,0,0,0.0,0,0
138,2014,2014-09-07,1,31.320,PIT,,CLE,W 30-27,*,4,3,26,8.67,0,75.0%,6.50,0,0,,0,,0,0,0.0,0,0
139,2014,2014-09-11,2,31.324,PIT,@,BAL,L 6-26,*,7,4,35,8.75,0,57.1%,5.00,0,0,,0,,0,0,0.0,2,0
140,2014,2014-09-21,3,31.334,PIT,@,CAR,W 37-19,*,5,4,51,12.75,0,80.0%,10.20,0,0,,0,,0,0,0.0,0,0
141,2014,2014-09-28,4,31.341,PIT,,TAM,L 24-27,*,11,10,85,8.50,1,90.9%,7.73,0,0,,0,,1,6,0.0,0,0
142,2014,2014-10-05,5,31.348,PIT,@,JAX,W 17-9,*,4,3,46,15.33,0,75.0%,11.50,0,0,,0,,0,0,0.0,0,0
143,2014,2014-10-12,6,31.355,PIT,@,CLE,L 10-31,*,4,2,19,9.50,0,50.0%,4.75,0,0,,0,,0,0,0.0,0,0
144,2014,2014-10-20,7,31.363,PIT,,HOU,W 30-23,*,1,1,13,13.00,0,100.0%,13.00,0,0,,0,,0,0,0.0,0,0
145,2014,2014-10-26,8,32.004,PIT,,IND,W 51-34,*,8,7,112,16.00,1,87.5%,14.00,0,0,,0,,1,6,0.0,2,0
146,2014,2014-11-02,9,32.011,PIT,,BAL,W 43-23,*,2,1,14,14.00,0,50.0%,7.00,0,0,,0,,0,0,0.0,0,0
147,2014,2014-11-09,10,32.018,PIT,@,NYJ,L 13-20,*,3,3,29,9.67,0,100.0%,9.67,0,0,,0,,0,0,0.0,0,0
148,2014,2014-11-17,11,32.026,PIT,@,TEN,W 27-24,*,5,5,71,14.20,0,100.0%,14.20,0,0,,0,,0,0,0.0,0,0
149,2014,2014-11-30,12,32.039,PIT,,NOR,L 32-35,*,14,8,82,10.25,0,57.1%,5.86,0,0,,0,,0,0,0.0,0,0
150,2014,2014-12-07,13,32.046,PIT,@,CIN,W 42-21,*,3,1,1,1.00,1,33.3%,0.33,0,0,,0,1,1,8,0.0,0,0
151,2014,2014-12-14,14,32.053,PIT,@,ATL,W 27-20,*,5,4,68,17.00,0,80.0%,13.60,0,0,,0,,0,0,0.0,0,0
152,2014,2014-12-21,15,32.060,PIT,,KAN,W 20-12,*,8,7,68,9.71,0,87.5%,8.50,0,0,,0,,0,0,0.0,0,0
153,2014,2014-12-28,16,32.067,PIT,,CIN,W 27-17,*,7,3,41,13.67,0,42.9%,5.86,0,0,,0,,0,0,0.0,0,0
154,2015,2015-09-10,1,32.323,PIT,@,NWE,L 21-28,*,11,8,84,10.50,0,72.7%,7.64,0,0,,0,,0,0,0.0,0,0
155,2015,2015-09-20,2,32.333,PIT,,SFO,W 43-18,*,2,2,15,7.50,1,100.0%,7.50,0,0,,0,1,1,8,0.0,0,0
156,2015,2015-09-27,3,32.340,PIT,@,STL,W 12-6,*,3,2,17,8.50,0,66.7%,5.67,0,0,,0,,0,0,0.0,0,0
157,2015,2015-10-01,4,32.344,PIT,,BAL,L 20-23,*,2,1,1,1.00,0,50.0%,0.50,0,0,,0,,0,0,0.0,0,0
158,2015,2015-10-12,5,32.355,PIT,@,SDG,W 24-20,*,3,3,46,15.33,0,100.0%,15.33,0,0,,0,,0,0,0.0,0,0
159,2015,2015-10-18,6,32.361,PIT,,ARI,W 25-13,*,1,1,5,5.00,0,100.0%,5.00,0,0,,0,,0,0,0.0,0,0
160,2015,2015-10-25,7,33.003,PIT,@,KAN,L 13-23,*,2,0,0,,0,0.0%,0.00,0,0,,0,,0,0,0.0,0,0
161,2015,2015-11-01,8,33.010,PIT,,CIN,L 10-16,*,13,10,105,10.50,0,76.9%,8.08,0,0,,0,,0,0,0.0,0,0
162,2015,2015-11-08,9,33.017,PIT,,OAK,W 38-35,*,6,3,32,10.67,0,50.0%,5.33,0,0,,0,,0,0,0.0,0,0
163,2015,2015-11-15,10,33.024,PIT,,CLE,W 30-9,*,7,4,40,10.00,0,57.1%,5.71,0,0,,0,,0,0,0.0,0,0
164,2015,2015-11-29,11,33.038,PIT,@,SEA,L 30-39,*,6,5,45,9.00,0,83.3%,7.50,0,0,,0,,0,0,0.0,0,0
165,2015,2015-12-13,13,33.052,PIT,@,CIN,W 33-20,*,10,10,66,6.60,0,100.0%,6.60,1,2,2.00,0,,0,0,0.0,0,0
166,2015,2015-12-20,14,33.059,PIT,,DEN,W 34-27,*,5,3,12,4.00,0,60.0%,2.40,0,0,,0,,0,0,0.0,0,0
167,2015,2015-12-27,15,33.066,PIT,@,BAL,L 17-20,*,6,5,49,9.80,0,83.3%,8.17,0,0,,0,,0,0,0.0,0,0
168,2015,2016-01-03,16,33.073,PIT,@,CLE,W 28-12,*,4,3,18,6.00,1,75.0%,4.50,0,0,,0,,1,6,0.0,0,0
