ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1999,1999-09-12,1,23.226,SFO,@,JAX,L 3-41,,0,0,,0,8,372,46.50,0
2,1999,1999-09-19,2,23.233,SFO,,NOR,W 28-21,,1,0,0.00,0,4,157,39.25,0
3,1999,1999-09-27,3,23.241,SFO,@,ARI,W 24-10,,0,0,,0,7,317,45.29,0
4,1999,1999-10-03,4,23.247,SFO,,TEN,W 24-22,,0,0,,0,5,195,39.00,1
5,1999,1999-10-10,5,23.254,SFO,@,STL,L 20-42,,0,0,,0,4,154,38.50,0
6,1999,1999-10-17,6,23.261,SFO,,CAR,L 29-31,,0,0,,0,5,184,36.80,0
7,1999,1999-10-24,7,23.268,SFO,@,MIN,L 16-40,,0,0,,0,4,136,34.00,0
8,1999,1999-11-07,8,23.282,SFO,,PIT,L 6-27,,0,0,,0,3,135,45.00,0
9,1999,1999-11-14,9,23.289,SFO,@,NOR,L 6-24,,0,0,,0,4,138,34.50,0
10,1999,1999-11-21,10,23.296,SFO,,STL,L 7-23,,0,0,,0,5,193,38.60,0
11,1999,1999-11-29,11,23.304,SFO,,GNB,L 3-20,,0,0,,0,6,218,36.33,0
12,1999,1999-12-05,12,23.310,SFO,@,CIN,L 30-44,,0,0,,0,1,43,43.00,0
13,1999,1999-12-12,13,23.317,SFO,,ATL,W 26-7,,0,0,,0,2,88,44.00,0
14,1999,1999-12-18,14,23.323,SFO,@,CAR,L 24-41,,0,0,,0,2,77,38.50,1
15,1999,1999-12-26,15,23.331,SFO,,WAS,L 20-26,,0,0,,0,5,171,34.20,0
16,1999,2000-01-03,16,23.339,SFO,@,ATL,L 29-34,,0,0,,0,4,159,39.75,0
17,2000,2000-09-03,1,24.218,SFO,@,ATL,L 28-36,,0,0,,0,5,196,39.20,0
18,2000,2000-09-10,2,24.225,SFO,,CAR,L 22-38,,0,0,,0,4,177,44.25,0
19,2000,2000-09-17,3,24.232,SFO,@,STL,L 24-41,,0,0,,0,6,240,40.00,0
20,2000,2000-09-24,4,24.239,SFO,@,DAL,W 41-24,,0,0,,0,1,52,52.00,0
21,2000,2000-10-01,5,24.246,SFO,,ARI,W 27-20,,0,0,,0,6,227,37.83,0
22,2000,2000-10-08,6,24.253,SFO,,OAK,L 28-34,,0,0,,0,4,119,29.75,1
23,2000,2000-10-15,7,24.260,SFO,@,GNB,L 28-31,,0,0,,0,5,168,33.60,0
