ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2005,2005-10-23,6,22.310,PHI,,SDG,W 20-17,,0,0,,0,0,0,0,,0,0.0%,,2,26,13.00,0,0,0,0.0,,
2,2005,2005-11-27,11,22.345,PHI,,GNB,W 19-14,,6,24,4.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
3,2005,2005-12-05,12,22.353,PHI,,SEA,L 0-42,,10,26,2.60,0,2,1,3,3.00,0,50.0%,1.50,0,0,,0,0,0,0.0,,
4,2005,2005-12-11,13,22.359,PHI,,NYG,L 23-26,,11,114,10.36,2,0,0,0,,0,0.0%,,0,0,,0,2,12,0.0,,
5,2005,2005-12-18,14,23.001,PHI,@,STL,W 17-16,,12,78,6.50,1,0,0,0,,0,0.0%,,0,0,,0,1,6,0.0,,
6,2005,2005-12-24,15,23.007,PHI,@,ARI,L 21-27,*,9,13,1.44,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,,
7,2005,2006-01-01,16,23.015,PHI,,WAS,L 20-31,,7,23,3.29,0,3,3,4,1.33,0,100.0%,1.33,0,0,,0,0,0,0.0,,
8,2006,2006-09-10,1,23.267,PHI,@,HOU,W 24-10,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
9,2006,2006-09-17,2,23.274,PHI,,NYG,L 24-30,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
10,2006,2006-09-24,3,23.281,PHI,@,SFO,W 38-24,,2,16,8.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
11,2006,2006-10-02,4,23.289,PHI,,GNB,W 31-9,,7,22,3.14,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,,
12,2006,2006-10-08,5,23.295,PHI,,DAL,W 38-24,,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
