ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
28,2009,2009-12-13,13,24.205,BAL,,DET,W 48-3,*,0,0,,0,0,0,,0,0.0,3,0,1,21,0
29,2009,2009-12-20,14,24.212,BAL,,CHI,W 31-7,*,0,0,,0,0,0,,0,0.0,5,2,0,0,0
30,2009,2009-12-27,15,24.219,BAL,@,PIT,L 20-23,*,0,0,,0,0,0,,0,0.0,2,0,0,0,0
31,2009,2010-01-03,16,24.226,BAL,@,OAK,W 21-13,,0,0,,0,0,0,,0,0.0,0,0,0,0,0
32,2010,2010-09-13,1,25.114,BAL,@,NYJ,W 10-9,*,1,15,15.00,0,4,5,1.25,0,0.0,3,1,0,0,0
33,2010,2010-09-19,2,25.120,BAL,@,CIN,L 10-15,*,0,0,,0,5,31,6.20,0,0.0,2,1,0,0,0
34,2010,2010-09-26,3,25.127,BAL,,CLE,W 24-17,*,0,0,,0,2,25,12.50,0,0.0,4,0,0,0,0
35,2010,2010-10-03,4,25.134,BAL,@,PIT,W 17-14,*,1,13,13.00,0,3,19,6.33,0,0.0,1,0,0,0,0
36,2010,2010-10-10,5,25.141,BAL,,DEN,W 31-17,*,0,0,,0,2,21,10.50,0,0.0,2,1,0,0,0
37,2010,2010-10-17,6,25.148,BAL,@,NWE,L 20-23,*,1,20,20.00,0,0,0,,0,0.0,2,1,0,0,0
38,2010,2010-12-05,12,25.197,BAL,,PIT,L 10-13,,,,,,,,,,,,,,,
39,2010,2010-12-13,13,25.205,BAL,@,HOU,W 34-28,,,,,,,,,,,,,,,
40,2011,2011-09-11,1,26.112,BAL,,PIT,W 35-7,*,0,0,,0,0,0,,0,0.0,4,1,0,0,0
41,2011,2011-09-18,2,26.119,BAL,@,TEN,L 13-26,*,0,0,,0,0,0,,0,0.0,5,1,0,0,0
42,2011,2011-09-25,3,26.126,BAL,@,STL,W 37-7,*,0,0,,0,0,0,,0,0.0,1,0,0,0,0
43,2011,2011-10-02,4,26.133,BAL,,NYJ,W 34-17,*,0,0,,0,0,0,,0,0.0,0,0,0,0,0
44,2011,2011-10-30,7,26.161,BAL,,ARI,W 30-27,,0,0,,0,0,0,,0,0.0,1,0,0,0,0
45,2011,2011-11-06,8,26.168,BAL,@,PIT,W 23-20,,,,,,,,,,,,,,,
46,2011,2011-11-13,9,26.175,BAL,@,SEA,L 17-22,,0,0,,0,0,0,,0,0.0,0,0,0,0,0
47,2011,2011-11-20,10,26.182,BAL,,CIN,W 31-24,,1,26,26.00,0,0,0,,0,0.0,0,0,0,0,0
48,2011,2011-11-24,11,26.186,BAL,,SFO,W 16-6,,1,16,16.00,0,0,0,,0,1.0,2,0,0,0,0
49,2011,2011-12-04,12,26.196,BAL,@,CLE,W 24-10,,1,26,26.00,0,0,0,,0,0.0,0,0,0,0,0
50,2011,2011-12-11,13,26.203,BAL,,IND,W 24-10,,1,30,30.00,0,0,0,,0,0.0,0,0,0,0,0
51,2011,2011-12-18,14,26.210,BAL,@,SDG,L 14-34,,4,87,21.75,0,0,0,,0,0.0,1,0,0,0,0
52,2011,2011-12-24,15,26.216,BAL,,CLE,W 20-14,,1,24,24.00,0,0,0,,0,0.0,0,0,0,0,0
53,2011,2012-01-01,16,26.224,BAL,@,CIN,W 24-16,,,,,,,,,,,,,,,
54,2012,2012-09-09,1,27.110,IND,@,CHI,L 21-41,*,0,0,,0,0,0,,0,0.0,4,0,0,0,0
55,2012,2012-09-16,2,27.117,IND,,MIN,W 23-20,*,0,0,,0,0,0,,0,0.0,1,1,0,0,0
56,2012,2012-09-23,3,27.124,IND,,JAX,L 17-22,*,0,0,,0,0,0,,0,0.0,2,1,0,0,0
57,2012,2012-10-07,4,27.138,IND,,GNB,W 30-27,*,0,0,,0,0,0,,0,0.0,2,1,0,0,0
58,2012,2012-10-14,5,27.145,IND,@,NYJ,L 9-35,*,0,0,,0,0,0,,0,0.0,3,2,0,0,0
59,2012,2012-10-21,6,27.152,IND,,CLE,W 17-13,*,0,0,,0,0,0,,0,0.0,1,1,0,0,0
60,2012,2012-10-28,7,27.159,IND,@,TEN,W 19-13,*,0,0,,0,0,0,,0,0.0,4,0,0,0,0
61,2012,2012-11-04,8,27.166,IND,,MIA,W 23-20,*,2,52,26.00,0,0,0,,0,0.0,2,1,0,0,0
62,2012,2012-11-08,9,27.170,IND,@,JAX,W 27-10,*,2,40,20.00,0,0,0,,0,1.0,3,0,0,0,0
63,2012,2012-11-18,10,27.180,IND,@,NWE,L 24-59,*,2,31,15.50,0,0,0,,0,0.0,2,2,0,0,0
64,2012,2012-11-25,11,27.187,IND,,BUF,W 20-13,*,0,0,,0,0,0,,0,0.0,3,2,1,20,0
