ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,1994,1994-09-04,1,21.263,SDG,@,DEN,W 37-34,,,,,,,,,,,,,,,,,
2,1994,1994-09-11,2,21.270,SDG,,CIN,W 27-10,,,,,,,,,,,,,,,,,
3,1994,1994-09-18,3,21.277,SDG,@,SEA,W 24-10,,,,,,,,,,,,,,,,,
4,1994,1994-09-25,4,21.284,SDG,@,RAI,W 26-24,,,,,,,,,,,,,,,,,
5,1994,1994-10-09,5,21.298,SDG,,KAN,W 20-6,,,,,,,,,,,,,,,,,
6,1994,1994-10-16,6,21.305,SDG,@,NOR,W 36-22,,,,,,,,,,,,,,,,,
7,1994,1994-10-23,7,21.312,SDG,,DEN,L 15-20,,,,,,,,,,,,,,,,,
8,1994,1994-10-30,8,21.319,SDG,,SEA,W 35-15,,,,,,,,,,,,,,,,,
9,1994,1994-11-06,9,21.326,SDG,@,ATL,L 9-10,,,,,,,,,,,,,,,,,
10,1994,1994-11-13,10,21.333,SDG,@,KAN,W 14-13,,,,,,,,,,,,,,,,,
11,1994,1994-11-20,11,21.340,SDG,@,NWE,L 17-23,,,,,,,,,,,,,,,,,
12,1994,1994-12-05,13,21.355,SDG,,RAI,L 17-24,,,,,,,,,,,,,,,,,
13,1994,1994-12-11,14,21.361,SDG,,SFO,L 15-38,,,,,,,,,,,,,,,,,
14,1994,1994-12-18,15,22.003,SDG,@,NYJ,W 21-6,,,,,,,,,,,,,,,,,
15,1994,1994-12-24,16,22.009,SDG,,PIT,W 37-34,,,,,,,,,,,,,,,,,
16,1995,1995-09-03,1,22.262,SDG,@,OAK,L 7-17,,,,,,,,,,,,,,,,,
17,1995,1995-09-10,2,22.269,SDG,,SEA,W 14-10,,0,0,,0,0,0,,0,0,0,0.0,,,2,1,0
18,1995,1995-09-17,3,22.276,SDG,@,PHI,W 27-21,,0,0,,0,0,0,,0,0,0,0.0,,,1,4,0
