ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2011,2011-09-08,1,21.017,GNB,,NOR,W 42-34,,2,2,35,17.50,1,100.0%,17.50,0,0,,0,0,0,,0,0,0,,0,0,,,2,135,67.50,1,1,5,5.00,0,,1,12,0.0,0,0
2,2011,2011-09-18,2,21.027,GNB,@,CAR,W 30-23,,2,2,25,12.50,0,100.0%,12.50,0,0,,0,0,0,,0,0,0,,0,0,,,2,48,24.00,0,0,0,,0,,0,0,0.0,0,0
3,2011,2011-09-25,3,21.034,GNB,@,CHI,W 27-17,,1,1,13,13.00,0,100.0%,13.00,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,5,39,7.80,0,,0,0,0.0,0,0
4,2011,2011-10-02,4,21.041,GNB,,DEN,W 49-23,,3,2,75,37.50,0,66.7%,25.00,0,0,,0,0,0,,0,0,0,,0,0,,,2,59,29.50,0,2,7,3.50,0,,0,0,0.0,0,0
5,2011,2011-10-09,5,21.048,GNB,@,ATL,W 25-14,,2,2,26,13.00,0,100.0%,13.00,0,0,,0,0,0,,0,0,0,,0,0,,,3,67,22.33,0,2,4,2.00,0,,0,0,0.0,0,0
6,2011,2011-10-16,6,21.055,GNB,,STL,W 24-3,,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,0,,0,0,,,1,16,16.00,0,0,0,,0,,0,0,0.0,0,0
7,2011,2011-10-23,7,21.062,GNB,@,MIN,W 33-27,,2,1,7,7.00,0,50.0%,3.50,1,1,1.00,0,0,0,,0,0,0,,0,0,,,3,71,23.67,0,2,42,21.00,0,,0,0,0.0,0,0
8,2011,2011-11-06,8,21.076,GNB,@,SDG,W 45-38,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,0,,,5,128,25.60,0,1,11,11.00,0,,0,0,0.0,0,0
9,2011,2011-11-14,9,21.084,GNB,,MIN,W 45-7,,3,3,36,12.00,0,100.0%,12.00,0,0,,0,0,0,,0,0,0,,0,0,,,2,76,38.00,0,4,80,20.00,1,,0,6,0.0,0,0
10,2011,2011-11-20,10,21.090,GNB,,TAM,W 35-26,,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,0,0,,0,0,,,3,51,17.00,0,2,69,34.50,0,,0,0,0.0,0,0
11,2011,2011-11-24,11,21.094,GNB,@,DET,W 27-15,,4,2,21,10.50,0,50.0%,5.25,0,0,,0,0,0,,0,0,0,,0,0,,,2,45,22.50,0,1,-2,-2.00,0,,0,0,0.0,0,0
12,2011,2011-12-04,12,21.104,GNB,@,NYG,W 38-35,,1,0,0,,0,0.0%,0.00,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,3,76,25.33,0,2,6,3.00,0,,0,0,0.0,0,0
13,2011,2011-12-11,13,21.111,GNB,,OAK,W 46-16,,2,2,45,22.50,0,100.0%,22.50,0,0,,0,0,0,,0,0,0,,0,0,,,2,67,33.50,0,2,26,13.00,0,,0,0,0.0,0,0
14,2011,2011-12-18,14,21.118,GNB,@,KAN,L 14-19,,4,4,53,13.25,0,100.0%,13.25,1,4,4.00,0,0,0,,0,0,0,,0,0,,,3,68,22.67,0,1,0,0.00,0,,0,0,0.0,0,0
15,2011,2011-12-25,15,21.125,GNB,,CHI,W 35-21,,3,2,22,11.00,0,66.7%,7.33,0,0,,0,0,0,,0,0,0,,0,0,,,1,34,34.00,0,1,8,8.00,0,,0,0,0.0,0,0
16,2012,2012-09-09,1,22.018,GNB,,SFO,L 22-30,,9,9,77,8.56,0,100.0%,8.56,0,0,,0,0,0,,0,0,0,,0,0,,,3,73,24.33,0,3,80,26.67,1,,0,6,0.0,0,0
17,2012,2012-09-13,2,22.022,GNB,,CHI,W 23-10,,2,1,20,20.00,0,50.0%,10.00,1,28,28.00,0,0,0,,0,0,0,,0,0,,,1,21,21.00,0,1,16,16.00,0,,0,0,0.0,0,0
18,2012,2012-09-24,3,22.033,GNB,@,SEA,L 12-14,,2,1,-1,-1.00,0,50.0%,-0.50,1,20,20.00,0,0,0,,0,0,0,,0,0,,,1,23,23.00,0,3,12,4.00,0,,0,0,0.0,0,0
19,2012,2012-09-30,4,22.039,GNB,,NOR,W 28-27,,8,7,66,9.43,0,87.5%,8.25,0,0,,0,0,0,,0,0,0,,0,0,,,3,88,29.33,0,0,0,,0,,0,0,0.0,0,0
20,2012,2012-10-07,5,22.046,GNB,@,IND,L 27-30,,4,4,82,20.50,1,100.0%,20.50,0,0,,0,0,0,,0,0,0,,0,0,,,3,95,31.67,0,4,19,4.75,0,,1,6,0.0,0,0
21,2012,2012-10-14,6,22.053,GNB,@,HOU,W 42-24,*,10,7,102,14.57,0,70.0%,10.20,0,0,,0,0,0,,0,0,0,,0,0,,,3,86,28.67,0,3,23,7.67,0,,0,0,0.0,0,0
22,2012,2012-10-21,7,22.060,GNB,@,STL,W 30-20,*,8,8,89,11.13,2,100.0%,11.13,1,19,19.00,0,0,0,,0,0,0,,0,0,,,1,23,23.00,0,1,15,15.00,0,,2,12,0.0,0,0
23,2012,2012-10-28,8,22.067,GNB,,JAX,W 24-15,*,7,5,28,5.60,1,71.4%,4.00,0,0,,0,0,0,,0,0,0,,0,0,,,2,57,28.50,0,1,0,0.00,0,,1,6,0.0,0,0
24,2012,2012-11-04,9,22.074,GNB,,ARI,W 31-17,*,9,3,37,12.33,2,33.3%,4.11,3,29,9.67,0,0,0,,0,0,0,,0,0,,,3,90,30.00,0,3,46,15.33,0,,2,12,0.0,0,0
25,2012,2012-11-18,10,22.088,GNB,@,DET,W 24-20,*,12,9,74,8.22,1,75.0%,6.17,2,19,9.50,0,0,0,,0,0,0,,0,0,,,4,71,17.75,0,0,0,,0,,1,6,0.0,0,0
26,2012,2012-11-25,11,22.095,GNB,@,NYG,L 10-38,,7,4,39,9.75,0,57.1%,5.57,1,12,12.00,0,0,0,,0,0,0,,0,0,,,6,156,26.00,0,2,20,10.00,0,,0,0,0.0,0,0
27,2012,2012-12-02,12,22.102,GNB,,MIN,W 23-14,*,6,6,62,10.33,0,100.0%,10.33,1,5,5.00,0,0,0,,0,0,0,,0,0,,,3,68,22.67,0,3,11,3.67,0,,0,0,0.0,0,0
28,2012,2012-12-09,13,22.109,GNB,,DET,W 27-20,*,7,7,102,14.57,0,100.0%,14.57,0,0,,0,0,0,,0,0,0,,0,0,,,3,76,25.33,0,1,13,13.00,0,,0,0,0.0,0,0
29,2012,2012-12-16,14,22.116,GNB,@,CHI,W 21-13,,8,6,115,19.17,0,75.0%,14.38,0,0,,0,0,0,,0,0,0,,0,0,,,2,37,18.50,0,3,-2,-0.67,0,,0,0,0.0,0,0
30,2012,2012-12-23,15,22.123,GNB,,TEN,W 55-7,*,5,3,62,20.67,1,60.0%,12.40,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,39,13.00,0,,1,6,0.0,0,0
31,2013,2013-09-08,1,23.017,GNB,@,SFO,L 28-34,*,12,7,108,15.43,1,58.3%,9.00,2,6,3.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,16,16.00,0,,1,6,0.0,0,0
32,2013,2013-09-15,2,23.024,GNB,,WAS,W 38-20,,10,9,128,14.22,1,90.0%,12.80,0,0,,0,0,0,,0,0,0,,0,0,,,1,10,10.00,0,0,0,,0,,1,6,0.0,0,0
33,2013,2013-09-22,3,23.031,GNB,@,CIN,L 30-34,*,11,5,54,10.80,0,45.5%,4.91,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,2,0
34,2013,2013-10-06,4,23.045,GNB,,DET,W 22-9,*,8,4,35,8.75,0,50.0%,4.38,2,72,36.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,7,3.50,0,,0,0,0.0,0,0
35,2013,2013-10-13,5,23.052,GNB,@,BAL,W 19-17,*,4,4,53,13.25,0,100.0%,13.25,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
36,2013,2013-12-29,16,23.129,GNB,@,CHI,W 33-28,,2,2,55,27.50,2,100.0%,27.50,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,2,12,0.0,0,0
37,2014,2014-09-04,1,24.013,GNB,@,SEA,L 16-36,*,9,6,58,9.67,1,66.7%,6.44,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
