ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,sacks,def_int,def_int_yds,def_int_td
1,1979,1979-09-02,1,22.147,BUF,,MIA,L 7-9,,,,
2,1979,1979-09-09,2,22.154,BUF,,CIN,W 51-24,,,,
3,1979,1979-09-16,3,22.161,BUF,@,SDG,L 19-27,,,,
4,1979,1979-09-23,4,22.168,BUF,,NYJ,W 46-31,,,,
5,1979,1979-09-30,5,22.175,BUF,@,BAL,W 31-13,,,,
6,1979,1979-10-07,6,22.182,BUF,,CHI,L 0-7,,,,
7,1979,1979-10-14,7,22.189,BUF,@,MIA,L 7-17,,,,
8,1979,1979-10-21,8,22.196,BUF,,BAL,L 13-14,,,,
9,1979,1979-10-28,9,22.203,BUF,@,DET,W 20-17,,,,
10,1979,1979-11-04,10,22.210,BUF,,NWE,L 6-26,,,,
11,1979,1979-11-11,11,22.217,BUF,@,NYJ,W 14-12,,,,
12,1979,1979-11-18,12,22.224,BUF,,GNB,W 19-12,,,,
13,1979,1979-11-25,13,22.231,BUF,@,NWE,W 16-13,,,,
14,1980,1980-09-07,1,23.152,BUF,,MIA,W 17-7,,,,
15,1980,1980-09-14,2,23.159,BUF,,NYJ,W 20-10,,,,
16,1980,1980-09-21,3,23.166,BUF,@,NOR,W 35-26,,,,
17,1980,1980-09-28,4,23.173,BUF,,OAK,W 24-7,,,,
18,1980,1980-10-05,5,23.180,BUF,@,SDG,W 26-24,,,,
19,1980,1980-10-12,6,23.187,BUF,,BAL,L 12-17,,,,
20,1980,1980-10-19,7,23.194,BUF,@,MIA,L 14-17,,,,
21,1980,1980-10-26,8,23.201,BUF,,NWE,W 31-13,,,,
22,1980,1980-11-02,9,23.208,BUF,,ATL,L 14-30,,,,
23,1980,1980-11-09,10,23.215,BUF,@,NYJ,W 31-24,,,,
24,1980,1980-11-16,11,23.222,BUF,@,CIN,W 14-0,,,,
25,1980,1980-11-23,12,23.229,BUF,,PIT,W 28-13,,,,
26,1980,1980-11-30,13,23.236,BUF,@,BAL,L 24-28,,,,
27,1980,1980-12-07,14,23.243,BUF,,RAM,W 10-7,,,,
28,1980,1980-12-14,15,23.250,BUF,@,NWE,L 2-24,,,,
29,1980,1980-12-21,16,23.257,BUF,@,SFO,W 18-13,,,,
30,1981,1981-09-06,1,24.151,BUF,,NYJ,W 31-0,,,,
