ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1993,1993-09-05,1,22.251,RAI,,MIN,W 24-7,,,,,,,0.0%,,,,,,,
2,1993,1993-09-12,2,22.258,RAI,@,SEA,W 17-13,,,,,,,0.0%,,,,,,,
3,1993,1993-09-19,3,22.265,RAI,,CLE,L 16-19,,,,,,,0.0%,,,,,,,
4,1993,1993-10-03,4,22.279,RAI,@,KAN,L 9-24,,6,3,74,24.67,0,50.0%,12.33,0,0,,0,0,0
5,1993,1993-10-10,5,22.286,RAI,,NYJ,W 24-20,,7,4,86,21.50,1,57.1%,12.29,1,0,0.00,0,1,6
6,1993,1993-10-18,6,22.294,RAI,@,DEN,W 23-20,,2,1,74,74.00,1,50.0%,37.00,0,0,,0,1,6
7,1993,1993-10-31,7,22.307,RAI,,SDG,L 23-30,,7,3,88,29.33,0,42.9%,12.57,0,0,,0,0,0
8,1993,1993-11-07,8,22.314,RAI,@,CHI,W 16-14,,4,1,4,4.00,0,25.0%,1.00,0,0,,0,0,0
9,1993,1993-11-14,9,22.321,RAI,,KAN,L 20-31,,5,1,12,12.00,0,20.0%,2.40,0,0,,0,0,0
10,1993,1993-11-21,10,22.328,RAI,@,SDG,W 12-7,,10,7,138,19.71,0,70.0%,13.80,0,0,,0,0,0
11,1993,1993-11-28,11,22.335,RAI,@,CIN,L 10-16,,8,4,117,29.25,0,50.0%,14.63,0,0,,0,0,0
12,1993,1993-12-05,12,22.342,RAI,@,BUF,W 25-24,,6,1,10,10.00,0,16.7%,1.67,0,0,,0,0,0
13,1993,1993-12-12,13,22.349,RAI,,SEA,W 27-23,,2,1,56,56.00,1,50.0%,28.00,0,0,,0,1,6
14,1993,1993-12-19,14,22.356,RAI,,TAM,W 27-20,,4,1,23,23.00,0,25.0%,5.75,0,0,,0,0,0
15,1993,1993-12-26,15,22.363,RAI,@,GNB,L 0-28,,10,3,41,13.67,0,30.0%,4.10,0,0,,0,0,0
16,1993,1994-01-02,16,23.005,RAI,,DEN,W 33-30,,7,3,48,16.00,0,42.9%,6.86,0,0,,0,0,0
17,1994,1994-09-05,1,23.251,RAI,@,SFO,L 14-44,,5,3,39,13.00,0,60.0%,7.80,0,0,,0,0,0
18,1994,1994-09-11,2,23.257,RAI,,SEA,L 9-38,,5,1,14,14.00,0,20.0%,2.80,0,0,,0,0,0
19,1994,1994-09-18,3,23.264,RAI,@,DEN,W 48-16,,,,,,,0.0%,,,,,,,
