ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1998,1998-09-27,4,22.293,GNB,@,CAR,W 37-30,,,,,,,0.0%,,,,,,,,,,,
2,1998,1998-10-15,6,22.311,GNB,@,DET,L 20-27,,1,,,,,0.0%,,,,,,,,,,,
3,1998,1998-11-01,8,22.328,GNB,,SFO,W 36-22,,2,0,0,,0,0.0%,0.00,0,0,,0,1,24,24.00,0,0,0
4,1998,1998-11-09,9,22.336,GNB,@,PIT,L 20-27,,,,,,,0.0%,,,,,,,,,,,
5,1998,1998-11-15,10,22.342,GNB,@,NYG,W 37-3,,1,1,18,18.00,0,100.0%,18.00,0,0,,0,0,0,,0,0,0
6,1998,1998-11-22,11,22.349,GNB,@,MIN,L 14-28,,,,,,,0.0%,,,,,,,,,,,
7,1998,1998-11-29,12,22.356,GNB,,PHI,W 24-16,,1,1,-1,-1.00,0,100.0%,-1.00,0,0,,0,1,9,9.00,0,0,0
8,1998,1998-12-07,13,22.364,GNB,@,TAM,L 22-24,,2,1,10,10.00,0,50.0%,5.00,0,0,,0,0,0,,0,0,0
9,1999,1999-09-12,1,23.278,GNB,,OAK,W 28-24,,3,2,27,13.50,1,66.7%,9.00,0,0,,0,0,0,,0,1,6
10,1999,1999-09-19,2,23.285,GNB,@,DET,L 15-23,,6,3,25,8.33,0,50.0%,4.17,0,0,,0,0,0,,0,0,0
11,1999,1999-09-26,3,23.292,GNB,,MIN,W 23-20,*,8,4,72,18.00,1,50.0%,9.00,0,0,,0,0,0,,0,1,6
12,1999,1999-10-10,4,23.306,GNB,,TAM,W 26-23,,4,1,19,19.00,0,25.0%,4.75,0,0,,0,0,0,,0,0,0
13,1999,1999-10-17,5,23.313,GNB,@,DEN,L 10-31,,2,1,54,54.00,0,50.0%,27.00,0,0,,0,0,0,,0,0,0
