ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1978,1978-09-03,1,22.126,STL,@,CHI,L 10-17,1,1,1.00,1,0,0,,0,0,0,,0,1,6
2,1978,1978-09-10,2,22.133,STL,,NWE,L 6-16,4,42,10.50,0,0,0,,0,0,0,,0,0,0
3,1978,1978-09-17,3,22.140,STL,,WAS,L 10-28,,,,,,,,,,,,,,
4,1978,1978-09-24,4,22.147,STL,@,DAL,L 12-21,2,31,15.50,0,0,0,,0,0,0,,0,0,0
5,1978,1978-10-01,5,22.154,STL,@,MIA,L 10-24,2,22,11.00,0,1,3,3.00,0,0,0,,0,0,0
6,1978,1978-10-08,6,22.161,STL,,BAL,L 17-30,4,41,10.25,0,0,0,,0,0,0,,0,0,0
7,1978,1978-10-15,7,22.168,STL,,DAL,L 21-24,4,56,14.00,0,1,5,5.00,0,0,0,,0,0,0
8,1978,1978-10-29,9,22.182,STL,@,PHI,W 16-10,,,,,,,,,,,,,,
9,1978,1978-11-05,10,22.189,STL,,NYG,W 20-10,1,7,7.00,0,0,0,,0,0,0,,0,0,0
10,1978,1978-11-12,11,22.196,STL,@,SFO,W 16-10,3,17,5.67,0,0,0,,0,0,0,,0,0,0
11,1978,1978-11-19,12,22.203,STL,@,WAS,W 27-17,,,,,,,,,,,,,,
12,1978,1978-11-26,13,22.210,STL,,PHI,L 10-14,1,9,9.00,0,0,0,,0,0,0,,0,0,0
13,1978,1978-12-03,14,22.217,STL,,DET,W 21-14,1,12,12.00,0,0,0,,0,0,0,,0,0,0
14,1978,1978-12-10,15,22.224,STL,@,NYG,L 0-17,,,,,,,,,,,,,,
15,1978,1978-12-17,16,22.231,STL,,ATL,W 42-21,,,,,,,,,,,,,,
16,1979,1979-12-09,15,23.223,SFO,,TAM,W 23-7,,,,,,,,,,,,,,
17,1979,1979-12-16,16,23.230,SFO,@,ATL,L 21-31,,,,,,,,,,,,,,
18,1980,1980-09-07,1,24.130,SFO,@,NOR,W 26-23,,,,,,,,,,,,,,
