ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks
1,1986,1986-09-08,1,22.034,NYG,@,DAL,L 28-31,,,,,
2,1986,1986-09-14,2,22.040,NYG,,SDG,W 20-7,,,,,
3,1986,1986-09-21,3,22.047,NYG,@,RAI,W 14-9,,,,,
4,1986,1986-09-28,4,22.054,NYG,,NOR,W 20-17,,,,,
5,1986,1986-10-05,5,22.061,NYG,@,STL,W 13-6,,,,,
6,1986,1986-10-12,6,22.068,NYG,,PHI,W 35-3,,,,,
7,1986,1986-10-19,7,22.075,NYG,@,SEA,L 12-17,,,,,
8,1986,1986-10-27,8,22.083,NYG,,WAS,W 27-20,,,,,
9,1986,1986-11-02,9,22.089,NYG,,DAL,W 17-14,,,,,
10,1986,1986-11-09,10,22.096,NYG,@,PHI,W 17-14,,,,,
11,1986,1986-11-16,11,22.103,NYG,@,MIN,W 22-20,,,,,
12,1986,1986-11-23,12,22.110,NYG,,DEN,W 19-16,,,,,
13,1986,1986-12-01,13,22.118,NYG,@,SFO,W 21-17,,,,,
14,1986,1986-12-07,14,22.124,NYG,@,WAS,W 24-14,,,,,
15,1986,1986-12-14,15,22.131,NYG,,STL,W 27-7,,,,,
16,1986,1986-12-20,16,22.137,NYG,,GNB,W 55-24,,,,,
17,1987,1987-09-14,1,23.040,NYG,@,CHI,L 19-34,0,0,,0,
18,1987,1987-09-20,2,23.046,NYG,,DAL,L 14-16,0,0,,0,
19,1987,1987-10-25,6,23.081,NYG,,STL,W 30-7,0,0,,0,
20,1987,1987-11-02,7,23.089,NYG,@,DAL,L 24-33,0,0,,0,
21,1987,1987-11-08,8,23.095,NYG,,NWE,W 17-10,0,0,,0,
22,1987,1987-11-15,9,23.102,NYG,@,PHI,W 20-17,0,0,,0,
23,1987,1987-11-22,10,23.109,NYG,@,NOR,L 14-23,0,0,,0,
24,1987,1987-11-29,11,23.116,NYG,@,WAS,L 19-23,0,0,,0,1.0
25,1987,1987-12-06,12,23.123,NYG,,PHI,W 23-20,1,13,13.00,0,0.0
26,1987,1987-12-13,13,23.130,NYG,@,STL,L 24-27,0,0,,0,
27,1987,1987-12-19,14,23.136,NYG,,GNB,W 20-10,0,0,,0,
28,1987,1987-12-27,15,23.144,NYG,,NYJ,W 20-7,0,0,,0,
29,1988,1988-09-05,1,24.031,NYG,,WAS,W 27-20,,,,,
30,1988,1988-09-11,2,24.037,NYG,,SFO,L 17-20,0,0,,0,1.0
31,1988,1988-09-18,3,24.044,NYG,@,DAL,W 12-10,,,,,
32,1988,1988-09-25,4,24.051,NYG,,RAM,L 31-45,,,,,
33,1988,1988-10-02,5,24.058,NYG,@,WAS,W 24-23,,,,,
34,1988,1988-10-10,6,24.066,NYG,@,PHI,L 13-24,0,0,,0,1.0
35,1988,1988-10-16,7,24.072,NYG,,DET,W 30-10,,,,,
36,1988,1988-10-23,8,24.079,NYG,@,ATL,W 23-16,,,,,
37,1988,1988-10-30,9,24.086,NYG,@,DET,W 13-10,0,0,,0,1.0
38,1988,1988-11-06,10,24.093,NYG,,DAL,W 29-21,,,,,
39,1988,1988-11-13,11,24.100,NYG,@,PHO,L 17-24,,,,,
40,1988,1988-11-20,12,24.107,NYG,,PHI,L 17-23,,,,,
41,1988,1988-11-27,13,24.114,NYG,@,NOR,W 13-12,,,,,
42,1988,1988-12-04,14,24.121,NYG,,PHO,W 44-7,0,0,,0,0.5
43,1988,1988-12-11,15,24.128,NYG,,KAN,W 28-12,,,,,
44,1988,1988-12-18,16,24.135,NYG,@,NYJ,L 21-27,,,,,
45,1989,1989-09-11,1,25.037,NYG,@,WAS,W 27-24,,,,,
46,1989,1989-09-17,2,25.043,NYG,,DET,W 24-14,,,,,
47,1990,1990-09-09,1,26.035,NYG,,PHI,W 27-20,,,,,
48,1990,1990-09-16,2,26.042,NYG,@,DAL,W 28-7,,,,,
49,1990,1990-09-23,3,26.049,NYG,,MIA,W 20-3,,,,,
50,1990,1990-09-30,4,26.056,NYG,,DAL,W 31-17,,,,,
51,1990,1990-10-14,5,26.070,NYG,@,WAS,W 24-20,,,,,
52,1990,1990-10-21,6,26.077,NYG,,PHO,W 20-19,,,,,
53,1990,1990-10-28,7,26.084,NYG,,WAS,W 21-10,,,,,
54,1990,1990-11-05,8,26.092,NYG,@,IND,W 24-7,,,,,
55,1990,1990-11-11,9,26.098,NYG,@,RAM,W 31-7,,,,,
56,1990,1990-11-18,10,26.105,NYG,,DET,W 20-0,,,,,
57,1990,1990-11-25,11,26.112,NYG,@,PHI,L 13-31,,,,,
58,1990,1990-12-03,12,26.120,NYG,@,SFO,L 3-7,,,,,
59,1990,1990-12-09,13,26.126,NYG,,MIN,W 23-15,,,,,
60,1990,1990-12-15,14,26.132,NYG,,BUF,L 13-17,,,,,
61,1990,1990-12-23,15,26.140,NYG,@,PHO,W 24-21,,,,,
62,1990,1990-12-30,16,26.147,NYG,@,NWE,W 13-10,,,,,
63,1991,1991-10-06,6,27.062,NYG,,PHO,W 20-9,0,0,,0,0.5
64,1991,1991-10-14,7,27.070,NYG,@,PIT,W 23-20,,,,,
65,1991,1991-10-27,8,27.083,NYG,,WAS,L 13-17,,,,,
66,1991,1991-11-04,9,27.091,NYG,@,PHI,L 7-30,,,,,
67,1991,1991-11-10,10,27.097,NYG,@,PHO,W 21-14,,,,,
68,1991,1991-11-17,11,27.104,NYG,,DAL,W 22-9,,,,,
69,1991,1991-11-24,12,27.111,NYG,@,TAM,W 21-14,,,,,
70,1991,1991-12-01,13,27.118,NYG,@,CIN,L 24-27,,,,,
71,1991,1991-12-08,14,27.125,NYG,,PHI,L 14-19,,,,,
72,1991,1991-12-15,15,27.132,NYG,@,WAS,L 17-34,,,,,
73,1991,1991-12-21,16,27.138,NYG,,HOU,W 24-20,,,,,
74,1992,1992-09-06,1,28.032,NYG,,SFO,L 14-31,,,,,
75,1992,1992-09-13,2,28.039,NYG,,DAL,L 28-34,0,0,,0,1.0
76,1992,1992-09-21,3,28.047,NYG,@,CHI,W 27-14,,,,,
77,1992,1992-10-04,4,28.060,NYG,@,RAI,L 10-13,,,,,
78,1992,1992-10-11,5,28.067,NYG,,PHO,W 31-21,0,0,,0,1.0
79,1992,1992-10-18,6,28.074,NYG,@,RAM,L 17-38,,,,,
80,1992,1992-10-25,7,28.081,NYG,,SEA,W 23-10,,,,,
81,1992,1992-11-01,8,28.088,NYG,@,WAS,W 24-7,,,,,
82,1992,1992-11-08,9,28.095,NYG,,GNB,W 27-7,,,,,
83,1992,1992-11-15,10,28.102,NYG,@,DEN,L 13-27,,,,,
84,1992,1992-11-22,11,28.109,NYG,,PHI,L 34-47,,,,,
85,1992,1992-11-26,12,28.113,NYG,@,DAL,L 3-30,,,,,
86,1992,1992-12-06,13,28.123,NYG,,WAS,L 10-28,,,,,
87,1992,1992-12-12,14,28.129,NYG,@,PHO,L 0-19,,,,,
88,1992,1992-12-19,15,28.136,NYG,,KAN,W 35-21,,,,,
89,1992,1992-12-27,16,28.144,NYG,@,PHI,L 10-20,,,,,
