ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2007,2007-10-07,4,24.129,WAS,,DET,W 34-3,,,,,,,,,,,,,,,
2,2007,2007-10-14,5,24.136,WAS,@,GNB,L 14-17,,,,,,,,,,,,,,,
3,2007,2007-10-21,6,24.143,WAS,,ARI,W 21-19,,,,,,,,,,,,,,,
4,2007,2007-10-28,7,24.150,WAS,@,NWE,L 7-52,,1,10,10.00,0,0,0,,0,0.0,,,0,0,0
5,2007,2007-11-04,8,24.157,WAS,@,NYJ,W 23-20,,,,,,,,,,,,,,,
6,2007,2007-11-11,9,24.164,WAS,,PHI,L 25-33,*,,,,,,,,,,,,,,
7,2007,2007-11-18,10,24.171,WAS,@,DAL,L 23-28,,,,,,,,,,,,,,,
8,2007,2007-11-25,11,24.178,WAS,@,TAM,L 13-19,,,,,,,,,,,,,,,
9,2007,2007-12-02,12,24.185,WAS,,BUF,L 16-17,,,,,,,,,,,,,,,
10,2007,2007-12-06,13,24.189,WAS,,CHI,W 24-16,,,,,,,,,,,,,,,
11,2007,2007-12-16,14,24.199,WAS,@,NYG,W 22-10,,,,,,,,,,,,,,,
12,2007,2007-12-23,15,24.206,WAS,@,MIN,W 32-21,,,,,,,,,,,,,,,
13,2007,2007-12-30,16,24.213,WAS,,DAL,W 27-6,,,,,,,,,,,,,,,
14,2008,2008-09-04,1,25.096,WAS,@,NYG,L 7-16,,0,0,,0,0,0,,0,0.0,0,2,0,0,0
15,2008,2008-09-14,2,25.106,WAS,,NOR,W 29-24,,0,0,,0,0,0,,0,0.0,2,0,0,0,0
16,2008,2008-09-21,3,25.113,WAS,,ARI,W 24-17,,0,0,,0,0,0,,0,0.0,0,0,0,0,0
17,2008,2008-09-28,4,25.120,WAS,@,DAL,W 26-24,,,,,,,,,,,,,,,
18,2008,2008-10-05,5,25.127,WAS,@,PHI,W 23-17,,0,0,,0,0,0,,0,0.0,0,1,0,0,0
19,2008,2008-10-12,6,25.134,WAS,,STL,L 17-19,,,,,,,,,,,,,,,
20,2008,2008-10-19,7,25.141,WAS,,CLE,W 14-11,,,,,,,,,,,,,,,
21,2008,2008-10-26,8,25.148,WAS,@,DET,W 25-17,,,,,,,,,,,,,,,
22,2008,2008-11-03,9,25.156,WAS,,PIT,L 6-23,,,,,,,,,,,,,,,
23,2008,2008-11-16,10,25.169,WAS,,DAL,L 10-14,,,,,,,,,,,,,,,
24,2008,2008-11-23,11,25.176,WAS,@,SEA,W 20-17,,0,0,,0,0,0,,0,1.0,3,0,0,0,0
25,2008,2008-11-30,12,25.183,WAS,,NYG,L 7-23,,0,0,,0,0,0,,0,0.0,2,1,0,0,0
26,2008,2008-12-07,13,25.190,WAS,@,BAL,L 10-24,,0,0,,0,0,0,,0,0.0,2,0,0,0,0
27,2008,2008-12-14,14,25.197,WAS,@,CIN,L 13-20,,0,0,,0,0,0,,0,1.0,2,1,0,0,0
28,2008,2008-12-21,15,25.204,WAS,,PHI,W 10-3,,0,0,,0,0,0,,0,0.0,0,1,0,0,0
29,2009,2009-09-13,1,26.105,WAS,@,NYG,L 17-23,,0,0,,0,0,0,,0,0.0,1,0,0,0,0
30,2009,2009-09-20,2,26.112,WAS,,STL,W 9-7,,,,,,,,,,,,,,,
31,2009,2009-09-27,3,26.119,WAS,@,DET,L 14-19,,,,,,,,,,,,,,,
32,2009,2009-10-04,4,26.126,WAS,,TAM,W 16-13,,0,0,,0,0,0,,0,0.0,1,0,0,0,0
33,2009,2009-10-11,5,26.133,WAS,@,CAR,L 17-20,,0,0,,0,0,0,,0,0.0,1,0,0,0,0
34,2009,2009-10-18,6,26.140,WAS,,KAN,L 6-14,,0,0,,0,0,0,,0,0.0,2,1,0,0,0
35,2009,2009-10-26,7,26.148,WAS,,PHI,L 17-27,,0,0,,0,0,0,,0,0.0,2,1,0,0,0
36,2009,2009-11-08,8,26.161,WAS,@,ATL,L 17-31,,0,0,,0,0,0,,0,0.0,0,0,0,0,0
37,2009,2009-11-15,9,26.168,WAS,,DEN,W 27-17,,0,0,,0,0,0,,0,0.0,1,0,0,0,0
38,2009,2009-11-22,10,26.175,WAS,@,DAL,L 6-7,,,,,,,,,,,,,,,
39,2009,2009-11-29,11,26.182,WAS,@,PHI,L 24-27,,,,,,,,,,,,,,,
40,2009,2009-12-06,12,26.189,WAS,,NOR,L 30-33,,0,0,,0,0,0,,0,0.0,1,0,0,0,0
41,2009,2009-12-13,13,26.196,WAS,@,OAK,W 34-13,,0,0,,0,0,0,,0,1.0,1,0,0,0,0
42,2009,2009-12-21,14,26.204,WAS,,NYG,L 12-45,,0,0,,0,0,0,,0,1.0,2,0,0,0,0
43,2009,2009-12-27,15,26.210,WAS,,DAL,L 0-17,,0,0,,0,0,0,,0,0.0,3,1,0,0,0
44,2009,2010-01-03,16,26.217,WAS,@,SDG,L 20-23,,0,0,,0,0,0,,0,0.0,0,2,0,0,0
45,2010,2010-09-12,1,27.104,WAS,,DAL,W 13-7,,0,0,,0,0,0,,0,0.0,1,0,0,0,0
46,2010,2010-09-19,2,27.111,WAS,,HOU,L 27-30,,0,0,,0,0,0,,0,1.0,1,1,0,0,0
47,2010,2010-09-26,3,27.118,WAS,@,STL,L 16-30,,0,0,,0,0,0,,0,0.0,1,1,0,0,0
48,2010,2010-10-03,4,27.125,WAS,@,PHI,W 17-12,*,0,0,,0,0,0,,0,0.0,2,0,0,0,0
49,2010,2010-10-10,5,27.132,WAS,,GNB,W 16-13,*,0,0,,0,0,0,,0,0.5,0,3,0,0,0
50,2010,2010-10-17,6,27.139,WAS,,IND,L 24-27,*,0,0,,0,0,0,,0,0.0,0,3,0,0,0
51,2010,2010-10-24,7,27.146,WAS,@,CHI,W 17-14,,0,0,,0,0,0,,0,0.0,1,2,0,0,0
52,2010,2010-10-31,8,27.153,WAS,@,DET,L 25-37,*,0,0,,0,0,0,,0,0.0,1,2,0,0,0
53,2010,2010-11-15,9,27.168,WAS,,PHI,L 28-59,*,0,0,,0,0,0,,0,0.0,1,2,0,0,0
54,2010,2010-11-21,10,27.174,WAS,@,TEN,W 19-16,*,0,0,,0,0,0,,0,0.0,1,0,0,0,0
55,2010,2010-11-28,11,27.181,WAS,,MIN,L 13-17,*,0,0,,0,0,0,,0,0.0,3,3,0,0,0
56,2010,2010-12-05,12,27.188,WAS,@,NYG,L 7-31,*,0,0,,0,0,0,,0,0.0,2,3,0,0,0
57,2010,2010-12-12,13,27.195,WAS,,TAM,L 16-17,*,0,0,,0,0,0,,0,0.0,0,4,0,0,0
58,2010,2010-12-19,14,27.202,WAS,@,DAL,L 30-33,*,0,0,,0,0,0,,0,0.0,5,0,0,0,0
59,2010,2010-12-26,15,27.209,WAS,@,JAX,W 20-17,*,0,0,,0,0,0,,0,0.0,3,0,0,0,0
60,2010,2011-01-02,16,27.216,WAS,,NYG,L 14-17,*,0,0,,0,0,0,,0,0.0,2,1,0,0,0
61,2011,2011-09-11,1,28.103,WAS,,NYG,W 28-14,,0,0,,0,0,0,,0,0.0,0,0,0,0,0
62,2011,2011-09-18,2,28.110,WAS,,ARI,W 22-21,,,,,,,,,,,,,,,
63,2011,2011-09-26,3,28.118,WAS,@,DAL,L 16-18,,0,0,,0,0,0,,0,0.0,0,0,0,0,0
64,2011,2011-10-02,4,28.124,WAS,@,STL,W 17-10,,0,0,,0,0,0,,0,0.0,0,0,0,0,0
65,2011,2011-10-16,5,28.138,WAS,,PHI,L 13-20,,,,,,,,,,,,,,,
66,2011,2011-10-23,6,28.145,WAS,@,CAR,L 20-33,,0,0,,0,0,0,,0,0.0,0,0,0,0,0
67,2011,2011-10-30,7,28.152,WAS,@,BUF,L 0-23,,0,0,,0,0,0,,0,0.0,0,2,0,0,0
68,2011,2011-11-06,8,28.159,WAS,,SFO,L 11-19,,0,0,,0,0,0,,0,0.0,0,0,0,0,0
69,2011,2011-11-13,9,28.166,WAS,@,MIA,L 9-20,,0,0,,0,0,0,,0,0.0,0,0,0,0,0
70,2011,2011-11-20,10,28.173,WAS,,DAL,L 24-27,,0,0,,0,0,0,,0,0.0,0,1,0,0,0
71,2011,2011-11-27,11,28.180,WAS,@,SEA,W 23-17,,0,0,,0,0,0,,0,0.0,0,1,0,0,0
72,2011,2011-12-04,12,28.187,WAS,,NYJ,L 19-34,,,,,,,,,,,,,,,
73,2011,2011-12-11,13,28.194,WAS,,NWE,L 27-34,,0,0,,0,0,0,,0,0.0,0,1,0,0,0
74,2011,2011-12-18,14,28.201,WAS,@,NYG,W 23-10,,0,0,,0,0,0,,0,0.0,1,1,0,0,0
75,2011,2011-12-24,15,28.207,WAS,,MIN,L 26-33,,,,,,,,,,,,,,,
76,2011,2012-01-01,16,28.215,WAS,@,PHI,L 10-34,,,,,,,,,,,,,,,
77,2012,2012-09-09,1,29.101,WAS,@,NOR,W 40-32,,,,,,,,,,,,,,,
78,2012,2012-09-16,2,29.108,WAS,@,STL,L 28-31,,0,0,,0,0,0,,0,0.0,0,0,0,0,0
79,2012,2012-09-23,3,29.115,WAS,,CIN,L 31-38,,0,0,,0,0,0,,0,0.0,0,0,0,0,0
80,2012,2012-09-30,4,29.122,WAS,@,TAM,W 24-22,,0,0,,0,0,0,,0,0.0,0,0,0,0,0
81,2012,2012-10-07,5,29.129,WAS,,ATL,L 17-24,,0,0,,0,0,0,,0,0.0,0,0,0,0,0
82,2012,2012-10-14,6,29.136,WAS,,MIN,W 38-26,,0,0,,0,0,0,,0,1.5,3,2,0,0,0
83,2012,2012-10-21,7,29.143,WAS,@,NYG,L 23-27,,0,0,,0,0,0,,0,0.0,2,2,0,0,0
84,2012,2012-10-28,8,29.150,WAS,@,PIT,L 12-27,,,,,,,,,,,,,,,
85,2012,2012-11-04,9,29.157,WAS,,CAR,L 13-21,,0,0,,0,0,0,,0,0.0,1,0,0,0,0
86,2012,2012-11-18,10,29.171,WAS,,PHI,W 31-6,,0,0,,0,0,0,,0,0.0,1,1,0,0,0
87,2012,2012-11-22,11,29.175,WAS,@,DAL,W 38-31,,0,0,,0,0,0,,0,0.0,1,1,0,0,0
88,2012,2012-12-03,12,29.186,WAS,,NYG,W 17-16,,0,0,,0,0,0,,0,0.0,1,0,0,0,0
89,2012,2012-12-09,13,29.192,WAS,,BAL,W 31-28,,0,0,,0,0,0,,0,0.0,1,1,0,0,0
90,2012,2012-12-16,14,29.199,WAS,@,CLE,W 38-21,,0,0,,0,0,0,,0,0.0,1,0,0,0,0
91,2012,2012-12-23,15,29.206,WAS,@,PHI,W 27-20,,0,0,,0,0,0,,0,1.0,5,1,0,0,0
92,2012,2012-12-30,16,29.213,WAS,,DAL,W 28-18,,0,0,,0,0,0,,0,0.0,1,1,0,0,0
93,2013,2013-09-08,1,30.100,ARI,@,STL,L 24-27,*,0,0,,0,0,0,,0,0.0,4,0,0,0,0
94,2013,2013-09-15,2,30.107,ARI,,DET,W 25-21,*,0,0,,0,0,0,,0,0.0,0,0,0,0,0
95,2013,2013-09-22,3,30.114,ARI,@,NOR,L 7-31,*,,,,,,,,,,,,,,
96,2014,2014-09-08,1,31.100,ARI,,SDG,W 18-17,,,,,,,,,,,,,,,
97,2014,2014-09-14,2,31.106,ARI,@,NYG,W 25-14,,,,,,,,,,,,,,,
98,2014,2014-09-21,3,31.113,ARI,,SFO,W 23-14,,,,,,,,,,,,,,,
99,2014,2014-10-05,4,31.127,ARI,@,DEN,L 20-41,,0,0,,0,0,0,,0,0.0,1,0,0,0,0
100,2014,2014-10-12,5,31.134,ARI,,WAS,W 30-20,,,,,,,,,,,,,,,
101,2014,2014-10-19,6,31.141,ARI,@,OAK,W 24-13,,0,0,,0,0,0,,0,0.0,1,0,0,0,0
102,2014,2014-10-26,7,31.148,ARI,,PHI,W 24-20,,,,,,,,,,,,,,,
103,2014,2014-11-02,8,31.155,ARI,@,DAL,W 28-17,,0,0,,0,0,0,,0,0.0,2,1,0,0,0
104,2014,2014-11-09,9,31.162,ARI,,STL,W 31-14,,0,0,,0,0,0,,0,0.0,1,0,0,0,0
105,2014,2014-11-16,10,31.169,ARI,,DET,W 14-6,,,,,,,,,,,,,,,
106,2014,2014-11-23,11,31.176,ARI,@,SEA,L 3-19,,0,0,,0,0,0,,0,0.0,1,1,0,0,0
107,2014,2014-11-30,12,31.183,ARI,@,ATL,L 18-29,,0,0,,0,0,0,,0,1.0,3,0,0,0,0
108,2014,2014-12-07,13,31.190,ARI,,KAN,W 17-14,,0,0,,0,0,0,,0,0.0,1,0,0,0,0
109,2014,2014-12-11,14,31.194,ARI,@,STL,W 12-6,,,,,,,,,,,,,,,
110,2014,2014-12-21,15,31.204,ARI,,SEA,L 6-35,,0,0,,0,0,0,,0,0.0,1,0,0,0,0
111,2014,2014-12-28,16,31.211,ARI,@,SFO,L 17-20,,,,,,,,,,,,,,,
112,2015,2015-09-13,1,32.105,OAK,,CIN,L 13-33,,0,0,,0,0,0,,0,0.0,0,0,0,0,0
113,2015,2015-09-20,2,32.112,OAK,,BAL,W 37-33,,0,0,,0,0,0,,0,0.0,0,0,0,0,0
114,2015,2015-09-27,3,32.119,OAK,@,CLE,W 27-20,,0,0,,0,0,0,,0,0.0,0,0,0,0,0
115,2015,2015-10-04,4,32.126,OAK,@,CHI,L 20-22,,0,0,,0,0,0,,0,0.0,0,0,0,0,0
116,2015,2015-10-11,5,32.133,OAK,,DEN,L 10-16,,0,0,,0,0,7,,0,0.0,0,0,0,0,0
117,2015,2015-10-25,6,32.147,OAK,@,SDG,W 37-29,,0,0,,0,0,0,,0,0.0,0,0,0,0,0
118,2015,2015-11-01,7,32.154,OAK,,NYJ,W 34-20,,0,0,,0,0,0,,0,0.0,0,0,0,0,0
119,2015,2015-11-08,8,32.161,OAK,@,PIT,L 35-38,,0,0,,0,0,0,,0,0.0,0,0,0,0,0
120,2015,2015-11-15,9,32.168,OAK,,MIN,L 14-30,,0,0,,0,0,0,,0,0.0,0,0,0,0,0
