ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
1,1972,1972-10-22,6,30.090,NOR,@,SFO,T 20-20,2,2,100.0,2,3,66.7,0,8
2,1972,1972-10-29,7,30.097,NOR,,PHI,W 21-3,3,3,100.0,,2,0.0,0,3
3,1974,1974-09-15,1,32.053,BAL,@,PIT,L 0-30,,,,,,,,
4,1974,1974-09-22,2,32.060,BAL,,GNB,L 13-20,1,1,100.0,2,3,66.7,0,7
5,1974,1974-09-29,3,32.067,BAL,@,PHI,L 10-30,1,1,100.0,1,1,100.0,0,4
6,1974,1974-10-06,4,32.074,BAL,@,NWE,L 3-42,,,,1,2,50.0,0,3
7,1974,1974-10-13,5,32.081,BAL,,BUF,L 14-27,2,2,100.0,,1,0.0,0,2
8,1974,1974-10-20,6,32.088,BAL,@,NYJ,W 35-20,5,5,100.0,,1,0.0,0,5
9,1974,1974-10-27,7,32.095,BAL,@,MIA,L 7-17,1,1,100.0,,1,0.0,0,1
10,1974,1974-11-03,8,32.102,BAL,,CIN,L 14-24,2,2,100.0,,,,0,2
11,1974,1974-11-10,9,32.109,BAL,,DEN,L 6-17,,,,2,2,100.0,0,6
12,1974,1974-11-17,10,32.116,BAL,@,ATL,W 17-7,2,2,100.0,1,2,50.0,0,5
13,1974,1974-11-24,11,32.123,BAL,,NWE,L 17-27,2,2,100.0,1,2,50.0,0,5
14,1974,1974-12-01,12,32.130,BAL,@,BUF,L 0-6,,,,,1,0.0,0,0
15,1974,1974-12-08,13,32.137,BAL,,MIA,L 16-17,1,1,100.0,3,3,100.0,0,10
16,1974,1974-12-15,14,32.144,BAL,,NYJ,L 38-45,5,5,100.0,1,1,100.0,0,8
17,1975,1975-09-21,1,33.059,BAL,@,CHI,W 35-7,5,5,100.0,,,,0,5
18,1975,1975-09-28,2,33.066,BAL,,OAK,L 20-31,2,2,100.0,2,3,66.7,0,8
19,1975,1975-10-05,3,33.073,BAL,@,RAM,L 13-24,1,2,50.0,,,,0,1
20,1975,1975-10-12,4,33.080,BAL,,BUF,L 31-38,4,4,100.0,1,2,50.0,0,7
21,1975,1975-10-19,5,33.087,BAL,@,NWE,L 10-21,1,1,100.0,1,1,100.0,0,4
22,1975,1975-10-26,6,33.094,BAL,@,NYJ,W 45-28,6,6,100.0,1,2,50.0,0,9
23,1975,1975-11-02,7,33.101,BAL,,CLE,W 21-7,3,3,100.0,,1,0.0,0,3
24,1975,1975-11-09,8,33.108,BAL,@,BUF,W 42-35,6,6,100.0,,,,0,6
25,1975,1975-11-16,9,33.115,BAL,,NYJ,W 52-19,7,7,100.0,1,1,100.0,0,10
26,1975,1975-11-23,10,33.122,BAL,@,MIA,W 33-17,4,4,100.0,1,1,100.0,0,7
27,1975,1975-11-30,11,33.129,BAL,,KAN,W 28-14,4,4,100.0,,1,0.0,0,4
28,1975,1975-12-07,12,33.136,BAL,@,NYG,W 21-0,3,3,100.0,,,,0,3
29,1975,1975-12-14,13,33.143,BAL,,MIA,W 10-7,1,1,100.0,1,2,50.0,0,4
30,1975,1975-12-21,14,33.150,BAL,,NWE,W 34-21,4,4,100.0,2,4,50.0,0,10
31,1976,1976-09-12,1,34.050,BAL,@,NWE,W 27-13,3,3,100.0,2,2,100.0,0,9
32,1976,1976-09-19,2,34.057,BAL,,CIN,W 28-27,4,4,100.0,,1,0.0,0,4
33,1976,1976-09-26,3,34.064,BAL,@,DAL,L 27-30,3,3,100.0,2,3,66.7,0,9
34,1976,1976-10-03,4,34.071,BAL,,TAM,W 42-17,4,4,100.0,2,2,100.0,0,10
35,1976,1976-10-10,5,34.078,BAL,,MIA,W 28-14,4,4,100.0,,,,0,4
36,1976,1976-10-17,6,34.085,BAL,@,BUF,W 31-13,4,4,100.0,1,1,100.0,0,7
37,1976,1976-10-24,7,34.092,BAL,@,NYJ,W 20-0,2,2,100.0,2,2,100.0,0,8
38,1976,1976-11-01,8,34.100,BAL,,HOU,W 38-14,5,5,100.0,1,2,50.0,0,8
39,1976,1976-11-07,9,34.106,BAL,@,SDG,W 37-21,4,5,80.0,1,2,50.0,0,7
40,1976,1976-11-14,10,34.113,BAL,,NWE,L 14-21,2,2,100.0,,1,0.0,0,2
41,1976,1976-11-22,11,34.121,BAL,@,MIA,W 17-16,2,2,100.0,1,1,100.0,0,5
42,1976,1976-11-28,12,34.127,BAL,,NYJ,W 33-16,3,3,100.0,4,6,66.7,0,15
43,1976,1976-12-04,13,34.133,BAL,@,STL,L 17-24,2,2,100.0,1,1,100.0,0,5
44,1976,1976-12-12,14,34.141,BAL,,BUF,W 58-20,7,7,100.0,3,3,100.0,0,16
45,1977,1977-09-18,1,35.056,BAL,@,SEA,W 29-14,3,3,100.0,2,3,66.7,0,9
46,1977,1977-09-25,2,35.063,BAL,@,NYJ,W 20-12,2,3,66.7,,,,0,2
47,1977,1977-10-02,3,35.070,BAL,,BUF,W 17-14,2,2,100.0,1,2,50.0,0,5
48,1977,1977-10-09,4,35.077,BAL,,MIA,W 45-28,6,6,100.0,1,1,100.0,0,9
49,1977,1977-10-16,5,35.084,BAL,@,KAN,W 17-6,2,2,100.0,1,1,100.0,0,5
50,1977,1977-10-23,6,35.091,BAL,@,NWE,L 3-17,,,,1,1,100.0,0,3
51,1977,1977-10-30,7,35.098,BAL,,PIT,W 31-21,4,4,100.0,1,2,50.0,0,7
52,1977,1977-11-07,8,35.106,BAL,,WAS,W 10-3,1,1,100.0,1,2,50.0,0,4
53,1977,1977-11-13,9,35.112,BAL,@,BUF,W 31-13,4,4,100.0,1,2,50.0,0,7
54,1977,1977-11-20,10,35.119,BAL,,NYJ,W 33-12,3,4,75.0,2,3,66.7,0,9
