ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,2017,2017-09-10,1,22.037,SFO,,CAR,L 3-23,,0,0,0,,0,0.0%,,0,0
2,2017,2017-10-22,7,22.079,SFO,,DAL,L 10-40,,2,0,0,,0,0.0%,0.00,0,0
3,2017,2017-10-29,8,22.086,SFO,@,PHI,L 10-33,,2,0,0,,0,0.0%,0.00,0,0
4,2017,2017-11-05,9,22.093,SFO,,ARI,L 10-20,,6,2,39,19.50,0,33.3%,6.50,0,0
5,2017,2017-11-12,10,22.100,SFO,,NYG,W 31-21,,3,3,42,14.00,0,100.0%,14.00,0,0
6,2017,2017-11-26,11,22.114,SFO,,SEA,L 13-24,,2,2,22,11.00,0,100.0%,11.00,0,0
7,2017,2017-12-03,12,22.121,SFO,@,CHI,W 15-14,,1,0,0,,0,0.0%,0.00,0,0
8,2017,2017-12-10,13,22.128,SFO,@,HOU,W 26-16,,2,2,29,14.50,0,100.0%,14.50,0,0
9,2017,2017-12-17,14,22.135,SFO,,TEN,W 25-23,,6,4,85,21.25,0,66.7%,14.17,0,0
10,2017,2017-12-24,15,22.142,SFO,,JAX,W 44-33,,5,1,12,12.00,0,20.0%,2.40,0,0
11,2017,2017-12-31,16,22.149,SFO,@,LAR,W 34-13,,5,2,28,14.00,0,40.0%,5.60,0,0
12,2018,2018-09-09,1,23.036,SFO,@,MIN,L 16-24,,1,0,0,,0,0.0%,0.00,0,0
13,2018,2018-09-16,2,23.043,SFO,,DET,W 30-27,,1,1,4,4.00,1,100.0%,4.00,1,6
14,2018,2018-09-23,3,23.050,SFO,@,KAN,L 27-38,,2,1,27,27.00,0,50.0%,13.50,0,0
