ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
53,1994,1994-12-24,16,26.331,GNB,@,TAM,W 34-19,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,0,0
54,1995,1995-10-29,8,27.275,PHI,,STL,W 20-9,,0,0,,0,0.0%,,,,,,,,,,,
55,1995,1995-11-06,9,27.283,PHI,@,DAL,L 12-34,1,0,0,,0,0.0%,0.00,,,,,,,,,,
56,1995,1995-11-12,10,27.289,PHI,,DEN,W 31-13,1,1,1,1.00,1,100.0%,1.00,0,0,,0,0,0,,0,1,6
57,1995,1995-11-19,11,27.296,PHI,,NYG,W 28-19,,0,0,,0,0.0%,,,,,,,,,,,
58,1995,1995-11-26,12,27.303,PHI,@,WAS,W 14-7,,0,0,,0,0.0%,,,,,,,,,,,
59,1995,1995-12-03,13,27.310,PHI,@,SEA,L 14-26,0,0,0,,0,0.0%,,,,,,,,,,,
60,1995,1995-12-10,14,27.317,PHI,,DAL,W 20-17,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,0,0
61,1995,1995-12-17,15,27.324,PHI,,ARI,W 21-20,2,1,21,21.00,1,50.0%,10.50,0,0,,0,0,0,,0,1,6
62,1995,1995-12-24,16,27.331,PHI,@,CHI,L 14-20,3,2,41,20.50,0,66.7%,13.67,0,0,,0,0,0,,0,0,0
63,1996,1996-09-08,2,28.225,KAN,,OAK,W 19-3,,0,0,,0,0.0%,,,,,,,,,,,
64,1996,1996-09-15,3,28.232,KAN,@,SEA,W 35-17,5,3,30,10.00,0,60.0%,6.00,0,0,,0,0,0,,0,0,0
65,1996,1996-09-22,4,28.239,KAN,,DEN,W 17-14,5,3,25,8.33,0,60.0%,5.00,0,0,,0,0,0,,0,0,0
66,1996,1996-09-29,5,28.246,KAN,@,SDG,L 19-22,7,3,29,9.67,1,42.9%,4.14,0,0,,0,0,0,,0,1,6
67,1996,1996-10-07,6,28.254,KAN,,PIT,L 7-17,2,1,0,0.00,0,50.0%,0.00,0,0,,0,0,0,,0,0,0
68,1996,1996-10-17,7,28.264,KAN,,SEA,W 34-16,2,2,27,13.50,0,100.0%,13.50,0,0,,0,0,0,,0,0,0
69,1996,1996-10-27,8,28.274,KAN,@,DEN,L 7-34,4,2,27,13.50,0,50.0%,6.75,0,0,,0,0,0,,0,0,0
70,1996,1996-11-03,9,28.281,KAN,@,MIN,W 21-6,2,1,26,26.00,0,50.0%,13.00,0,0,,0,0,0,,0,0,0
71,1996,1996-11-10,10,28.288,KAN,,GNB,W 27-20,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0,,0,0,0
72,1996,1996-11-24,12,28.302,KAN,,SDG,L 14-28,4,1,12,12.00,0,25.0%,3.00,0,0,,0,0,0,,0,0,0
73,1996,1996-11-28,13,28.306,KAN,@,DET,W 28-24,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,,0,0,0
74,1997,1997-09-07,2,29.223,GNB,@,PHI,L 9-10,,,,,,0.0%,,,,,,,,,,,
75,1997,1997-09-14,3,29.230,GNB,,MIA,W 23-18,,,,,,0.0%,,,,,,,,,,,
76,1997,1997-09-21,4,29.237,GNB,,MIN,W 38-32,,,,,,0.0%,,,,,,,,,,,
77,1997,1997-09-28,5,29.244,GNB,@,DET,L 15-26,,,,,,0.0%,,,,,,,,,,,
