ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1978,1978-09-03,1,23.166,MIN,@,NOR,L 24-31,0,0,,0,4,90,22.50,0,2,1,0.50,0,0,0
2,1978,1978-09-11,2,23.174,MIN,,DEN,W 12-9,0,0,,0,0,0,,0,2,-6,-3.00,0,0,0
3,1978,1978-09-17,3,23.180,MIN,,TAM,L 10-16,0,0,,0,4,93,23.25,0,6,12,2.00,0,0,0
4,1978,1978-09-25,4,23.188,MIN,@,CHI,W 24-20,0,0,,0,2,55,27.50,0,2,7,3.50,0,0,0
5,1978,1978-10-01,5,23.194,MIN,@,TAM,W 24-7,0,0,,0,1,38,38.00,0,3,28,9.33,0,0,0
6,1978,1978-10-08,6,23.201,MIN,@,SEA,L 28-29,0,0,,0,3,66,22.00,0,3,15,5.00,0,0,0
7,1978,1978-10-15,7,23.208,MIN,,RAM,L 17-34,0,0,,0,4,86,21.50,0,1,4,4.00,0,0,0
8,1978,1978-10-22,8,23.215,MIN,,GNB,W 21-7,0,0,,0,1,27,27.00,0,4,7,1.75,0,0,0
9,1978,1978-10-26,9,23.219,MIN,@,DAL,W 21-10,0,0,,0,3,72,24.00,0,3,14,4.67,0,0,0
10,1978,1978-11-05,10,23.229,MIN,,DET,W 17-7,0,0,,0,1,22,22.00,0,4,66,16.50,0,0,0
11,1978,1978-11-12,11,23.236,MIN,,CHI,W 17-14,0,0,,0,1,21,21.00,0,2,9,4.50,0,0,0
12,1978,1978-11-19,12,23.243,MIN,,SDG,L 7-13,0,0,,0,1,9,9.00,0,5,24,4.80,0,0,0
13,1978,1978-11-26,13,23.250,MIN,@,GNB,T 10-10,0,0,,0,2,43,21.50,0,5,26,5.20,0,0,0
14,1978,1978-12-03,14,23.257,MIN,,PHI,W 28-27,0,0,,0,4,59,14.75,0,4,25,6.25,0,0,0
15,1978,1978-12-09,15,23.263,MIN,@,DET,L 14-45,1,35,35.00,1,6,122,20.33,0,1,1,1.00,0,1,6
16,1978,1978-12-17,16,23.271,MIN,@,OAK,L 20-27,0,0,,0,3,51,17.00,0,1,6,6.00,0,0,0
17,1979,1979-12-02,14,24.256,MIN,@,RAM,L 21-27,0,0,,0,0,0,,0,8,30,3.75,0,0,0
18,1979,1979-12-09,15,24.263,MIN,,BUF,W 10-3,0,0,,0,0,0,,0,7,27,3.86,0,0,0
19,1979,1979-12-16,16,24.270,MIN,@,NWE,L 23-27,0,0,,0,0,0,,0,3,28,9.33,0,0,0
20,1980,1980-09-07,1,25.170,MIN,,ATL,W 24-23,,,,,,,,,,,,,,
21,1980,1980-09-14,2,25.177,MIN,,PHI,L 7-42,,,,,,,,,,,,,,
22,1980,1980-09-21,3,25.184,MIN,@,CHI,W 34-14,,,,,,,,,,,,,,
23,1980,1980-12-14,15,25.268,MIN,,CLE,W 28-23,,,,,,,,,,,,,,
