ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1991,1991-09-01,1,24.356,KAN,,ATL,W 14-3,,0,0,,0,,2,30,15.00,0,,,0,0,,0,0,0
2,1991,1991-09-08,2,24.363,KAN,,NOR,L 10-17,,,,,,,0,0,,0,,,,,,,,
3,1992,1992-09-06,1,25.362,KAN,@,SDG,W 24-10,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,
4,1992,1992-10-18,7,26.038,KAN,@,DAL,L 10-17,,0,0,,0,1,1,2,2.00,0,100.0%,2.00,0,0,,0,0,0
5,1992,1992-10-25,8,26.045,KAN,,PIT,L 3-27,,1,1,1.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
6,1992,1992-11-08,9,26.059,KAN,,SDG,W 16-14,,0,0,,0,2,1,8,8.00,0,50.0%,4.00,0,0,,0,0,0
7,1992,1992-11-15,10,26.066,KAN,,WAS,W 35-16,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,
8,1992,1992-11-22,11,26.073,KAN,@,SEA,W 24-14,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,
9,1992,1992-11-29,12,26.080,KAN,@,NYJ,W 23-7,,0,0,,0,3,1,14,14.00,0,33.3%,4.67,0,0,,0,0,0
10,1992,1992-12-06,13,26.087,KAN,@,RAI,L 7-28,,0,0,,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,
11,1992,1992-12-13,14,26.094,KAN,,NWE,W 27-20,,0,0,,0,4,1,13,13.00,0,25.0%,3.25,1,20,20.00,0,0,0
12,1992,1992-12-19,15,26.100,KAN,@,NYG,L 21-35,,0,0,,0,1,1,28,28.00,0,100.0%,28.00,0,0,,0,0,0
13,1992,1992-12-27,16,26.108,KAN,,DEN,W 42-20,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,
14,1993,1993-09-05,1,26.360,KAN,@,TAM,W 27-3,,5,14,2.80,0,4,3,32,10.67,0,75.0%,8.00,0,0,,0,0,0
15,1993,1993-09-12,2,27.002,KAN,@,HOU,L 0-30,,4,14,3.50,0,5,2,14,7.00,0,40.0%,2.80,0,0,,0,0,0
16,1993,1993-09-20,3,27.010,KAN,,DEN,W 15-7,,7,20,2.86,0,4,4,30,7.50,0,100.0%,7.50,0,0,,0,0,0
17,1993,1993-10-03,4,27.023,KAN,,RAI,W 24-9,,6,25,4.17,0,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0
18,1993,1993-10-10,5,27.030,KAN,,CIN,W 17-15,,6,33,5.50,0,4,4,70,17.50,0,100.0%,17.50,0,0,,0,0,0
19,1993,1993-10-17,6,27.037,KAN,@,SDG,W 17-14,,4,28,7.00,0,6,3,14,4.67,0,50.0%,2.33,0,0,,0,0,0
20,1993,1993-10-31,7,27.051,KAN,@,MIA,L 10-30,,2,3,1.50,0,4,2,25,12.50,0,50.0%,6.25,0,0,,0,0,0
21,1993,1993-11-08,8,27.059,KAN,,GNB,W 23-16,,3,9,3.00,0,3,2,19,9.50,0,66.7%,6.33,1,47,47.00,0,0,0
22,1993,1993-11-14,9,27.065,KAN,@,RAI,W 31-20,,4,8,2.00,0,1,1,15,15.00,1,100.0%,15.00,0,0,,0,1,6
23,1993,1993-11-21,10,27.072,KAN,,CHI,L 17-19,,8,39,4.88,0,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0
24,1993,1993-11-28,11,27.079,KAN,,BUF,W 23-7,,4,10,2.50,0,3,1,5,5.00,0,33.3%,1.67,0,0,,0,0,0
25,1993,1993-12-05,12,27.086,KAN,@,SEA,W 31-16,,12,26,2.17,0,4,4,16,4.00,0,100.0%,4.00,0,0,,0,0,0
26,1993,1993-12-12,13,27.093,KAN,@,DEN,L 21-27,,3,21,7.00,0,3,3,17,5.67,0,100.0%,5.67,0,0,,0,0,0
27,1993,1993-12-19,14,27.100,KAN,,SDG,W 28-24,,3,29,9.67,0,7,4,30,7.50,0,57.1%,4.29,0,0,,0,0,0
28,1993,1993-12-26,15,27.107,KAN,@,MIN,L 10-30,,1,4,4.00,0,4,4,23,5.75,0,100.0%,5.75,0,0,,0,0,0
29,1993,1994-01-02,16,27.114,KAN,,SEA,W 34-24,,3,8,2.67,0,1,1,1,1.00,0,100.0%,1.00,0,0,,0,0,0
30,1994,1994-09-04,1,27.359,KAN,@,NOR,W 30-17,,5,15,3.00,0,6,5,49,9.80,0,83.3%,8.17,0,0,,0,0,0
31,1994,1994-09-11,2,28.001,KAN,,SFO,W 24-17,,4,8,2.00,0,8,7,35,5.00,0,87.5%,4.38,0,0,,0,0,0
32,1994,1994-09-18,3,28.008,KAN,@,ATL,W 30-10,,3,14,4.67,0,1,1,5,5.00,0,100.0%,5.00,1,19,19.00,0,0,0
33,1994,1994-09-25,4,28.015,KAN,,RAM,L 0-16,,3,14,4.67,0,7,4,28,7.00,0,57.1%,4.00,0,0,,0,0,0
34,1994,1994-10-09,5,28.029,KAN,@,SDG,L 6-20,,3,2,0.67,0,8,7,46,6.57,0,87.5%,5.75,0,0,,0,0,0
35,1994,1994-10-17,6,28.037,KAN,@,DEN,W 31-28,,2,11,5.50,0,8,6,56,9.33,0,75.0%,7.00,0,0,,0,0,0
36,1994,1994-10-23,7,28.043,KAN,,SEA,W 38-23,,1,6,6.00,0,7,5,33,6.60,1,71.4%,4.71,0,0,,0,1,6
37,1994,1994-10-30,8,28.050,KAN,@,BUF,L 10-44,,3,13,4.33,0,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0
38,1994,1994-11-06,9,28.057,KAN,,RAI,W 13-3,,2,6,3.00,0,4,4,24,6.00,0,100.0%,6.00,0,0,,0,0,0
39,1994,1994-11-13,10,28.064,KAN,,SDG,L 13-14,,13,40,3.08,1,13,6,42,7.00,0,46.2%,3.23,1,17,17.00,0,1,6
40,1994,1994-11-20,11,28.071,KAN,,CLE,W 20-13,,9,26,2.89,1,4,2,15,7.50,0,50.0%,3.75,0,0,,0,1,6
