ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1979,1979-09-02,1,24.106,CLE,@,NYJ,W 25-22,,,,,,,,,,,,,,
2,1979,1979-09-09,2,24.113,CLE,@,KAN,W 27-24,,,,,,,,,,,,,,
3,1979,1979-09-16,3,24.120,CLE,,BAL,W 13-10,,,,,,,,,,,,,,
4,1979,1979-09-24,4,24.128,CLE,,DAL,W 26-7,2,5,2.50,0,0,0,,0,0,0,,0,0,0
5,1979,1979-09-30,5,24.134,CLE,@,HOU,L 10-31,0,0,,0,1,17,17.00,0,0,0,,0,0,0
6,1979,1979-10-07,6,24.141,CLE,,PIT,L 35-51,,,,,,,,,,,,,,
7,1979,1979-10-14,7,24.148,CLE,,WAS,L 9-13,2,7,3.50,0,0,0,,0,0,0,,0,0,0
8,1979,1979-10-21,8,24.155,CLE,,CIN,W 28-27,,,,,,,,,,,,,,
9,1979,1979-10-28,9,24.162,CLE,@,STL,W 38-20,8,-3,-0.38,1,0,0,,0,0,0,,0,1,6
10,1979,1979-11-04,10,24.169,CLE,@,PHI,W 24-19,,,,,,,,,,,,,,
11,1979,1979-11-11,11,24.176,CLE,,SEA,L 24-29,0,0,,0,0,0,,0,1,0,0.00,0,0,0
12,1979,1979-11-18,12,24.183,CLE,,MIA,W 30-24,1,2,2.00,1,0,0,,0,0,0,,0,1,6
13,1979,1979-11-25,13,24.190,CLE,@,PIT,L 30-33,,,,,,,,,,,,,,
14,1979,1979-12-02,14,24.197,CLE,,HOU,W 14-7,1,0,0.00,0,0,0,,0,0,0,,0,0,0
15,1979,1979-12-09,15,24.204,CLE,@,OAK,L 14-19,,,,,,,,,,,,,,
16,1979,1979-12-16,16,24.211,CLE,@,CIN,L 12-16,,,,,,,,,,,,,,
