ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1976,1976-09-12,1,22.186,CIN,,DEN,W 17-7,,,,
2,1976,1976-10-03,4,22.207,CIN,@,CLE,W 45-24,,,,
3,1976,1976-10-10,5,22.214,CIN,,TAM,W 21-0,,,,
4,1976,1976-10-17,6,22.221,CIN,@,PIT,L 6-23,,,,
5,1976,1976-10-24,7,22.228,CIN,@,HOU,W 27-7,,,,
6,1976,1976-10-31,8,22.235,CIN,,CLE,W 21-6,,,,
7,1976,1976-11-08,9,22.243,CIN,,RAM,W 20-12,,,,
8,1976,1976-11-14,10,22.249,CIN,,HOU,W 31-27,,,,
9,1976,1976-11-21,11,22.256,CIN,@,KAN,W 27-24,,,,
10,1976,1976-11-28,12,22.263,CIN,,PIT,L 3-7,,,,
11,1976,1976-12-06,13,22.271,CIN,@,OAK,L 20-35,,,,
12,1976,1976-12-12,14,22.277,CIN,@,NYJ,W 42-3,,,,
13,1977,1977-09-25,2,23.199,CIN,,SEA,W 42-20,,,,
14,1977,1977-10-02,3,23.206,CIN,@,SDG,L 3-24,,,,
15,1977,1977-10-09,4,23.213,CIN,@,GNB,W 17-7,,,,
16,1977,1977-10-17,5,23.221,CIN,@,PIT,L 14-20,,,,
17,1977,1977-10-23,6,23.227,CIN,,DEN,L 13-24,,,,
18,1977,1977-10-30,7,23.234,CIN,,HOU,W 13-10,,,,
19,1977,1977-11-06,8,23.241,CIN,@,CLE,W 10-7,,,,
20,1977,1977-11-13,9,23.248,CIN,@,MIN,L 10-42,,,,
21,1977,1977-11-20,10,23.255,CIN,,MIA,W 23-17,,,,
22,1977,1977-11-27,11,23.262,CIN,,NYG,W 30-13,1,6,6.00,0
23,1977,1977-12-04,12,23.269,CIN,@,KAN,W 27-7,,,,
24,1977,1977-12-10,13,23.275,CIN,,PIT,W 17-10,,,,
25,1977,1977-12-18,14,23.283,CIN,@,HOU,L 16-21,,,,
26,1978,1978-09-24,4,24.198,CLE,@,PIT,L 9-15,,,,
27,1978,1978-10-01,5,24.205,CLE,,HOU,L 13-16,,,,
