ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2005,2005-09-12,1,24.242,PHI,@,ATL,L 10-14,,2,1,7,7.00,0,50.0%,3.50,0,0,,0,0,0,0.0,,
2,2005,2005-09-18,2,24.248,PHI,,SFO,W 42-3,,3,3,37,12.33,0,100.0%,12.33,0,0,,0,0,0,0.0,,
3,2005,2005-09-25,3,24.255,PHI,,OAK,W 23-20,*,3,1,6,6.00,0,33.3%,2.00,0,0,,0,0,0,0.0,,
4,2005,2005-10-02,4,24.262,PHI,@,KAN,W 37-31,,,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
5,2005,2005-10-09,5,24.269,PHI,@,DAL,L 10-33,*,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,0.0,,
6,2005,2005-10-23,6,24.283,PHI,,SDG,W 20-17,,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0,0.0,,
7,2005,2005-10-30,7,24.290,PHI,@,DEN,L 21-49,,4,2,44,22.00,0,50.0%,11.00,0,0,,0,0,0,0.0,,
8,2005,2005-11-06,8,24.297,PHI,@,WAS,L 10-17,*,8,5,94,18.80,1,62.5%,11.75,0,0,,0,1,6,0.0,,
9,2005,2005-11-14,9,24.305,PHI,,DAL,L 20-21,*,10,3,15,5.00,0,30.0%,1.50,0,0,,0,0,0,0.0,,
10,2005,2005-11-20,10,24.311,PHI,@,NYG,L 17-27,*,7,3,88,29.33,1,42.9%,12.57,0,0,,0,1,6,0.0,,
11,2005,2005-11-27,11,24.318,PHI,,GNB,W 19-14,*,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,,
12,2005,2005-12-05,12,24.326,PHI,,SEA,L 0-42,*,4,3,27,9.00,0,75.0%,6.75,0,0,,0,0,0,0.0,,
13,2005,2005-12-11,13,24.332,PHI,,NYG,L 23-26,*,8,5,72,14.40,0,62.5%,9.00,0,0,,0,0,0,0.0,,
14,2005,2005-12-18,14,24.339,PHI,@,STL,W 17-16,*,5,2,21,10.50,0,40.0%,4.20,1,5,5.00,0,0,0,0.0,,
15,2005,2005-12-24,15,24.345,PHI,@,ARI,L 21-27,*,9,6,69,11.50,0,66.7%,7.67,0,0,,0,0,0,0.0,,
16,2005,2006-01-01,16,24.353,PHI,,WAS,L 20-31,*,11,7,77,11.00,2,63.6%,7.00,0,0,,0,2,12,0.0,,
17,2006,2006-09-10,1,25.240,PHI,@,HOU,W 24-10,*,6,2,20,10.00,1,33.3%,3.33,0,0,,0,1,6,0.0,,
18,2006,2006-09-17,2,25.247,PHI,,NYG,L 24-30,*,1,1,23,23.00,1,100.0%,23.00,0,0,,0,1,6,0.0,,
19,2006,2006-09-24,3,25.254,PHI,@,SFO,W 38-24,*,11,5,106,21.20,0,45.5%,9.64,0,0,,0,0,0,0.0,,
20,2006,2006-10-02,4,25.262,PHI,,GNB,W 31-9,*,6,3,63,21.00,0,50.0%,10.50,1,8,8.00,0,0,0,0.0,,
21,2006,2006-10-08,5,25.268,PHI,,DAL,W 38-24,*,5,4,79,19.75,1,80.0%,15.80,0,0,,0,1,6,0.0,,
22,2006,2006-10-15,6,25.275,PHI,@,NOR,L 24-27,*,7,6,121,20.17,1,85.7%,17.29,1,15,15.00,1,2,12,0.0,,
23,2006,2006-10-22,7,25.282,PHI,@,TAM,L 21-23,*,6,4,77,19.25,1,66.7%,12.83,0,0,,0,1,6,0.0,,
24,2006,2006-10-29,8,25.289,PHI,,JAX,L 6-13,*,6,1,13,13.00,0,16.7%,2.17,0,0,,0,0,0,0.0,,
25,2006,2006-11-12,9,25.303,PHI,,WAS,W 27-3,*,3,1,18,18.00,0,33.3%,6.00,0,0,,0,0,0,0.0,,
26,2006,2006-11-19,10,25.310,PHI,,TEN,L 13-31,,10,2,31,15.50,0,20.0%,3.10,0,0,,0,0,0,0.0,,
27,2006,2006-11-26,11,25.317,PHI,@,IND,L 21-45,*,3,2,9,4.50,1,66.7%,3.00,0,0,,0,1,6,0.0,,
28,2006,2006-12-04,12,25.325,PHI,,CAR,W 27-24,*,8,5,79,15.80,1,62.5%,9.88,1,1,1.00,0,1,6,0.0,,
29,2006,2006-12-10,13,25.331,PHI,@,WAS,W 21-19,*,7,3,73,24.33,0,42.9%,10.43,0,0,,0,0,0,0.0,,
30,2006,2006-12-17,14,25.338,PHI,@,NYG,W 36-22,*,6,4,77,19.25,1,66.7%,12.83,0,0,,0,1,6,0.0,,
31,2006,2006-12-25,15,25.346,PHI,@,DAL,W 23-7,*,3,3,27,9.00,0,100.0%,9.00,0,0,,0,0,0,0.0,,
32,2006,2006-12-31,16,25.352,PHI,,ATL,W 24-17,*,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,,
