ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1998,1998-11-08,9,23.254,JAX,,CIN,W 24-11,,,,,,,,,,,,,,,,,,
2,1998,1998-12-13,14,23.289,JAX,,TEN,L 13-16,,12,18,66.67,107,0,1,59.3,2,12,5.94,3.44,2,21,10.50,0,0,0
3,1998,1998-12-20,15,23.296,JAX,@,MIN,L 10-50,*,12,27,44.44,88,1,2,34.2,4,29,3.26,0.67,5,33,6.60,0,0,0
4,1998,1998-12-28,16,23.304,JAX,,PIT,W 21-3,*,10,19,52.63,192,1,0,105.6,3,24,10.11,11.16,4,23,5.75,1,1,6
5,2000,2000-12-03,13,25.280,JAX,,CLE,W 48-0,,0,0,,0,0,0,,,,,,2,-2,-1.00,0,0,0
6,2001,2001-09-09,1,26.194,JAX,,PIT,W 21-3,,,,,,,,,0,,,,,,,,,
7,2001,2001-09-30,3,26.215,JAX,,CLE,L 14-23,,15,30,50.00,136,1,1,59.9,1,4,4.53,3.70,2,5,2.50,0,0,0
8,2001,2001-11-11,8,26.257,JAX,,CIN,W 30-13,,0,0,,0,0,0,,0,,,,1,-1,-1.00,0,0,0
9,2001,2001-11-18,9,26.264,JAX,@,PIT,L 7-20,*,17,31,54.84,225,0,0,78.0,5,39,7.26,7.26,4,39,9.75,0,0,0
10,2001,2001-12-09,12,26.285,JAX,@,CIN,W 14-10,,,,,,,,,0,,,,,,,,,
11,2001,2001-12-23,14,26.299,JAX,@,MIN,W 33-3,,0,0,,0,0,0,,0,,,,1,-1,-1.00,0,0,0
12,2002,2002-12-01,12,27.277,KAN,,ARI,W 49-0,,0,0,,0,0,0,,,,,,1,-1,-1.00,0,0,0
13,2004,2004-09-26,3,29.212,CHI,@,MIN,L 22-27,,0,3,0.00,0,0,0,39.6,1,7,0.00,0.00,0,0,,0,0,0
14,2004,2004-10-03,4,29.219,CHI,,PHI,L 9-19,*,26,43,60.47,215,1,0,81.1,4,23,5.00,5.47,0,0,,0,0,0
15,2004,2004-10-17,5,29.233,CHI,,WAS,L 10-13,*,10,22,45.45,65,0,1,33.5,4,31,2.95,0.91,2,32,16.00,0,0,0
16,2004,2004-10-24,6,29.240,CHI,@,TAM,L 7-19,*,5,9,55.56,47,0,0,70.1,2,13,5.22,5.22,1,3,3.00,0,0,0
17,2004,2004-11-25,11,29.272,CHI,@,DAL,L 7-21,,10,21,47.62,86,0,2,19.2,4,35,4.10,-0.19,0,0,,0,0,0
