ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,def_int,def_int_yds,def_int_td
1,1998,1998-09-06,1,22.129,MIN,,TAM,W 31-7,,,,
2,1998,1998-09-13,2,22.136,MIN,@,STL,W 38-31,,,,
3,1998,1998-09-20,3,22.143,MIN,,DET,W 29-6,,,,
4,1998,1998-09-27,4,22.150,MIN,@,CHI,W 31-28,,,,
5,1998,1998-10-05,5,22.158,MIN,@,GNB,W 37-24,,,,
6,1998,1998-10-18,6,22.171,MIN,,WAS,W 41-7,,,,
7,1998,1998-10-25,7,22.178,MIN,@,DET,W 34-13,,,,
8,1998,1998-11-01,8,22.185,MIN,@,TAM,L 24-27,,,,
9,1998,1998-11-15,10,22.199,MIN,,CIN,W 24-3,,,,
10,1998,1998-11-22,11,22.206,MIN,,GNB,W 28-14,,,,
11,1998,1998-11-26,12,22.210,MIN,@,DAL,W 46-36,,,,
12,1998,1998-12-06,13,22.220,MIN,,CHI,W 48-22,,,,
13,1998,1998-12-20,15,22.234,MIN,,JAX,W 50-10,,,,
14,1998,1998-12-26,16,22.240,MIN,@,TEN,W 26-16,,,,
15,1999,1999-09-12,1,23.135,MIN,@,ATL,W 17-14,*,,,
16,1999,1999-09-19,2,23.142,MIN,,OAK,L 17-22,*,,,
17,1999,1999-09-26,3,23.149,MIN,@,GNB,L 20-23,*,,,
18,1999,1999-10-03,4,23.156,MIN,,TAM,W 21-14,*,,,
19,1999,1999-10-10,5,23.163,MIN,,CHI,L 22-24,*,,,
20,1999,1999-11-07,8,23.191,SFO,,PIT,L 6-27,,,,
21,1999,1999-11-14,9,23.198,SFO,@,NOR,L 6-24,,,,
22,1999,1999-11-21,10,23.205,SFO,,STL,L 7-23,*,,,
23,1999,1999-11-29,11,23.213,SFO,,GNB,L 3-20,*,,,
24,1999,1999-12-05,12,23.219,SFO,@,CIN,L 30-44,*,,,
25,1999,1999-12-12,13,23.226,SFO,,ATL,W 26-7,*,,,
26,1999,1999-12-18,14,23.232,SFO,@,CAR,L 24-41,*,,,
27,1999,1999-12-26,15,23.240,SFO,,WAS,L 20-26,*,1,4,0
28,1999,2000-01-03,16,23.248,SFO,@,ATL,L 29-34,*,,,
29,2000,2000-10-29,8,24.182,NYG,,PHI,W 24-7,,,,
30,2000,2000-11-05,9,24.189,NYG,@,CLE,W 24-3,,,,
31,2000,2000-12-10,14,24.224,NYG,,PIT,W 30-10,,,,
