ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1986,1986-09-07,1,23.002,SFO,@,TAM,W 31-7,0,0,,0,0,0,,0,0,0,0.0,1,0,0
2,1986,1986-09-14,2,23.009,SFO,@,RAM,L 13-16,0,0,,0,0,0,,0,,,,,,
3,1986,1986-09-21,3,23.016,SFO,,NOR,W 26-17,0,0,,0,0,0,,0,,,,,,
4,1986,1986-09-28,4,23.023,SFO,@,MIA,W 31-16,0,0,,0,0,0,,0,0,0,0.0,1,1,0
5,1986,1986-10-05,5,23.030,SFO,,IND,W 35-14,0,0,,0,1,5,5.00,0,1,6,0.0,1,21,1
6,1986,1986-10-12,6,23.037,SFO,,MIN,L 24-27,0,0,,0,0,0,,0,,,,,,
7,1986,1986-10-19,7,23.044,SFO,@,ATL,T 10-10,0,0,,0,0,0,,0,,,,,,
8,1986,1986-10-26,8,23.051,SFO,@,GNB,W 31-17,1,15,15.00,0,0,0,,0,0,0,0.0,0,0,0
9,1986,1986-11-02,9,23.058,SFO,@,NOR,L 10-23,0,0,,0,0,0,,0,,,,,,
10,1986,1986-11-09,10,23.065,SFO,,STL,W 43-17,0,0,,0,0,0,,0,,,,,,
11,1986,1986-11-17,11,23.073,SFO,@,WAS,L 6-14,0,0,,0,0,0,,0,0,0,0.0,1,0,0
12,1986,1986-11-23,12,23.079,SFO,,ATL,W 20-0,0,0,,0,0,0,,0,,,,,,
13,1986,1986-12-01,13,23.087,SFO,,NYG,L 17-21,0,0,,0,0,0,,0,,,,,,
14,1986,1986-12-07,14,23.093,SFO,,NYJ,W 24-10,0,0,,0,0,0,,0,,,,,,
15,1986,1986-12-14,15,23.100,SFO,@,NWE,W 29-24,0,0,,0,0,0,,0,,,,,,
16,1986,1986-12-19,16,23.105,SFO,,RAM,W 24-14,0,0,,0,0,0,,0,0,0,0.0,2,11,0
17,1987,1987-09-13,1,24.008,SFO,@,PIT,L 17-30,,,,,,,,,,,,,,
18,1987,1987-09-20,2,24.015,SFO,@,CIN,W 27-26,,,,,,,,,,,,,,
19,1987,1987-10-25,6,24.050,SFO,@,NOR,W 24-22,,,,,,,,,,,,,,
20,1987,1987-11-01,7,24.057,SFO,@,RAM,W 31-10,,,,,,,,,,,,,,
21,1987,1987-11-08,8,24.064,SFO,,HOU,W 27-20,0,0,,0,0,0,,0,0,0,0.0,1,0,0
22,1987,1987-11-15,9,24.071,SFO,,NOR,L 24-26,,,,,,,,,,,,,,
23,1987,1987-11-22,10,24.078,SFO,@,TAM,W 24-10,,,,,,,,,,,,,,
24,1987,1987-11-29,11,24.085,SFO,,CLE,W 38-24,,,,,,,,,,,,,,
25,1987,1987-12-06,12,24.092,SFO,@,GNB,W 23-12,0,0,,0,0,0,,0,0,0,0.0,1,0,0
26,1987,1987-12-14,13,24.100,SFO,,CHI,W 41-0,,,,,,,,,,,,,,
27,1987,1987-12-20,14,24.106,SFO,,ATL,W 35-7,,,,,,,,,,,,,,
28,1987,1987-12-27,15,24.113,SFO,,RAM,W 48-0,,,,,,,,,,,,,,
29,1988,1988-09-04,1,24.365,SFO,@,NOR,W 34-33,,,,,,,,,,,,,,
30,1988,1988-09-11,2,25.006,SFO,@,NYG,W 20-17,,,,,,,,,,,,,,
31,1988,1988-09-18,3,25.013,SFO,,ATL,L 17-34,,,,,,,,,,,,,,
32,1988,1988-09-25,4,25.020,SFO,@,SEA,W 38-7,0,0,,0,0,0,,0,0,0,0.0,1,0,0
33,1988,1988-10-02,5,25.027,SFO,,DET,W 20-13,,,,,,,,,,,,,,
34,1988,1988-10-09,6,25.034,SFO,,DEN,L 13-16,0,0,,0,0,0,,0,0,0,0.0,1,0,0
35,1988,1988-10-16,7,25.041,SFO,@,RAM,W 24-21,,,,,,,,,,,,,,
36,1988,1988-10-24,8,25.049,SFO,@,CHI,L 9-10,0,0,,0,0,0,,0,0,0,0.0,1,0,0
37,1988,1988-10-30,9,25.055,SFO,,MIN,W 24-21,0,0,,0,0,0,,0,0,0,0.0,2,4,0
38,1988,1988-11-06,10,25.062,SFO,@,PHO,L 23-24,,,,,,,,,,,,,,
39,1988,1988-11-13,11,25.069,SFO,,RAI,L 3-9,,,,,,,,,,,,,,
40,1988,1988-11-21,12,25.077,SFO,,WAS,W 37-21,,,,,,,,,,,,,,
41,1988,1988-11-27,13,25.083,SFO,@,SDG,W 48-10,0,0,,0,0,0,,0,0,0,0.0,1,7,0
42,1988,1988-12-04,14,25.090,SFO,@,ATL,W 13-3,,,,,,,,,,,,,,
43,1988,1988-12-11,15,25.097,SFO,,NOR,W 30-17,,,,,,,,,,,,,,
44,1988,1988-12-18,16,25.104,SFO,,RAM,L 16-38,0,0,,0,0,0,,0,0,0,0.0,1,0,0
45,1989,1989-09-10,1,26.005,SFO,@,IND,W 30-24,0,0,,0,0,0,,0,0,0,0.0,1,18,0
46,1989,1989-10-29,8,26.054,SFO,@,NYJ,W 23-10,,,,,,,,,,,,,,
47,1989,1989-11-06,9,26.062,SFO,,NOR,W 31-13,,,,,,,,,,,,,,
48,1989,1989-11-19,11,26.075,SFO,,GNB,L 17-21,,,,,,,,,,,,,,
49,1989,1989-11-27,12,26.083,SFO,,NYG,W 34-24,,,,,,,,,,,,,,
50,1989,1989-12-03,13,26.089,SFO,@,ATL,W 23-10,,,,,,,,,,,,,,
51,1989,1989-12-11,14,26.097,SFO,@,RAM,W 30-27,,,,,,,,,,,,,,
52,1990,1990-09-09,1,27.004,MIA,@,NWE,W 27-24,,,,,,,,,,,,,,
53,1990,1990-09-16,2,27.011,MIA,,BUF,W 30-7,,,,,,,,,,,,,,
54,1990,1990-09-23,3,27.018,MIA,@,NYG,L 3-20,,,,,,,,,,,,,,
55,1990,1990-09-30,4,27.025,MIA,@,PIT,W 28-6,0,0,,0,0,0,,0,0,0,0.0,2,21,0
56,1990,1990-10-07,5,27.032,MIA,,NYJ,W 20-16,,,,,,,,,,,,,,
57,1990,1990-10-18,6,27.043,MIA,,NWE,W 17-10,,,,,,,,,,,,,,
58,1990,1990-10-28,7,27.053,MIA,@,IND,W 27-7,,,,,,,,,,,,,,
59,1990,1990-11-04,8,27.060,MIA,,PHO,W 23-3,,,,,,,,,,,,,,
60,1990,1990-11-11,9,27.067,MIA,@,NYJ,W 17-3,0,0,,0,0,0,,0,0,0,0.0,1,17,0
61,1990,1990-11-19,10,27.075,MIA,,RAI,L 10-13,,,,,,,,,,,,,,
62,1990,1990-11-25,11,27.081,MIA,@,CLE,W 30-13,,,,,,,,,,,,,,
63,1990,1990-12-02,12,27.088,MIA,@,WAS,L 20-42,,,,,,,,,,,,,,
64,1990,1990-12-09,13,27.095,MIA,,PHI,W 23-20,,,,,,,,,,,,,,
65,1990,1990-12-16,14,27.102,MIA,,SEA,W 24-17,0,0,,0,0,0,,0,0,0,0.0,1,2,0
