ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1992,1992-09-06,1,24.335,BUF,,RAM,W 40-7,,0,0,,0,0.0%,,1,31,31.00,0
2,1992,1992-09-13,2,24.342,BUF,@,SFO,W 34-31,,0,0,,0,0.0%,,1,16,16.00,0
3,1992,1992-09-20,3,24.349,BUF,,IND,W 38-0,2,2,36,18.00,0,100.0%,18.00,0,0,,0
4,1992,1992-09-27,4,24.356,BUF,@,NWE,W 41-7,,0,0,,0,0.0%,,2,34,17.00,0
5,1992,1992-10-04,5,24.363,BUF,,MIA,L 10-37,5,3,39,13.00,0,60.0%,7.80,0,0,,0
6,1992,1992-10-11,6,25.004,BUF,@,RAI,L 3-20,3,2,64,32.00,0,66.7%,21.33,0,0,,0
7,1992,1992-10-26,7,25.019,BUF,@,NYJ,W 24-20,2,0,0,,0,0.0%,0.00,1,16,16.00,0
8,1993,1993-12-12,13,26.066,BUF,@,PHI,W 10-7,,0,0,,0,0.0%,,2,40,20.00,0
