ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,2014,2014-09-29,4,22.331,NWE,@,KAN,L 14-41,,6,7,85.71,70,1,0,147.9,1,6,10.00,12.86,0,0,,0,0,0,0,,0,0.0%,,0,0
2,2014,2014-10-05,5,22.337,NWE,,CIN,W 43-17,,0,0,,0,0,0,,0,0,,,3,-4,-1.33,0,0,0,0,,0,0.0%,,0,0
3,2014,2014-10-26,8,22.358,NWE,,CHI,W 51-23,,3,3,100.00,22,0,0,97.2,1,11,7.33,7.33,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0
4,2014,2014-11-16,10,23.014,NWE,@,IND,W 42-20,,0,0,,0,0,0,,0,0,,,2,-2,-1.00,0,0,0,0,,0,0.0%,,0,0
5,2014,2014-12-14,14,23.042,NWE,,MIA,W 41-13,,,,,,,,,,,,,,,,,,,,,,0.0%,,,
6,2014,2014-12-28,16,23.056,NWE,,BUF,L 9-17,,10,17,58.82,90,0,0,73.2,3,19,5.29,5.29,4,16,4.00,0,0,0,0,,0,0.0%,,0,0
7,2015,2015-09-27,3,23.329,NWE,,JAX,W 51-17,,0,0,,0,0,0,,0,0,,,2,-2,-1.00,0,0,0,0,,0,0.0%,,0,0
8,2015,2015-10-11,4,23.343,NWE,@,DAL,W 30-6,,0,0,,0,0,0,,0,0,,,2,-2,-1.00,0,0,0,0,,0,0.0%,,0,0
9,2015,2015-10-29,7,23.361,NWE,,MIA,W 36-7,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,0,0
10,2015,2015-11-08,8,24.006,NWE,,WAS,W 27-10,,0,0,,0,0,0,,0,0,,,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0
11,2015,2016-01-03,16,24.062,NWE,@,MIA,L 10-20,,1,4,25.00,6,0,0,39.6,0,0,1.50,1.50,0,0,,0,0,0,0,,0,0.0%,,0,0
12,2016,2016-09-11,1,24.314,NWE,@,ARI,W 23-21,*,24,33,72.73,264,1,0,106.1,2,7,8.00,8.61,4,12,3.00,0,1,1,3,3.00,0,100.0%,3.00,0,0
13,2016,2016-09-18,2,24.321,NWE,,MIA,W 31-24,*,18,26,69.23,232,3,0,135.4,0,0,8.92,11.23,0,0,,0,0,0,0,,0,0.0%,,0,0
14,2016,2016-10-09,5,24.342,NWE,@,CLE,W 33-13,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,2,-3,-1.50,0,0,0,0,,0,0.0%,,0,0
15,2016,2016-10-30,8,24.363,NWE,@,BUF,W 41-25,,0,0,,0,0,0,,1,8,,,1,-1,-1.00,0,0,0,0,,0,0.0%,,0,0
16,2016,2016-12-24,15,25.052,NWE,,NYJ,W 41-3,,1,2,50.00,6,0,0,56.2,0,0,3.00,3.00,3,-2,-0.67,0,0,0,0,,0,0.0%,,0,0
17,2016,2017-01-01,16,25.060,NWE,@,MIA,W 35-14,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,0,,0,0.0%,,0,0
18,2017,2017-11-26,11,26.024,SFO,,SEA,L 13-24,,2,2,100.00,18,1,0,143.7,0,0,9.00,19.00,1,4,4.00,0,0,0,0,,0,0.0%,,0,0
19,2017,2017-12-03,12,26.031,SFO,@,CHI,W 15-14,*,26,37,70.27,293,0,1,82.4,2,15,7.92,6.70,4,8,2.00,0,0,0,0,,0,0.0%,,0,0
20,2017,2017-12-10,13,26.038,SFO,@,HOU,W 26-16,*,20,33,60.61,334,1,1,92.2,2,20,10.12,9.36,5,-3,-0.60,0,0,0,0,,0,0.0%,,0,0
21,2017,2017-12-17,14,26.045,SFO,,TEN,W 25-23,*,31,43,72.09,381,1,0,106.8,3,18,8.86,9.33,0,0,,0,1,1,-6,-6.00,0,100.0%,-6.00,0,0
22,2017,2017-12-24,15,26.052,SFO,,JAX,W 44-33,*,21,30,70.00,242,2,1,102.4,1,4,8.07,7.90,3,3,1.00,1,0,0,0,,0,0.0%,,1,6
23,2017,2017-12-31,16,26.059,SFO,@,LAR,W 34-13,*,20,33,60.61,292,2,2,84.4,0,0,8.85,7.33,2,-1,-0.50,0,0,0,0,,0,0.0%,,0,0
24,2018,2018-09-09,1,26.311,SFO,@,MIN,L 16-24,*,15,33,45.45,261,1,3,45.1,3,24,7.91,4.42,2,6,3.00,0,0,0,0,,0,0.0%,,0,0
25,2018,2018-09-16,2,26.318,SFO,,DET,W 30-27,*,18,26,69.23,206,2,0,118.4,6,50,7.92,9.46,3,4,1.33,0,0,0,0,,0,0.0%,,0,0
26,2018,2018-09-23,3,26.325,SFO,@,KAN,L 27-38,*,20,30,66.67,251,2,0,114.7,4,23,8.37,9.70,3,23,7.67,0,0,0,0,,0,0.0%,,0,0
