ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2011,2011-11-17,10,23.021,NYJ,@,DEN,L 13-17,,7,11,1.57,0,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
2,2011,2011-12-11,13,23.045,NYJ,,KAN,W 37-10,,6,10,1.67,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
3,2012,2012-09-09,1,23.318,NYJ,,BUF,W 48-28,,3,10,3.33,0,1,1,16,16.00,0,100.0%,16.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
4,2012,2012-09-16,2,23.325,NYJ,@,PIT,L 10-27,,9,33,3.67,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
5,2012,2012-09-23,3,23.332,NYJ,@,MIA,W 23-20,,10,45,4.50,0,5,2,24,12.00,0,40.0%,4.80,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
6,2012,2012-09-30,4,23.339,NYJ,,SFO,L 0-34,*,4,11,2.75,0,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
7,2012,2012-10-08,5,23.347,NYJ,,HOU,L 17-23,,4,18,4.50,0,4,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
8,2012,2012-10-14,6,23.353,NYJ,,IND,W 35-9,,4,14,3.50,0,2,1,1,1.00,0,50.0%,0.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
9,2012,2012-11-11,9,24.015,NYJ,@,SEA,L 7-28,,1,7,7.00,0,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
10,2012,2012-11-18,10,24.022,NYJ,@,STL,W 27-13,,11,42,3.82,2,2,2,18,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,0,,,0,0,,0,2,12,0.0,0,0
11,2012,2012-11-22,11,24.026,NYJ,,NWE,L 19-49,,12,40,3.33,1,3,2,13,6.50,0,66.7%,4.33,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0.0,0,0
12,2012,2012-12-02,12,24.036,NYJ,,ARI,W 7-6,*,12,58,4.83,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
13,2012,2012-12-09,13,24.043,NYJ,@,JAX,W 17-10,,19,78,4.11,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0.0,0,0
14,2012,2012-12-17,14,24.051,NYJ,@,TEN,L 10-14,,6,28,4.67,0,2,2,15,7.50,0,100.0%,7.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
15,2012,2012-12-23,15,24.057,NYJ,,SDG,L 17-27,,3,-3,-1.00,0,4,4,37,9.25,0,100.0%,9.25,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
16,2012,2012-12-30,16,24.064,NYJ,@,BUF,L 9-28,,12,56,4.67,0,6,2,12,6.00,0,33.3%,2.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
17,2013,2013-09-08,1,24.316,NYJ,,TAM,W 18-17,*,12,29,2.42,0,5,4,35,8.75,0,80.0%,7.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
18,2013,2013-09-12,2,24.320,NYJ,@,NWE,L 10-13,*,13,48,3.69,1,5,2,22,11.00,0,40.0%,4.40,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0.0,0,0
19,2013,2013-09-22,3,24.330,NYJ,,BUF,W 27-20,,27,149,5.52,0,3,2,9,4.50,0,66.7%,3.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
20,2013,2013-09-29,4,24.337,NYJ,@,TEN,L 13-38,*,14,66,4.71,0,5,3,42,14.00,0,60.0%,8.40,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,2,0
21,2013,2013-10-07,5,24.345,NYJ,@,ATL,W 30-28,*,12,38,3.17,0,2,1,9,9.00,0,50.0%,4.50,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
22,2013,2013-10-13,6,24.351,NYJ,,PIT,L 6-19,*,9,30,3.33,0,3,3,20,6.67,0,100.0%,6.67,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
23,2013,2013-10-20,7,24.358,NYJ,,NWE,W 30-27,*,3,6,2.00,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
24,2013,2013-10-27,8,25.000,NYJ,@,CIN,L 9-49,*,10,19,1.90,0,6,4,20,5.00,0,66.7%,3.33,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
25,2013,2013-11-03,9,25.007,NYJ,,NOR,W 26-20,,9,29,3.22,0,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
26,2013,2013-11-17,10,25.021,NYJ,@,BUF,L 14-37,*,5,27,5.40,0,1,1,1,1.00,0,100.0%,1.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
27,2013,2013-11-24,11,25.028,NYJ,@,BAL,L 3-19,*,11,41,3.73,0,4,3,24,8.00,0,75.0%,6.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
28,2013,2013-12-01,12,25.035,NYJ,,MIA,L 3-23,*,7,34,4.86,0,5,3,25,8.33,0,60.0%,5.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,0,0
29,2013,2013-12-08,13,25.042,NYJ,,OAK,W 37-27,,8,14,1.75,0,1,1,24,24.00,0,100.0%,24.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,1,0
