ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,safety_md,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
43,2014,2014-09-14,2,25.062,DAL,@,TEN,W 26-10,*,,0,0,1.0,5,2,1,0,0
44,2014,2014-09-28,4,25.076,DAL,,NOR,W 38-17,,,0,0,0.0,2,0,0,0,0
45,2014,2014-10-05,5,25.083,DAL,,HOU,W 20-17,*,,0,0,0.0,5,1,0,0,0
46,2014,2014-10-12,6,25.090,DAL,@,SEA,W 30-23,*,,0,0,0.0,1,3,1,0,0
47,2014,2014-10-19,7,25.097,DAL,,NYG,W 31-21,*,,0,0,0.0,4,0,0,0,0
48,2014,2014-10-27,8,25.105,DAL,,WAS,L 17-20,*,,0,0,0.0,5,2,0,0,0
49,2014,2014-11-02,9,25.111,DAL,,ARI,L 17-28,*,,0,0,0.0,4,2,0,0,0
50,2014,2014-11-23,11,25.132,DAL,@,NYG,W 31-28,*,,0,0,0.0,10,1,0,0,0
51,2014,2014-11-27,12,25.136,DAL,,PHI,L 10-33,*,,0,0,0.0,6,1,0,0,0
52,2014,2014-12-04,13,25.143,DAL,@,CHI,W 41-28,*,,0,0,0.0,10,0,0,0,0
53,2014,2014-12-14,14,25.153,DAL,@,PHI,W 38-27,*,,0,0,0.0,3,2,0,0,0
54,2014,2014-12-21,15,25.160,DAL,,IND,W 42-7,*,,0,0,0.0,3,1,0,0,0
55,2015,2015-10-11,5,26.089,DAL,,NWE,L 6-30,*,,0,0,1.0,4,4,0,0,0
56,2015,2015-10-25,6,26.103,DAL,@,NYG,L 20-27,*,,0,0,0.0,4,0,0,0,0
57,2015,2015-11-01,7,26.110,DAL,,SEA,L 12-13,*,,0,0,0.0,3,1,0,0,0
58,2015,2015-11-08,8,26.117,DAL,,PHI,L 27-33,*,,0,0,0.0,2,1,0,0,0
59,2015,2015-11-15,9,26.124,DAL,@,TAM,L 6-10,*,,0,0,0.0,6,2,0,0,0
60,2015,2015-11-22,10,26.131,DAL,@,MIA,W 24-14,*,,1,6,0.0,3,0,1,12,1
61,2015,2015-11-26,11,26.135,DAL,,CAR,L 14-33,*,,0,0,0.0,7,5,0,0,0
62,2015,2015-12-07,12,26.146,DAL,@,WAS,W 19-16,*,,0,0,0.0,5,5,0,0,0
63,2015,2015-12-13,13,26.152,DAL,@,GNB,L 7-28,*,,0,0,0.0,5,6,0,0,0
64,2015,2015-12-27,15,26.166,DAL,@,BUF,L 6-16,*,,0,0,1.0,5,0,0,0,0
65,2015,2016-01-03,16,26.173,DAL,,WAS,L 23-34,*,,0,0,0.0,6,6,0,0,0
