ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs
1,2000,2000-12-11,14,24.332,BUF,@,IND,L 20-44,
2,2000,2000-12-17,15,24.338,BUF,,NWE,L 10-13,
3,2000,2000-12-23,16,24.344,BUF,@,SEA,W 42-23,
4,2001,2001-09-30,3,25.259,BUF,,PIT,L 3-20,
5,2001,2001-10-18,5,25.277,BUF,@,JAX,W 13-10,
6,2001,2001-10-28,6,25.287,BUF,@,SDG,L 24-27,*
7,2001,2001-11-04,7,25.294,BUF,,IND,L 14-30,*
8,2001,2001-11-11,8,25.301,BUF,@,NWE,L 11-21,
9,2001,2001-11-18,9,25.308,BUF,,SEA,L 20-23,
10,2001,2001-11-25,10,25.315,BUF,,MIA,L 27-34,
11,2001,2001-12-30,15,25.350,BUF,@,NYJ,W 14-9,
12,2001,2002-01-06,16,25.357,BUF,@,MIA,L 7-34,
