ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1975,1975-09-28,2,22.033,NOR,,CIN,L 0-21,,,,,,,,,,,,
2,1975,1975-10-05,3,22.040,NOR,@,ATL,L 7-14,,,,,,,,,,,,
3,1975,1975-10-12,4,22.047,NOR,,GNB,W 20-19,,,,,,,,,,,,
4,1975,1975-10-19,5,22.054,NOR,@,SFO,L 21-35,,,,,,,,,,,,
5,1975,1975-10-26,6,22.061,NOR,@,RAM,L 14-38,,,,,,,,,,,,
6,1975,1975-11-02,7,22.068,NOR,,ATL,W 23-7,1,7,7.00,0,0,0,,0,0,0,,0
7,1975,1975-11-09,8,22.075,NOR,@,OAK,L 10-48,0,0,,0,0,0,,0,1,10,10.00,0
8,1975,1975-11-16,9,22.082,NOR,,MIN,L 7-20,,,,,,,,,,,,
9,1975,1975-11-23,10,22.089,NOR,,SFO,L 6-16,,,,,,,,,,,,
10,1975,1975-11-30,11,22.096,NOR,@,CLE,L 16-17,6,8,1.33,0,0,0,,0,1,16,16.00,0
11,1975,1975-12-07,12,22.103,NOR,,RAM,L 7-14,,,,,,,,,,,,
12,1975,1975-12-14,13,22.110,NOR,@,NYG,L 14-28,6,19,3.17,0,0,0,,0,2,36,18.00,0
13,1975,1975-12-21,14,22.117,NOR,,CHI,L 17-42,4,28,7.00,0,1,2,2.00,0,2,36,18.00,0
14,1976,1976-10-24,7,23.059,NYJ,,BAL,L 0-20,,,,,,,,,,,,
