ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2009,2009-09-13,1,22.232,NYG,,WAS,W 23-17,,,,,,,0.0%,,,,,,,,,,
2,2009,2009-09-20,2,22.239,NYG,@,DAL,W 33-31,,,,,,,0.0%,,,,,,,,,,
3,2009,2009-09-27,3,22.246,NYG,@,TAM,W 24-0,,2,2,8,4.00,0,100.0%,4.00,0,0,,0,0,0,0.0,0,0
4,2009,2009-10-04,4,22.253,NYG,@,KAN,W 27-16,,1,1,15,15.00,0,100.0%,15.00,0,0,,0,0,0,0.0,0,0
5,2009,2009-10-11,5,22.260,NYG,,OAK,W 44-7,,2,2,12,6.00,0,100.0%,6.00,0,0,,0,0,0,0.0,0,0
6,2009,2009-10-18,6,22.267,NYG,@,NOR,L 27-48,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,0,0
7,2009,2009-10-25,7,22.274,NYG,,ARI,L 17-24,,,,,,,0.0%,,,,,,,,,,
8,2009,2009-11-01,8,22.281,NYG,@,PHI,L 17-40,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,0.0,1,0
9,2009,2009-11-08,9,22.288,NYG,,SDG,L 20-21,,,,,,,0.0%,,,,,,,,,,
10,2009,2009-11-22,10,22.302,NYG,,ATL,W 34-31,,,,,,,0.0%,,,,,,,,,,
11,2009,2009-11-26,11,22.306,NYG,@,DEN,L 6-26,,,,,,,0.0%,,,,,,,,,,
12,2009,2009-12-13,13,22.323,NYG,,PHI,L 38-45,,,,,,,0.0%,,,,,,,,,,
13,2009,2009-12-21,14,22.331,NYG,@,WAS,W 45-12,,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,0.0,0,0
14,2009,2009-12-27,15,22.337,NYG,,CAR,L 9-41,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
15,2009,2010-01-03,16,22.344,NYG,@,MIN,L 7-44,*,2,2,16,8.00,0,100.0%,8.00,1,3,3.00,0,0,0,0.0,0,0
16,2010,2010-09-12,1,23.231,NYG,,CAR,W 31-18,*,2,2,11,5.50,0,100.0%,5.50,0,0,,0,0,0,0.0,0,0
17,2010,2010-09-19,2,23.238,NYG,@,IND,L 14-38,,1,1,1,1.00,0,100.0%,1.00,0,0,,0,0,0,0.0,0,0
18,2010,2010-09-26,3,23.245,NYG,,TEN,L 10-29,,2,2,23,11.50,0,100.0%,11.50,0,0,,0,0,0,0.0,1,0
19,2010,2010-10-03,4,23.252,NYG,,CHI,W 17-3,,2,1,25,25.00,0,50.0%,12.50,0,0,,0,0,0,0.0,0,0
