ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1988,1988-09-11,2,22.262,ATL,,NOR,L 21-29,,1,12,12.00,0,,,0,0,,0,0,0,,0,0,0
2,1988,1988-09-18,3,22.269,ATL,@,SFO,W 34-17,,0,0,,0,,,,,,,0,0,,0,,
3,1988,1988-09-25,4,22.276,ATL,@,DAL,L 20-26,,1,15,15.00,0,,,0,0,,0,2,46,23.00,0,0,0
4,1988,1988-10-02,5,22.283,ATL,,SEA,L 20-31,,0,0,,0,,,0,0,,0,3,52,17.33,0,0,0
5,1988,1988-10-09,6,22.290,ATL,,RAM,L 0-33,,0,0,,0,,,,,,,0,0,,0,,
6,1988,1988-10-16,7,22.297,ATL,@,DEN,L 14-30,,1,15,15.00,0,,,0,0,,0,0,0,,0,0,0
7,1988,1988-10-23,8,22.304,ATL,,NYG,L 16-23,,1,20,20.00,0,,,0,0,,0,0,0,,0,0,0
8,1988,1988-10-30,9,22.311,ATL,@,PHI,W 27-24,,2,68,34.00,2,,,0,0,,0,0,0,,0,2,12
9,1988,1988-11-06,10,22.318,ATL,,GNB,W 20-0,,1,16,16.00,0,,,0,0,,0,0,0,,0,0,0
10,1988,1988-11-13,11,22.325,ATL,,SDG,L 7-10,,1,22,22.00,1,,,0,0,,0,0,0,,0,1,6
11,1988,1988-11-20,12,22.332,ATL,@,RAI,W 12-6,,1,3,3.00,0,,,0,0,,0,0,0,,0,0,0
12,1988,1988-11-27,13,22.339,ATL,,TAM,W 17-10,,2,44,22.00,1,,,0,0,,0,0,0,,0,1,6
13,1988,1988-12-04,14,22.346,ATL,,SFO,L 3-13,,1,10,10.00,0,,,0,0,,0,0,0,,0,0,0
14,1988,1988-12-11,15,22.353,ATL,@,RAM,L 7-22,,1,7,7.00,0,,,0,0,,0,0,0,,0,0,0
15,1988,1988-12-18,16,22.360,ATL,@,NOR,L 9-10,,0,0,,0,,,0,0,,0,1,15,15.00,0,0,0
16,1989,1989-09-10,1,23.260,ATL,,RAM,L 21-31,,4,62,15.50,1,,,0,0,,0,0,0,,0,1,6
17,1989,1989-09-17,2,23.267,ATL,,DAL,W 27-21,,5,57,11.40,0,,,1,0,0.00,0,0,0,,0,0,0
18,1989,1989-09-24,3,23.274,ATL,@,IND,L 9-13,,1,10,10.00,0,,,1,21,21.00,0,0,0,,0,0,0
19,1989,1989-10-01,4,23.281,ATL,@,GNB,L 21-23,,2,25,12.50,0,,,0,0,,0,0,0,,0,0,0
20,1989,1989-10-08,5,23.288,ATL,@,RAM,L 14-26,,2,55,27.50,0,,,0,0,,0,0,0,,0,0,0
21,1989,1989-10-15,6,23.295,ATL,,NWE,W 16-15,,1,13,13.00,0,,,0,0,,0,0,0,,0,0,0
22,1989,1989-10-22,7,23.302,ATL,@,PHO,L 20-34,,4,66,16.50,0,,,1,2,2.00,0,0,0,,0,0,0
23,1989,1989-11-19,11,23.330,ATL,,NOR,L 17-26,,0,0,,0,,,0,0,,0,,,,,0,
24,1989,1989-11-26,12,23.337,ATL,@,NYJ,L 7-27,,0,0,,0,,,0,0,,0,,,,,0,
25,1989,1989-12-03,13,23.344,ATL,,SFO,L 10-23,,4,53,13.25,0,,,0,0,,0,0,0,,0,0,0
26,1989,1989-12-10,14,23.351,ATL,@,MIN,L 17-43,,5,88,17.60,0,,,1,12,12.00,0,0,0,,0,0,0
27,1989,1989-12-17,15,23.358,ATL,,WAS,L 30-31,,6,190,31.67,2,,,0,0,,0,0,0,,0,2,12
28,1989,1989-12-24,16,24.000,ATL,,DET,L 24-31,,6,62,10.33,1,,,0,0,,0,0,0,,0,1,6
29,1990,1990-09-09,1,24.259,ATL,,HOU,W 47-27,,4,30,7.50,0,,,0,0,,0,0,0,,0,0,0
30,1990,1990-09-16,2,24.266,ATL,@,DET,L 14-21,,1,60,60.00,0,,,0,0,,0,0,0,,0,0,0
31,1990,1990-10-07,4,24.287,ATL,,NOR,W 28-27,,3,66,22.00,0,,,0,0,,0,0,0,,0,0,0
32,1990,1990-10-14,5,24.294,ATL,,SFO,L 35-45,,1,9,9.00,0,,,0,0,,0,0,0,,0,0,0
33,1990,1990-10-28,7,24.308,ATL,,CIN,W 38-17,,2,24,12.00,0,,,0,0,,0,0,0,,0,0,0
34,1990,1990-11-11,9,24.322,ATL,@,CHI,L 24-30,,4,48,12.00,0,,,0,0,,0,0,0,,0,0,0
35,1990,1990-11-18,10,24.329,ATL,,PHI,L 23-24,,3,70,23.33,0,,,0,0,,0,0,0,,0,0,0
36,1990,1990-11-25,11,24.336,ATL,@,NOR,L 7-10,,3,16,5.33,0,,,0,0,,0,0,0,,0,0,0
37,1990,1990-12-02,12,24.343,ATL,@,TAM,L 17-23,,1,12,12.00,0,,,0,0,,0,0,0,,0,0,0
38,1990,1990-12-09,13,24.350,ATL,,PHO,L 13-24,,3,59,19.67,0,,,0,0,,0,0,0,,0,0,0
39,1990,1990-12-16,14,24.357,ATL,@,CLE,L 10-13,,1,11,11.00,0,,,0,0,,0,0,0,,0,0,0
40,1990,1990-12-23,15,24.364,ATL,,RAM,W 20-13,,3,32,10.67,0,,,0,0,,0,0,0,,0,0,0
41,1990,1990-12-30,16,25.006,ATL,,DAL,W 26-7,,2,8,4.00,0,,,0,0,,0,0,0,,0,0,0
42,1991,1991-09-01,1,25.251,ATL,@,KAN,L 3-14,,1,16,16.00,0,,,0,0,,0,0,0,,0,0,0
43,1991,1991-09-08,2,25.258,ATL,,MIN,L 19-20,,2,25,12.50,0,,,0,0,,0,0,0,,0,0,0
44,1991,1991-09-15,3,25.265,ATL,@,SDG,W 13-10,,2,31,15.50,0,,,0,0,,0,0,0,,0,0,0
45,1991,1991-09-22,4,25.272,ATL,,RAI,W 21-17,,3,59,19.67,1,,,0,0,,0,0,0,,0,1,6
46,1991,1991-09-29,5,25.279,ATL,,NOR,L 6-27,,2,13,6.50,0,,,0,0,,0,0,0,,0,0,0
47,1991,1991-10-13,6,25.293,ATL,@,SFO,W 39-34,,5,94,18.80,1,,,0,0,,0,0,0,,0,1,6
48,1991,1991-10-20,7,25.300,ATL,@,PHO,L 10-16,,2,35,17.50,0,,,0,0,,0,0,0,,0,0,0
49,1991,1991-10-27,8,25.307,ATL,,RAM,W 31-14,,4,110,27.50,1,,,0,0,,0,0,0,,0,1,6
50,1991,1991-11-03,9,25.314,ATL,,SFO,W 17-14,,1,44,44.00,1,,,0,0,,0,0,0,,0,1,6
51,1991,1991-11-10,10,25.321,ATL,@,WAS,L 17-56,,2,105,52.50,1,,,0,0,,0,0,0,,0,1,6
52,1991,1991-11-17,11,25.328,ATL,,TAM,W 43-7,,3,54,18.00,0,,,0,0,,0,0,0,,0,0,0
53,1991,1991-11-24,12,25.335,ATL,@,NOR,W 23-20,,6,187,31.17,2,,,0,0,,0,0,0,,0,2,12
54,1991,1991-12-01,13,25.342,ATL,,GNB,W 35-31,,2,29,14.50,0,,,0,0,,0,0,0,,0,0,0
55,1991,1991-12-08,14,25.349,ATL,@,RAM,W 31-14,,6,112,18.67,1,,,0,0,,0,0,0,,0,1,6
56,1991,1991-12-15,15,25.356,ATL,,SEA,W 26-13,,4,60,15.00,1,,,0,0,,0,0,0,,0,1,6
57,1991,1991-12-22,16,25.363,ATL,@,DAL,L 27-31,,5,148,29.60,2,,,0,0,,0,0,0,,0,2,12
58,1992,1992-09-06,1,26.257,ATL,,NYJ,W 20-17,6,4,45,11.25,2,66.7%,7.50,0,0,,0,0,0,,0,2,12
59,1992,1992-09-13,2,26.264,ATL,@,WAS,L 17-24,4,1,89,89.00,1,25.0%,22.25,0,0,,0,0,0,,0,1,6
60,1992,1992-10-04,5,26.285,ATL,,GNB,W 24-10,3,2,20,10.00,0,66.7%,6.67,0,0,,0,0,0,,0,0,0
61,1992,1992-10-11,6,26.292,ATL,@,MIA,L 17-21,6,3,29,9.67,0,50.0%,4.83,0,0,,0,0,0,,0,0,0
62,1992,1992-10-18,7,26.299,ATL,@,SFO,L 17-56,7,3,58,19.33,1,42.9%,8.29,0,0,,0,0,0,,0,1,6
63,1992,1992-11-01,8,26.313,ATL,,RAM,W 30-28,10,5,86,17.20,2,50.0%,8.60,0,0,,0,0,0,,0,2,12
64,1992,1992-11-09,9,26.321,ATL,,SFO,L 3-41,7,6,83,13.83,0,85.7%,11.86,0,0,,0,0,0,,0,0,0
65,1992,1992-11-15,10,26.327,ATL,,PHO,W 20-17,8,5,61,12.20,0,62.5%,7.63,0,0,,0,0,0,,0,0,0
66,1992,1992-11-22,11,26.334,ATL,@,BUF,L 14-41,5,1,12,12.00,0,20.0%,2.40,0,0,,0,0,0,,0,0,0
67,1992,1992-11-29,12,26.341,ATL,,NWE,W 34-0,2,1,11,11.00,0,50.0%,5.50,0,0,,0,0,0,,0,0,0
68,1992,1992-12-03,13,26.345,ATL,@,NOR,L 14-22,1,1,13,13.00,1,100.0%,13.00,0,0,,0,0,0,,0,1,6
69,1992,1992-12-13,14,26.355,ATL,@,TAM,W 35-7,6,5,113,22.60,2,83.3%,18.83,0,0,,0,0,0,,0,2,12
70,1992,1992-12-21,15,26.363,ATL,,DAL,L 17-41,8,5,100,20.00,0,62.5%,12.50,0,0,,0,0,0,,0,0,0
71,1992,1992-12-27,16,27.003,ATL,@,RAM,L 27-38,10,6,88,14.67,1,60.0%,8.80,0,0,,0,0,0,,0,1,6
72,1993,1993-09-05,1,27.255,ATL,@,DET,L 13-30,11,4,32,8.00,0,36.4%,2.91,0,0,,0,0,0,,0,0,0
73,1993,1993-09-12,2,27.262,ATL,,NOR,L 31-34,8,7,182,26.00,2,87.5%,22.75,0,0,,0,0,0,,0,2,12
74,1993,1993-09-19,3,27.269,ATL,@,SFO,L 30-37,7,6,55,9.17,0,85.7%,7.86,0,0,,0,0,0,,0,0,0
75,1993,1993-09-27,4,27.277,ATL,,PIT,L 17-45,11,5,43,8.60,0,45.5%,3.91,0,0,,0,0,0,,0,0,0
76,1993,1993-10-03,5,27.283,ATL,@,CHI,L 0-6,10,6,56,9.33,0,60.0%,5.60,0,0,,0,0,0,,0,0,0
77,1993,1993-10-14,6,27.294,ATL,,RAM,W 30-24,6,2,15,7.50,0,33.3%,2.50,0,0,,0,0,0,,0,0,0
78,1993,1993-10-24,7,27.304,ATL,@,NOR,W 26-15,5,4,47,11.75,1,80.0%,9.40,0,0,,0,0,0,,0,1,6
79,1993,1993-10-31,8,27.311,ATL,,TAM,L 24-31,14,7,49,7.00,0,50.0%,3.50,0,0,,0,0,0,,0,0,0
80,1993,1993-11-14,9,27.325,ATL,@,RAM,W 13-0,4,1,11,11.00,0,25.0%,2.75,0,0,,0,0,0,,0,0,0
81,1993,1993-11-21,10,27.332,ATL,,DAL,W 27-14,10,6,61,10.17,0,60.0%,6.10,0,0,,0,0,0,,0,0,0
82,1993,1993-11-28,11,27.339,ATL,,CLE,W 17-14,9,4,47,11.75,0,44.4%,5.22,0,0,,0,0,0,,0,0,0
83,1993,1993-12-05,12,27.346,ATL,@,HOU,L 17-33,13,8,55,6.88,0,61.5%,4.23,0,0,,0,0,0,,0,0,0
84,1993,1993-12-11,13,27.352,ATL,,SFO,W 27-24,10,5,40,8.00,1,50.0%,4.00,0,0,,0,0,0,,0,1,6
85,1993,1993-12-19,14,27.360,ATL,@,WAS,L 17-30,8,5,63,12.60,0,62.5%,7.88,0,0,,0,0,0,,0,0,0
86,1993,1993-12-26,15,28.002,ATL,@,CIN,L 17-21,5,0,0,,0,0.0%,0.00,,,,,,,,,,
87,1993,1994-01-02,16,28.009,ATL,,PHO,L 10-27,4,2,22,11.00,0,50.0%,5.50,0,0,,0,0,0,,0,0,0
88,1994,1994-09-04,1,28.254,NOR,,KAN,L 17-30,8,5,71,14.20,0,62.5%,8.88,0,0,,0,0,0,,0,0,0
89,1994,1994-09-11,2,28.261,NOR,,WAS,L 24-38,9,6,87,14.50,1,66.7%,9.67,0,0,,0,0,0,,0,1,6
90,1994,1994-09-18,3,28.268,NOR,@,TAM,W 9-7,5,2,13,6.50,0,40.0%,2.60,0,0,,0,0,0,,0,0,0
91,1994,1994-09-25,4,28.275,NOR,@,SFO,L 13-24,16,7,81,11.57,0,43.8%,5.06,1,13,13.00,0,0,0,,0,0,0
92,1994,1994-10-02,5,28.282,NOR,,NYG,W 27-22,4,2,68,34.00,0,50.0%,17.00,0,0,,0,0,0,,0,0,0
93,1994,1994-10-09,6,28.289,NOR,@,CHI,L 7-17,16,8,84,10.50,0,50.0%,5.25,0,0,,0,0,0,,0,0,0
94,1994,1994-10-16,7,28.296,NOR,,SDG,L 22-36,9,7,51,7.29,0,77.8%,5.67,1,15,15.00,0,0,0,,0,0,0
95,1994,1994-10-23,8,28.303,NOR,,RAM,W 37-34,7,4,36,9.00,0,57.1%,5.14,1,12,12.00,0,0,0,,0,0,0
96,1994,1994-11-06,9,28.317,NOR,@,MIN,L 20-21,10,6,85,14.17,1,60.0%,8.50,0,0,,0,0,0,,0,1,6
97,1994,1994-11-13,10,28.324,NOR,,ATL,W 33-32,5,3,55,18.33,0,60.0%,11.00,0,0,,0,0,0,,0,0,0
98,1994,1994-11-20,11,28.331,NOR,@,RAI,L 19-24,7,3,25,8.33,0,42.9%,3.57,0,0,,0,0,0,,0,0,0
99,1994,1994-11-28,12,28.339,NOR,,SFO,L 14-35,8,4,66,16.50,0,50.0%,8.25,0,0,,0,0,0,,0,0,0
100,1994,1994-12-04,13,28.345,NOR,@,RAM,W 31-15,9,5,80,16.00,1,55.6%,8.89,1,3,3.00,0,0,0,,0,1,6
101,1994,1994-12-11,14,28.352,NOR,@,ATL,W 29-20,11,5,103,20.60,1,45.5%,9.36,0,0,,0,0,0,,0,1,6
102,1994,1994-12-19,15,28.360,NOR,,DAL,L 16-24,9,7,59,8.43,0,77.8%,6.56,0,0,,0,0,0,,0,0,0
103,1994,1994-12-24,16,29.000,NOR,@,DEN,W 30-28,3,3,21,7.00,1,100.0%,7.00,0,0,,0,0,0,,0,1,6
104,1995,1995-09-03,1,29.253,NOR,,SFO,L 22-24,11,5,97,19.40,1,45.5%,8.82,0,0,,0,0,0,,0,1,6
105,1995,1995-09-10,2,29.260,NOR,@,STL,L 13-17,4,4,49,12.25,0,100.0%,12.25,0,0,,0,0,0,,0,0,0
106,1995,1995-09-17,3,29.267,NOR,,ATL,L 24-27,11,5,59,11.80,1,45.5%,5.36,0,0,,0,0,0,,0,1,6
107,1995,1995-09-24,4,29.274,NOR,@,NYG,L 29-45,6,4,68,17.00,0,66.7%,11.33,0,0,,0,0,0,,0,0,0
108,1995,1995-10-01,5,29.281,NOR,,PHI,L 10-15,4,0,0,,0,0.0%,0.00,,,,,,,,,,
109,1995,1995-10-15,6,29.295,NOR,,MIA,W 33-30,3,2,45,22.50,2,66.7%,15.00,0,0,,0,0,0,,0,2,12
110,1995,1995-10-22,7,29.302,NOR,@,CAR,L 3-20,10,5,48,9.60,0,50.0%,4.80,0,0,,0,0,0,,0,0,0
111,1995,1995-10-29,8,29.309,NOR,@,SFO,W 11-7,7,3,49,16.33,0,42.9%,7.00,0,0,,0,0,0,,0,0,0
112,1995,1995-11-05,9,29.316,NOR,,STL,W 19-10,5,2,19,9.50,0,40.0%,3.80,0,0,,0,0,0,,0,0,0
113,1995,1995-11-12,10,29.323,NOR,,IND,W 17-14,3,0,0,,0,0.0%,0.00,,,,,,,,,,
114,1995,1995-11-19,11,29.330,NOR,@,MIN,L 24-43,4,2,55,27.50,0,50.0%,13.75,0,0,,0,0,0,,0,0,0
115,1995,1995-11-26,12,29.337,NOR,,CAR,W 34-26,4,1,13,13.00,0,25.0%,3.25,0,0,,0,0,0,,0,0,0
116,1995,1995-12-03,13,29.344,NOR,@,NWE,W 31-17,4,0,0,,0,0.0%,0.00,,,,,,,,,,
117,1995,1995-12-10,14,29.351,NOR,@,ATL,L 14-19,9,6,77,12.83,0,66.7%,8.56,0,0,,0,0,0,,0,0,0
118,1995,1995-12-16,15,29.357,NOR,,GNB,L 23-34,3,0,0,,0,0.0%,0.00,,,,,,,,,,
119,1995,1995-12-24,16,30.000,NOR,@,NYJ,W 12-0,7,2,18,9.00,0,28.6%,2.57,0,0,,0,0,0,,0,0,0
120,1996,1996-09-01,1,30.252,NOR,@,SFO,L 11-27,6,3,24,8.00,0,50.0%,4.00,0,0,,0,0,0,,0,0,0
121,1996,1996-09-08,2,30.259,NOR,,CAR,L 20-22,3,2,82,41.00,0,66.7%,27.33,0,0,,0,0,0,,0,0,0
122,1996,1996-09-15,3,30.266,NOR,@,CIN,L 15-30,10,5,156,31.20,0,50.0%,15.60,0,0,,0,0,0,,0,0,0
123,1996,1996-09-22,4,30.273,NOR,,ARI,L 14-28,5,3,30,10.00,0,60.0%,6.00,0,0,,0,0,0,,0,0,0
124,1996,1996-09-29,5,30.280,NOR,@,BAL,L 10-17,7,6,94,15.67,1,85.7%,13.43,0,0,,0,0,0,,0,1,6
125,1996,1996-10-06,6,30.287,NOR,,JAX,W 17-13,5,1,10,10.00,0,20.0%,2.00,0,0,,0,0,0,,0,0,0
126,1996,1996-10-13,7,30.294,NOR,,CHI,W 27-24,7,4,39,9.75,1,57.1%,5.57,0,0,,0,0,0,,0,1,6
127,1996,1996-10-20,8,30.301,NOR,@,CAR,L 7-19,3,1,10,10.00,0,33.3%,3.33,0,0,,0,0,0,,0,0,0
128,1996,1996-11-03,9,30.315,NOR,,SFO,L 17-24,10,5,121,24.20,1,50.0%,12.10,0,0,,0,0,0,,0,1,6
129,1996,1996-11-10,10,30.322,NOR,,HOU,L 14-31,7,2,48,24.00,1,28.6%,6.86,0,0,,0,0,0,,0,1,6
130,1996,1996-11-17,11,30.329,NOR,@,ATL,L 15-17,9,6,79,13.17,0,66.7%,8.78,0,0,,0,0,0,,0,0,0
131,1996,1996-11-24,12,30.336,NOR,@,TAM,L 7-13,3,1,16,16.00,0,33.3%,5.33,0,0,,0,0,0,,0,0,0
132,1996,1996-12-01,13,30.343,NOR,,STL,L 10-26,3,0,0,,0,0.0%,0.00,,,,,,,,,,
133,1996,1996-12-08,14,30.350,NOR,,ATL,L 15-31,,0,0,,0,0.0%,,,,,,,,,,,
134,1996,1996-12-15,15,30.357,NOR,@,NYG,W 17-3,3,1,12,12.00,0,33.3%,4.00,0,0,,0,0,0,,0,0,0
135,1996,1996-12-21,16,30.363,NOR,@,STL,L 13-14,6,4,65,16.25,0,66.7%,10.83,0,0,,0,0,0,,0,0,0
136,1997,1997-08-31,1,31.250,ATL,@,DET,L 17-28,7,2,34,17.00,1,28.6%,4.86,0,0,,0,0,0,,0,1,6
137,1997,1997-09-07,2,31.257,ATL,,CAR,L 6-9,1,0,0,,0,0.0%,0.00,,,,,,,,,,
138,1997,1997-09-14,3,31.264,ATL,,OAK,L 31-36,3,3,41,13.67,0,100.0%,13.67,0,0,,0,0,0,,0,0,0
139,1997,1997-10-12,6,31.292,ATL,@,NOR,W 23-17,2,0,0,,0,0.0%,0.00,,,,,,,,,,
140,1997,1997-10-19,7,31.299,ATL,,SFO,L 28-35,3,2,23,11.50,0,66.7%,7.67,0,0,,0,0,0,,0,0,0
141,1997,1997-10-26,8,31.306,ATL,@,CAR,L 12-21,5,2,20,10.00,0,40.0%,4.00,0,0,,0,0,0,,0,0,0
142,1997,1997-11-02,9,31.313,ATL,,STL,W 34-31,3,1,6,6.00,0,33.3%,2.00,0,0,,0,0,0,,0,0,0
143,1997,1997-11-09,10,31.320,ATL,,TAM,L 10-31,1,0,0,,0,0.0%,0.00,,,,,,,,,,
