ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1980,1980-09-07,1,23.078,HOU,@,PIT,L 17-31,,,,,,,,,,,,,,
2,1980,1980-09-15,2,23.086,HOU,@,CLE,W 16-7,,,,,,,,,,,,,,
3,1980,1980-09-21,3,23.092,HOU,,BAL,W 21-16,,,,,,,,,,,,,,
4,1980,1980-09-28,4,23.099,HOU,@,CIN,W 13-10,,,,,,,,,,,,,,
5,1980,1980-10-05,5,23.106,HOU,,SEA,L 7-26,,,,,,,,,,,,,,
6,1980,1980-10-12,6,23.113,HOU,@,KAN,L 20-21,,,,,,,,,,,,,,
7,1980,1980-10-19,7,23.120,HOU,,TAM,W 20-14,,,,,,,,,,,,,,
8,1980,1980-10-26,8,23.127,HOU,,CIN,W 23-3,,,,,,,,,,,,,,
9,1980,1980-11-02,9,23.134,HOU,@,DEN,W 20-16,,,,,,,,,,,,,,
10,1980,1980-11-10,10,23.142,HOU,,NWE,W 38-34,,,,,,,,,,,,,,
11,1980,1980-11-16,11,23.148,HOU,@,CHI,W 10-6,,,,,,,,,,,,,,
12,1980,1980-11-23,12,23.155,HOU,@,NYJ,L 28-31,,,,,,,,,,,,,,
13,1980,1980-11-30,13,23.162,HOU,,CLE,L 14-17,,,,,,,,,,,,,,
14,1980,1980-12-04,14,23.166,HOU,,PIT,W 6-0,,,,,,,,,,,,,,
15,1980,1980-12-14,15,23.176,HOU,@,GNB,W 22-3,,,,,,,,,,,,,,
16,1980,1980-12-21,16,23.183,HOU,,MIN,W 20-16,,,,,,,,,,,,,,
17,1981,1981-09-06,1,24.077,HOU,@,RAM,W 27-20,1,12,12.00,0,2,7,3.50,0,0,0,,0,0,0
18,1981,1981-09-13,2,24.084,HOU,@,CLE,W 9-3,1,48,48.00,0,4,10,2.50,0,0,0,,0,0,0
19,1981,1981-09-20,3,24.091,HOU,,MIA,L 10-16,0,0,,0,0,0,,0,0,0,,0,0,
20,1981,1981-09-27,4,24.098,HOU,@,NYJ,L 17-33,1,11,11.00,0,1,2,2.00,0,0,0,,0,0,0
21,1981,1981-10-04,5,24.105,HOU,,CIN,W 17-10,0,0,,0,1,2,2.00,0,0,0,,0,0,0
22,1981,1981-10-11,6,24.112,HOU,,SEA,W 35-17,0,0,,0,1,1,1.00,0,0,0,,0,0,0
23,1981,1981-10-18,7,24.119,HOU,@,NWE,L 10-38,2,16,8.00,0,2,7,3.50,0,0,0,,0,0,0
24,1981,1981-10-26,8,24.127,HOU,@,PIT,L 13-26,2,39,19.50,0,0,0,,0,0,0,,0,0,0
25,1981,1981-11-01,9,24.133,HOU,@,CIN,L 21-34,1,7,7.00,0,6,49,8.17,0,2,33,16.50,0,0,0
26,1981,1981-11-08,10,24.140,HOU,,OAK,W 17-16,1,2,2.00,0,6,21,3.50,0,0,0,,0,0,0
27,1981,1981-11-15,11,24.147,HOU,@,KAN,L 10-23,2,20,10.00,0,2,23,11.50,0,0,0,,0,0,0
28,1981,1981-11-22,12,24.154,HOU,,NOR,L 24-27,1,4,4.00,0,0,0,,0,0,0,,0,0,0
29,1981,1981-11-29,13,24.161,HOU,,ATL,L 27-31,2,8,4.00,1,0,0,,0,1,3,3.00,0,1,6
30,1981,1981-12-03,14,24.165,HOU,,CLE,W 17-13,1,19,19.00,0,0,0,,0,0,0,,0,0,0
31,1981,1981-12-13,15,24.175,HOU,@,SFO,L 6-28,9,62,6.89,0,3,11,3.67,0,0,0,,0,0,0
32,1981,1981-12-20,16,24.182,HOU,,PIT,W 21-20,5,30,6.00,0,3,13,4.33,0,0,0,,0,0,0
33,1982,1982-11-21,3,25.153,HOU,,PIT,L 10-24,2,17,8.50,0,4,9,2.25,0,0,0,,0,0,0
34,1982,1982-11-28,4,25.160,HOU,@,NWE,L 21-29,5,25,5.00,0,1,-1,-1.00,0,0,0,,0,0,0
35,1982,1982-12-05,5,25.167,HOU,@,NYG,L 14-17,1,4,4.00,0,0,0,,0,0,0,,0,0,0
36,1982,1982-12-19,7,25.181,HOU,@,PHI,L 14-35,0,0,,0,0,0,,0,,,,,0,
37,1982,1982-12-26,8,25.188,HOU,,CLE,L 14-20,2,9,4.50,0,3,7,2.33,0,0,0,,0,0,0
38,1982,1983-01-02,9,25.195,HOU,,CIN,L 27-35,2,20,10.00,0,0,0,,0,0,0,,0,0,0
39,1983,1983-10-09,6,26.110,TAM,@,DAL,L 24-27,0,0,,0,0,0,,0,0,0,,0,0,
40,1983,1983-10-16,7,26.117,TAM,,STL,L 27-34,0,0,,0,0,0,,0,0,0,,0,0,
41,1983,1983-10-23,8,26.124,TAM,,NOR,L 21-24,0,0,,0,1,2,2.00,0,0,0,,0,0,0
42,1983,1983-10-30,9,26.131,TAM,@,PIT,L 12-17,1,10,10.00,0,0,0,,0,0,0,,0,0,0
43,1983,1983-11-06,10,26.138,TAM,@,MIN,W 17-12,0,0,,0,0,0,,0,0,0,,0,0,
44,1983,1983-11-13,11,26.145,TAM,@,CLE,L 0-20,1,4,4.00,0,0,0,,0,0,0,,0,0,0
45,1983,1983-11-20,12,26.152,TAM,,CHI,L 0-27,0,0,,0,0,0,,0,0,0,,0,0,
46,1983,1983-11-27,13,26.159,TAM,,HOU,W 33-24,3,43,14.33,1,3,15,5.00,0,0,0,,0,1,6
47,1983,1983-12-04,14,26.166,TAM,@,SFO,L 21-35,4,44,11.00,0,1,7,7.00,0,0,0,,0,0,0
48,1983,1983-12-12,15,26.174,TAM,,GNB,L 9-12,5,67,13.40,1,2,6,3.00,0,0,0,,0,1,6
49,1983,1983-12-18,16,26.180,TAM,@,DET,L 20-23,1,5,5.00,0,0,0,,0,1,10,10.00,0,0,0
50,1984,1984-09-02,1,27.073,TAM,@,CHI,L 14-34,1,2,2.00,0,1,3,3.00,0,0,0,,0,0,0
51,1984,1984-09-09,2,27.080,TAM,@,NOR,L 13-17,4,41,10.25,1,3,11,3.67,0,0,0,,0,1,6
52,1984,1984-09-16,3,27.087,TAM,,DET,W 21-17,0,0,,0,0,0,,0,,,,,0,
53,1984,1984-09-23,4,27.094,TAM,@,NYG,L 14-17,1,2,2.00,0,1,1,1.00,1,0,0,,0,1,6
54,1984,1984-09-30,5,27.101,TAM,,GNB,W 30-27,1,16,16.00,0,0,0,,0,0,0,,0,0,0
55,1984,1984-10-07,6,27.108,TAM,,MIN,W 35-31,0,0,,0,1,1,1.00,1,0,0,,0,1,6
56,1984,1984-10-14,7,27.115,TAM,@,DET,L 7-13,2,8,4.00,0,0,0,,0,0,0,,0,0,0
57,1984,1984-10-21,8,27.122,TAM,,CHI,L 9-44,0,0,,0,0,0,,0,,,,,0,
58,1984,1984-11-04,10,27.136,TAM,@,MIN,L 24-27,1,10,10.00,0,0,0,,0,0,0,,0,0,0
59,1984,1984-11-11,11,27.143,TAM,,NYG,W 20-17,3,26,8.67,0,1,0,0.00,0,0,0,,0,0,0
60,1984,1984-11-18,12,27.150,TAM,@,SFO,L 17-24,2,11,5.50,0,0,0,,0,0,0,,0,0,0
61,1984,1984-11-25,13,27.157,TAM,,RAM,L 33-34,2,17,8.50,1,0,0,,0,0,0,,0,1,6
62,1984,1984-12-02,14,27.164,TAM,@,GNB,L 14-27,2,22,11.00,1,2,12,6.00,0,0,0,,0,1,6
63,1984,1984-12-09,15,27.171,TAM,,ATL,W 23-6,2,7,3.50,0,1,6,6.00,0,0,0,,0,0,0
64,1984,1984-12-16,16,27.178,TAM,,NYJ,W 41-21,1,18,18.00,0,0,0,,0,0,0,,0,0,0
65,1985,1985-09-08,1,28.079,TAM,@,CHI,L 28-38,0,0,,0,0,0,,0,,,,,0,
66,1985,1985-09-15,2,28.086,TAM,,MIN,L 16-31,0,0,,0,0,0,,0,,,,,0,
67,1985,1985-09-22,3,28.093,TAM,@,NOR,L 13-20,0,0,,0,0,0,,0,,,,,0,
68,1985,1985-09-29,4,28.100,TAM,@,DET,L 9-30,0,0,,0,0,0,,0,,,,,0,
69,1985,1985-10-06,5,28.107,TAM,,CHI,L 19-27,0,0,,0,0,0,,0,,,,,0,
70,1985,1985-10-13,6,28.114,TAM,,RAM,L 27-31,0,0,,0,0,0,,0,,,,,0,
71,1985,1985-10-20,7,28.121,TAM,@,MIA,L 38-41,0,0,,0,0,0,,0,,,,,0,
72,1985,1985-10-27,8,28.128,TAM,,NWE,L 14-32,0,0,,0,0,0,,0,,,,,0,
73,1985,1985-11-03,9,28.135,TAM,@,NYG,L 20-22,1,3,3.00,0,2,6,3.00,0,0,0,,0,0,0
74,1985,1985-11-10,10,28.142,TAM,,STL,W 16-0,1,1,1.00,1,0,0,,0,0,0,,0,1,6
75,1985,1985-11-17,11,28.149,TAM,@,NYJ,L 28-62,0,0,,0,0,0,,0,,,,,0,
76,1985,1985-11-24,12,28.156,TAM,,DET,W 19-16,0,0,,0,0,0,,0,,,,,0,
77,1985,1985-12-01,13,28.163,TAM,@,GNB,L 0-21,0,0,,0,0,0,,0,,,,,0,
78,1985,1985-12-08,14,28.170,TAM,@,MIN,L 7-26,0,0,,0,0,0,,0,,,,,0,
79,1985,1985-12-15,15,28.177,TAM,,IND,L 23-31,0,0,,0,0,0,,0,,,,,0,
80,1985,1985-12-22,16,28.184,TAM,,GNB,L 17-20,0,0,,0,0,0,,0,,,,,0,
