ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1976,1976-09-12,1,23.253,NYG,@,WAS,L 17-19,1,8,8.00,0,1,15,15.00,0,3,11,3.67,0,0,0
2,1976,1976-09-19,2,23.260,NYG,@,PHI,L 7-20,0,0,,0,2,46,23.00,0,3,6,2.00,0,0,0
3,1976,1976-09-26,3,23.267,NYG,@,RAM,L 10-24,1,21,21.00,0,2,44,22.00,0,2,32,16.00,0,0,0
4,1976,1976-10-03,4,23.274,NYG,@,STL,L 21-27,0,0,,0,4,98,24.50,0,2,5,2.50,0,0,0
5,1976,1976-10-10,5,23.281,NYG,,DAL,L 14-24,3,67,22.33,1,2,42,21.00,0,0,0,,0,1,6
6,1976,1976-10-17,6,23.288,NYG,@,MIN,L 7-24,3,20,6.67,0,2,49,24.50,0,1,-3,-3.00,0,0,0
7,1976,1976-10-24,7,23.295,NYG,,PIT,L 0-27,1,21,21.00,0,3,59,19.67,0,3,22,7.33,0,0,0
8,1976,1976-10-31,8,23.302,NYG,,PHI,L 0-10,8,102,12.75,0,0,0,,0,5,5,1.00,0,0,0
9,1976,1976-11-07,9,23.309,NYG,@,DAL,L 3-9,1,10,10.00,0,2,41,20.50,0,0,0,,0,0,0
10,1976,1976-11-28,12,23.330,NYG,,SEA,W 28-16,,,,,,,,,,,,,,
11,1976,1976-12-05,13,23.337,NYG,,DET,W 24-10,0,0,,0,0,0,,0,1,4,4.00,0,0,0
12,1976,1976-12-12,14,23.344,NYG,,STL,L 14-17,0,0,,0,2,50,25.00,0,4,24,6.00,0,0,0
13,1977,1977-09-18,1,24.258,NYG,,WAS,W 20-17,2,44,22.00,0,0,0,,0,0,0,,0,0,0
14,1977,1977-09-25,2,24.265,NYG,@,DAL,L 21-41,3,27,9.00,0,0,0,,0,0,0,,0,0,0
15,1977,1977-10-02,3,24.272,NYG,@,ATL,L 3-17,4,118,29.50,0,0,0,,0,0,0,,0,0,0
16,1977,1977-10-09,4,24.279,NYG,,PHI,L 10-28,2,92,46.00,1,0,0,,0,1,14,14.00,0,1,6
17,1977,1977-10-16,5,24.286,NYG,,SFO,W 20-17,,,,,,,,,,,,,,
18,1977,1977-10-23,6,24.293,NYG,@,WAS,W 17-6,3,33,11.00,1,0,0,,0,1,50,50.00,0,1,6
19,1977,1977-10-31,7,24.301,NYG,@,STL,L 0-28,1,9,9.00,0,0,0,,0,0,0,,0,0,0
20,1977,1977-11-06,8,24.307,NYG,,DAL,L 10-24,1,22,22.00,0,0,0,,0,0,0,,0,0,0
21,1977,1977-11-13,9,24.314,NYG,@,TAM,W 10-0,1,18,18.00,0,0,0,,0,0,0,,0,0,0
22,1977,1977-11-20,10,24.321,NYG,,CLE,L 7-21,,,,,,,,,,,,,,
23,1977,1977-11-27,11,24.328,NYG,@,CIN,L 13-30,2,28,14.00,1,0,0,,0,2,9,4.50,0,1,6
24,1977,1977-12-04,12,24.335,NYG,,STL,W 27-7,0,0,,0,0,0,,0,1,-3,-3.00,0,0,0
25,1977,1977-12-11,13,24.342,NYG,@,PHI,L 14-17,0,0,,0,0,0,,0,1,-1,-1.00,0,0,0
26,1977,1977-12-18,14,24.349,NYG,,CHI,L 9-12,3,31,10.33,0,0,0,,0,1,18,18.00,0,0,0
27,1978,1978-09-02,1,25.242,NYG,@,TAM,W 19-13,2,28,14.00,0,0,0,,0,1,-4,-4.00,0,0,0
28,1978,1978-09-10,2,25.250,NYG,,DAL,L 24-34,4,100,25.00,0,0,0,,0,1,0,0.00,0,0,0
29,1978,1978-09-17,3,25.257,NYG,,KAN,W 26-10,1,18,18.00,0,0,0,,0,0,0,,0,0,0
30,1978,1978-09-24,4,25.264,NYG,,SFO,W 27-10,1,10,10.00,0,0,0,,0,0,0,,0,0,0
31,1978,1978-10-01,5,25.271,NYG,@,ATL,L 20-23,,,,,,,,,,,,,,
32,1978,1978-10-08,6,25.278,NYG,@,DAL,L 3-24,2,53,26.50,0,0,0,,0,4,45,11.25,0,0,0
33,1978,1978-10-15,7,25.285,NYG,,TAM,W 17-14,,,,,,,,,,,,,,
34,1978,1978-10-22,8,25.292,NYG,,WAS,W 17-6,1,43,43.00,1,0,0,,0,1,-1,-1.00,0,1,6
35,1978,1978-10-29,9,25.299,NYG,@,NOR,L 17-28,4,79,19.75,0,0,0,,0,2,18,9.00,0,0,0
36,1978,1978-11-05,10,25.306,NYG,@,STL,L 10-20,1,52,52.00,1,0,0,,0,4,36,9.00,0,1,6
37,1978,1978-11-12,11,25.313,NYG,@,WAS,L 13-16,0,0,,0,0,0,,0,2,-3,-1.50,0,0,0
38,1978,1978-11-19,12,25.320,NYG,,PHI,L 17-19,4,73,18.25,0,0,0,,0,1,8,8.00,0,0,0
39,1978,1978-11-26,13,25.327,NYG,@,BUF,L 17-41,1,10,10.00,0,0,0,,0,0,0,,0,0,0
40,1978,1978-12-03,14,25.334,NYG,,RAM,L 17-20,4,66,16.50,0,0,0,,0,2,3,1.50,0,0,0
41,1978,1978-12-10,15,25.341,NYG,,STL,W 17-0,2,2,1.00,0,0,0,,0,1,4,4.00,0,0,0
42,1978,1978-12-17,16,25.348,NYG,@,PHI,L 3-20,5,86,17.20,0,0,0,,0,0,0,,0,0,0
43,1979,1979-09-02,1,26.242,NYG,@,PHI,L 17-23,3,28,9.33,0,0,0,,0,0,0,,0,0,0
44,1979,1979-09-09,2,26.249,NYG,,STL,L 14-27,,,,,,,,,,,,,,
45,1979,1979-09-17,3,26.257,NYG,@,WAS,L 0-27,1,31,31.00,0,0,0,,0,0,0,,0,0,0
46,1979,1979-09-23,4,26.263,NYG,,PHI,L 13-17,,,,,,,,,,,,,,
47,1979,1979-09-30,5,26.270,NYG,@,NOR,L 14-24,1,15,15.00,0,0,0,,0,3,21,7.00,0,0,0
48,1979,1979-11-11,11,26.312,NYG,,ATL,W 24-3,4,31,7.75,0,0,0,,0,0,0,,0,0,0
49,1979,1979-11-18,12,26.319,NYG,@,TAM,L 3-31,,,,,,,,,,,,,,
50,1979,1979-11-25,13,26.326,NYG,,WAS,W 14-6,1,6,6.00,0,0,0,,0,0,0,,0,0,0
51,1979,1979-12-02,14,26.333,NYG,@,DAL,L 7-28,2,20,10.00,0,1,30,30.00,0,0,0,,0,0,0
52,1979,1979-12-09,15,26.340,NYG,@,STL,L 20-29,0,0,,0,6,110,18.33,0,1,6,6.00,0,0,0
53,1979,1979-12-16,16,26.347,NYG,,BAL,L 7-31,1,15,15.00,0,0,0,,0,2,2,1.00,0,0,0
54,1980,1980-09-07,1,27.248,SFO,@,NOR,W 26-23,,,,,,,,,,,,,,
55,1980,1980-09-14,2,27.255,SFO,,STL,W 24-21,0,0,,0,0,0,,0,1,9,9.00,0,0,0
56,1980,1980-09-21,3,27.262,SFO,@,NYJ,W 37-27,0,0,,0,0,0,,0,2,27,13.50,0,0,0
57,1980,1980-12-07,14,27.339,SFO,,NOR,W 38-35,,,,,,,,,,,,,,
58,1980,1980-12-14,15,27.346,SFO,@,ATL,L 10-35,,,,,,,,,,,,,,
