ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
11,2002,2002-11-24,11,21.358,HOU,,NYG,W 16-14,*,4,2,14,7.00,0,50.0%,3.50,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,0,0,0.0,,
12,2002,2002-12-01,12,22.000,HOU,@,IND,L 3-19,,5,2,18,9.00,0,40.0%,3.60,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,0,0,0.0,,
13,2002,2002-12-08,13,22.007,HOU,@,PIT,W 24-6,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,1,0,0.00,0,,0,0,0.0,,
14,2002,2002-12-15,14,22.014,HOU,,BAL,L 19-23,*,2,1,10,10.00,0,50.0%,5.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,0,0,0.0,,
15,2002,2002-12-22,15,22.021,HOU,@,WAS,L 10-26,*,4,1,16,16.00,0,25.0%,4.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,0,0,0.0,,
16,2002,2002-12-29,16,22.028,HOU,,TEN,L 3-13,,9,6,73,12.17,0,66.7%,8.11,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,0,0,0.0,,
17,2003,2003-09-07,1,22.280,HOU,@,MIA,W 21-20,*,5,3,70,23.33,0,60.0%,14.00,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,,0,0,0.0,,
18,2003,2003-09-14,2,22.287,HOU,@,NOR,L 10-31,,10,5,61,12.20,0,50.0%,6.10,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,0,0,0.0,,
19,2003,2003-09-21,3,22.294,HOU,,KAN,L 14-42,*,7,5,42,8.40,0,71.4%,6.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,0,0,0.0,,
20,2003,2003-09-28,4,22.301,HOU,,JAX,W 24-20,,5,3,38,12.67,1,60.0%,7.60,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,1,6,0.0,,
21,2003,2003-10-12,5,22.315,HOU,@,TEN,L 17-38,*,3,,,,,0.0%,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
22,2003,2003-10-19,6,22.322,HOU,,NYJ,L 14-19,*,2,1,8,8.00,0,50.0%,4.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,0,0,0.0,,
23,2003,2003-10-26,7,22.329,HOU,@,IND,L 21-30,,6,4,58,14.50,0,66.7%,9.67,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,0,0,0.0,,
24,2003,2003-11-02,8,22.336,HOU,,CAR,W 14-10,*,3,3,30,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,0,0,0.0,,
25,2003,2003-11-09,9,22.343,HOU,@,CIN,L 27-34,*,4,2,8,4.00,1,50.0%,2.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,1,6,0.0,,
26,2003,2003-11-16,10,22.350,HOU,@,BUF,W 12-10,,3,3,40,13.33,0,100.0%,13.33,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,4,22,5.50,0,,0,0,0.0,,
27,2003,2003-11-23,11,22.357,HOU,,NWE,L 20-23,*,1,0,0,,0,0.0%,0.00,1,13,13.00,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,0,0,0.0,,
28,2003,2003-11-30,12,22.364,HOU,,ATL,W 17-13,*,4,3,28,9.33,0,75.0%,7.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,0,0,0.0,,
29,2003,2003-12-07,13,23.006,HOU,@,JAX,L 0-27,*,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,0,0,0.0,,
30,2003,2003-12-14,14,23.013,HOU,@,TAM,L 3-16,*,,,,,,0.0%,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
31,2003,2003-12-21,15,23.020,HOU,,TEN,L 24-27,*,2,1,14,14.00,0,50.0%,7.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,0,0,0.0,,
32,2003,2003-12-28,16,23.027,HOU,,IND,L 17-20,,,,,,,0.0%,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
33,2004,2004-09-12,1,23.286,HOU,,SDG,L 20-27,*,4,4,40,10.00,0,100.0%,10.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,0,0,0.0,,
34,2004,2004-09-19,2,23.293,HOU,@,DET,L 16-28,,2,1,25,25.00,0,50.0%,12.50,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,0,0,0.0,,
35,2004,2004-09-26,3,23.300,HOU,@,KAN,W 24-21,,5,1,9,9.00,1,20.0%,1.80,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,1,6,0.0,,
36,2004,2004-10-03,4,23.307,HOU,,OAK,W 30-17,*,7,4,48,12.00,0,57.1%,6.86,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,,0,0,0.0,,
37,2004,2004-10-10,5,23.314,HOU,,MIN,L 28-34,*,2,2,30,15.00,0,100.0%,15.00,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,0,0,0.0,,
38,2004,2004-10-17,6,23.321,HOU,@,TEN,W 20-10,,6,5,85,17.00,1,83.3%,14.17,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,1,6,0.0,,
39,2004,2004-10-31,7,23.335,HOU,,JAX,W 20-6,*,5,5,88,17.60,0,100.0%,17.60,2,15,7.50,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,0,0,0.0,,
40,2004,2004-11-07,8,23.342,HOU,@,DEN,L 13-31,*,9,6,86,14.33,0,66.7%,9.56,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,0,0,0.0,,
41,2004,2004-11-14,9,23.349,HOU,@,IND,L 14-49,*,8,3,41,13.67,0,37.5%,5.13,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,0,0,0.0,,
42,2004,2004-11-21,10,23.356,HOU,,GNB,L 13-16,*,2,0,0,,0,0.0%,0.00,2,15,7.50,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,,0,0,0.0,,
43,2004,2004-11-28,11,23.363,HOU,,TEN,W 31-21,*,3,,,,,0.0%,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
44,2004,2004-12-05,12,24.004,HOU,@,NYJ,L 7-29,*,2,2,21,10.50,0,100.0%,10.50,0,0,,0,0,0,,0,0,0,,0,,,,0,0,,0,0,0,,0,,0,0,0.0,,
45,2004,2004-12-12,13,24.011,HOU,,IND,L 14-23,*,,,,,,0.0%,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,
46,2004,2004-12-19,14,24.018,HOU,@,CHI,W 24-5,,8,4,109,27.25,0,50.0%,13.63,0,0,,0,0,0,,0,0,0,,0,,,,1,4,4.00,0,0,0,,0,,0,0,0.0,,
47,2004,2004-12-26,15,24.025,HOU,@,JAX,W 21-0,*,3,3,39,13.00,0,100.0%,13.00,0,0,,0,0,0,,0,0,0,,0,,,,1,27,27.00,0,0,0,,0,,0,0,0.0,,
48,2004,2005-01-02,16,24.032,HOU,,CLE,L 14-22,*,2,1,11,11.00,0,50.0%,5.50,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,,0,0,0.0,,
49,2005,2005-09-11,1,24.284,HOU,@,BUF,L 7-22,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,,
50,2005,2005-09-18,2,24.291,HOU,,PIT,L 7-27,,5,2,7,3.50,0,40.0%,1.40,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,,
51,2005,2005-10-02,3,24.305,HOU,@,CIN,L 10-16,*,6,6,88,14.67,0,100.0%,14.67,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,,
52,2005,2005-10-09,4,24.312,HOU,,TEN,L 20-34,*,3,2,24,12.00,0,66.7%,8.00,1,0,0.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,,
53,2005,2005-10-16,5,24.319,HOU,@,SEA,L 10-42,*,13,10,87,8.70,0,76.9%,6.69,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,,
54,2005,2005-10-23,6,24.326,HOU,,IND,L 20-38,*,5,4,25,6.25,1,80.0%,5.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,1,6,0.0,,
55,2005,2005-10-30,7,24.333,HOU,,CLE,W 19-16,*,8,5,64,12.80,0,62.5%,8.00,1,10,10.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,,
56,2005,2005-11-06,8,24.340,HOU,@,JAX,L 14-21,*,2,1,7,7.00,0,50.0%,3.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,,
57,2005,2005-11-13,9,24.347,HOU,@,IND,L 17-31,,6,2,29,14.50,1,33.3%,4.83,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,1,6,0.0,,
58,2005,2005-11-20,10,24.354,HOU,,KAN,L 17-45,*,11,5,35,7.00,0,45.5%,3.18,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,,
59,2005,2005-11-27,11,24.361,HOU,,STL,L 27-33,*,9,5,38,7.60,0,55.6%,4.22,1,-3,-3.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,,
60,2005,2005-12-04,12,25.003,HOU,@,BAL,L 15-16,*,9,6,40,6.67,0,66.7%,4.44,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,,
61,2005,2005-12-11,13,25.010,HOU,@,TEN,L 10-13,*,2,1,1,1.00,0,50.0%,0.50,1,6,6.00,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,,
62,2005,2005-12-18,14,25.017,HOU,,ARI,W 30-19,*,5,5,39,7.80,0,100.0%,7.80,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,,
63,2005,2005-12-24,15,25.023,HOU,,JAX,L 20-38,*,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,,
64,2005,2006-01-01,16,25.031,HOU,@,SFO,L 17-20,*,5,1,8,8.00,0,20.0%,1.60,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,,
65,2006,2006-10-22,6,25.325,NWE,@,BUF,W 28-6,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,2006,2006-10-30,7,25.333,NWE,@,MIN,W 31-7,*,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,,
67,2006,2006-11-05,8,25.339,NWE,,IND,L 20-27,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,,
68,2006,2006-11-12,9,25.346,NWE,,NYJ,L 14-17,,5,3,65,21.67,0,60.0%,13.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,,
69,2006,2006-11-19,10,25.353,NWE,@,GNB,W 35-0,*,4,1,4,4.00,0,25.0%,1.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,,
70,2006,2006-11-26,11,25.360,NWE,,CHI,W 17-13,*,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,,
71,2006,2006-12-03,12,26.002,NWE,,DET,W 28-21,,1,1,28,28.00,0,100.0%,28.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,,
72,2006,2006-12-10,13,26.009,NWE,@,MIA,L 0-21,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,,
73,2006,2006-12-17,14,26.016,NWE,,HOU,W 40-7,*,2,1,6,6.00,1,50.0%,3.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,1,6,0.0,,
74,2006,2006-12-24,15,26.023,NWE,@,JAX,W 24-21,*,4,3,26,8.67,0,75.0%,6.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,,
75,2006,2006-12-31,16,26.030,NWE,@,TEN,W 40-23,*,2,1,9,9.00,0,50.0%,4.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,,
76,2007,2007-09-09,1,26.282,NWE,@,NYJ,W 38-14,,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,,
77,2007,2007-09-16,2,26.289,NWE,,SDG,W 38-14,,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,,
78,2007,2007-09-23,3,26.296,NWE,,BUF,W 38-7,,3,2,15,7.50,1,66.7%,5.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,1,6,0.0,,
79,2007,2007-10-01,4,26.304,NWE,@,CIN,W 34-13,,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,,
80,2007,2007-10-07,5,26.310,NWE,,CLE,W 34-17,,3,1,5,5.00,0,33.3%,1.67,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,,
81,2007,2007-10-14,6,26.317,NWE,@,DAL,W 48-27,,3,2,16,8.00,0,66.7%,5.33,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,,
82,2007,2007-10-21,7,26.324,NWE,@,MIA,W 49-28,,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,,
83,2007,2007-10-28,8,26.331,NWE,,WAS,W 52-7,,5,4,39,9.75,0,80.0%,7.80,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,,
84,2007,2007-11-04,9,26.338,NWE,@,IND,W 24-20,*,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,,
85,2007,2007-11-18,10,26.352,NWE,@,BUF,W 56-10,*,3,3,44,14.67,0,100.0%,14.67,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,,
86,2007,2007-11-25,11,26.359,NWE,,PHI,W 31-28,*,6,6,87,14.50,1,100.0%,14.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,1,6,0.0,,
87,2007,2007-12-03,12,27.002,NWE,@,BAL,W 27-24,,2,1,8,8.00,1,50.0%,4.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,1,6,0.0,,
88,2007,2007-12-09,13,27.008,NWE,,PIT,W 34-13,*,9,7,122,17.43,1,77.8%,13.56,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,1,6,0.0,,
89,2007,2007-12-16,14,27.015,NWE,,NYJ,W 20-10,*,4,2,8,4.00,0,50.0%,2.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,,
90,2007,2007-12-23,15,27.022,NWE,,MIA,W 28-7,*,8,5,82,16.40,1,62.5%,10.25,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,1,6,0.0,,
91,2007,2007-12-29,16,27.028,NWE,@,NYG,W 38-35,*,,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,,
92,2008,2008-09-07,1,27.281,NWE,,KAN,W 17-10,*,2,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,2008,2008-09-14,2,27.288,NWE,@,NYJ,W 19-10,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,2008,2008-09-21,3,27.295,NWE,,MIA,L 13-38,*,9,6,51,8.50,1,66.7%,5.67,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
95,2008,2008-10-05,4,27.309,NWE,@,SFO,W 30-21,*,3,3,35,11.67,0,100.0%,11.67,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
96,2008,2008-10-12,5,27.316,NWE,@,SDG,L 10-30,,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
97,2008,2008-10-20,6,27.324,NWE,,DEN,W 41-7,,1,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,2008,2008-10-26,7,27.330,NWE,,STL,W 23-16,,2,1,17,17.00,0,50.0%,8.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
99,2008,2008-11-02,8,27.337,NWE,@,IND,L 15-18,*,3,1,11,11.00,0,33.3%,3.67,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
100,2008,2008-11-09,9,27.344,NWE,,BUF,W 20-10,*,5,4,36,9.00,0,80.0%,7.20,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
101,2008,2008-11-13,10,27.348,NWE,,NYJ,L 31-34,,11,7,86,12.29,1,63.6%,7.82,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,1,1,8,0.0,0,0
102,2008,2008-11-23,11,27.358,NWE,@,MIA,W 48-28,*,8,5,88,17.60,0,62.5%,11.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
103,2008,2008-11-30,12,27.365,NWE,,PIT,L 10-33,,3,1,2,2.00,0,33.3%,0.67,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
104,2008,2008-12-07,13,28.006,NWE,@,SEA,W 24-21,,9,4,48,12.00,0,44.4%,5.33,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
105,2008,2008-12-14,14,28.013,NWE,@,OAK,W 49-26,*,1,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,2008,2008-12-21,15,28.020,NWE,,ARI,W 47-7,,7,5,90,18.00,0,71.4%,12.86,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
107,2008,2008-12-28,16,28.027,NWE,@,BUF,W 13-0,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,2009,2009-09-13,1,28.286,DEN,@,CIN,W 12-7,*,4,3,25,8.33,0,75.0%,6.25,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
109,2009,2009-09-20,2,28.293,DEN,,CLE,W 27-6,*,5,3,82,27.33,0,60.0%,16.40,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
110,2009,2009-09-27,3,28.300,DEN,@,OAK,W 23-3,*,6,4,39,9.75,0,66.7%,6.50,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
111,2009,2009-10-04,4,28.307,DEN,,DAL,W 17-10,,4,1,8,8.00,0,25.0%,2.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
112,2009,2009-10-11,5,28.314,DEN,,NWE,W 20-17,*,8,6,61,10.17,0,75.0%,7.63,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,1,0
113,2009,2009-10-19,6,28.322,DEN,@,SDG,W 34-23,,4,1,27,27.00,0,25.0%,6.75,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
114,2009,2009-11-01,7,28.335,DEN,@,BAL,L 7-30,*,4,3,43,14.33,0,75.0%,10.75,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
115,2009,2009-11-09,8,28.343,DEN,,PIT,L 10-28,,3,2,6,3.00,0,66.7%,2.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
116,2009,2009-11-15,9,28.349,DEN,@,WAS,L 17-27,,1,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,2009,2009-11-22,10,28.356,DEN,,SDG,L 3-32,*,9,3,55,18.33,0,33.3%,6.11,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
118,2009,2009-11-26,11,28.360,DEN,,NYG,W 26-6,,4,3,48,16.00,0,75.0%,12.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
119,2009,2009-12-06,12,29.005,DEN,@,KAN,W 44-13,,1,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,2009,2009-12-13,13,29.012,DEN,@,IND,L 16-28,,4,3,48,16.00,0,75.0%,12.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
121,2009,2009-12-20,14,29.019,DEN,,OAK,L 19-20,,3,1,8,8.00,0,33.3%,2.67,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
122,2009,2009-12-27,15,29.026,DEN,@,PHI,L 27-30,,8,7,69,9.86,2,87.5%,8.63,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,2,12,0.0,0,0
123,2009,2010-01-03,16,29.033,DEN,,KAN,L 24-44,*,19,14,213,15.21,0,73.7%,11.21,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
124,2010,2010-09-12,1,29.285,DEN,@,JAX,L 17-24,*,7,3,34,11.33,1,42.9%,4.86,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,1,6,0.0,0,0
125,2010,2010-09-19,2,29.292,DEN,,SEA,W 31-14,*,5,2,15,7.50,0,40.0%,3.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
126,2010,2010-09-26,3,29.299,DEN,,IND,L 13-27,*,14,12,140,11.67,0,85.7%,10.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
127,2010,2010-10-03,4,29.306,DEN,@,TEN,W 26-20,*,8,5,51,10.20,0,62.5%,6.38,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,1,0
128,2010,2010-10-10,5,29.313,DEN,@,BAL,L 17-31,,11,9,87,9.67,0,81.8%,7.91,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
129,2010,2010-10-17,6,29.320,DEN,,NYJ,L 20-24,*,8,6,81,13.50,0,75.0%,10.13,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,0,0
130,2010,2010-10-24,7,29.327,DEN,,OAK,L 14-59,*,9,4,54,13.50,0,44.4%,6.00,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,0,0,,0,,0,0,0.0,1,0
