ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1969,1969-09-21,1,21.337,ATL,,SFO,W 24-12,3,77,25.67,2,1,40,40.00,0,0,0,,0,2,12
2,1969,1969-09-28,2,21.344,ATL,@,RAM,L 7-17,1,21,21.00,0,0,0,,0,0,0,,0,0,0
3,1969,1969-10-05,3,21.351,ATL,,BAL,L 14-21,1,21,21.00,0,0,0,,0,0,0,,0,0,0
4,1969,1969-10-12,4,21.358,ATL,,DAL,L 17-24,2,29,14.50,0,0,0,,0,0,0,,0,0,0
5,1969,1969-10-19,5,22.000,ATL,@,SFO,W 21-7,1,15,15.00,0,0,0,,0,0,0,,0,0,0
6,1969,1969-10-26,6,22.007,ATL,@,GNB,L 10-28,1,18,18.00,0,1,16,16.00,0,0,0,,0,0,0
7,1969,1969-11-09,8,22.021,ATL,@,DET,L 21-27,0,0,,0,1,10,10.00,0,0,0,,0,0,0
8,1969,1969-11-16,9,22.028,ATL,,CHI,W 48-31,1,11,11.00,1,0,0,,0,0,0,,0,1,6
9,1969,1969-11-23,10,22.035,ATL,@,WAS,L 20-27,2,18,9.00,0,0,0,,0,0,0,,0,0,0
10,1969,1969-11-30,11,22.042,ATL,@,BAL,L 6-13,5,74,14.80,0,2,11,5.50,0,0,0,,0,0,0
11,1969,1969-12-07,12,22.049,ATL,,NOR,W 45-17,1,17,17.00,0,0,0,,0,0,0,,0,0,0
12,1969,1969-12-14,13,22.056,ATL,@,PHI,W 27-3,3,24,8.00,1,0,0,,0,0,0,,0,1,6
13,1969,1969-12-21,14,22.063,ATL,,MIN,W 10-3,1,14,14.00,0,0,0,,0,0,0,,0,0,0
14,1970,1970-09-20,1,22.336,ATL,@,NOR,W 14-3,3,44,14.67,0,0,0,,0,0,0,,0,0,0
15,1970,1970-09-27,2,22.343,ATL,@,GNB,L 24-27,3,55,18.33,0,1,6,6.00,0,0,0,,0,0,0
16,1970,1970-10-04,3,22.350,ATL,,SFO,W 21-20,6,77,12.83,1,0,0,,0,0,0,,0,1,6
17,1970,1970-10-11,4,22.357,ATL,@,DAL,L 0-13,3,42,14.00,0,0,0,,0,0,0,,0,0,0
18,1970,1970-10-18,5,22.364,ATL,@,DEN,L 10-24,4,45,11.25,0,0,0,,0,0,0,,0,0,0
19,1970,1970-10-25,6,23.006,ATL,,NOR,W 32-14,4,27,6.75,0,1,2,2.00,0,0,0,,0,0,0
20,1970,1970-11-01,7,23.013,ATL,,CHI,L 14-23,3,37,12.33,1,0,0,,0,0,0,,0,1,6
21,1970,1970-11-08,8,23.020,ATL,@,RAM,T 10-10,2,91,45.50,1,1,-5,-5.00,0,0,0,,0,1,6
22,1970,1970-11-15,9,23.027,ATL,@,PHI,T 13-13,3,25,8.33,1,0,0,,0,0,0,,0,1,6
23,1970,1970-11-22,10,23.034,ATL,,RAM,L 7-17,,,,,,,,,,,,,,
24,1970,1970-11-30,11,23.042,ATL,,MIA,L 7-20,5,59,11.80,0,0,0,,0,0,0,,0,0,0
25,1970,1970-12-06,12,23.048,ATL,@,SFO,L 20-24,3,71,23.67,2,0,0,,0,0,0,,0,2,12
26,1970,1970-12-13,13,23.055,ATL,,PIT,W 27-16,0,0,,0,1,12,12.00,1,0,0,,0,1,6
27,1970,1970-12-20,14,23.062,ATL,,MIN,L 7-37,5,77,15.40,0,1,8,8.00,0,0,0,,0,0,0
28,1971,1971-09-19,1,23.335,ATL,,SFO,W 20-17,3,16,5.33,0,0,0,,0,0,0,,0,0,0
29,1971,1971-09-26,2,23.342,ATL,@,RAM,T 20-20,4,143,35.75,0,1,24,24.00,0,0,0,,0,0,0
30,1971,1971-10-03,3,23.349,ATL,@,DET,L 38-41,3,60,20.00,1,0,0,,0,0,0,,0,1,6
31,1971,1971-10-17,5,23.363,ATL,,RAM,L 16-24,4,80,20.00,0,0,0,,0,0,0,,0,0,0
32,1971,1971-10-24,6,24.005,ATL,,NOR,W 28-6,2,24,12.00,1,0,0,,0,0,0,,0,1,6
33,1971,1971-10-31,7,24.012,ATL,@,CLE,W 31-14,3,35,11.67,1,0,0,,0,0,0,,0,1,6
34,1971,1971-11-07,8,24.019,ATL,@,CIN,W 9-6,,,,,,,,,,,,,,
35,1971,1971-11-14,9,24.026,ATL,,NYG,L 17-21,2,47,23.50,1,0,0,,0,0,0,,0,1,6
36,1971,1971-11-22,10,24.034,ATL,,GNB,W 28-21,4,71,17.75,1,1,9,9.00,0,0,0,,0,1,6
37,1971,1971-11-28,11,24.040,ATL,@,MIN,L 7-24,,,,,,,,,,,,,,
38,1971,1971-12-05,12,24.047,ATL,,OAK,W 24-13,2,40,20.00,0,1,0,0.00,0,0,0,,0,0,0
39,1971,1971-12-12,13,24.054,ATL,@,SFO,L 3-24,3,40,13.33,0,1,-8,-8.00,0,0,0,,0,0,0
40,1971,1971-12-19,14,24.061,ATL,@,NOR,W 24-20,3,37,12.33,0,0,0,,0,0,0,,0,0,0
41,1972,1972-09-17,1,24.334,ATL,@,CHI,W 37-21,2,28,14.00,0,1,18,18.00,0,0,0,,0,0,0
42,1972,1972-09-24,2,24.341,ATL,@,NWE,L 20-21,1,16,16.00,0,0,0,,0,0,0,,0,0,0
43,1972,1972-10-01,3,24.348,ATL,,RAM,W 31-3,1,23,23.00,0,0,0,,0,0,0,,0,0,0
44,1972,1972-10-08,4,24.355,ATL,,DET,L 23-26,2,40,20.00,0,1,1,1.00,0,0,0,,0,0,0
45,1972,1972-10-15,5,24.362,ATL,@,NOR,W 21-14,2,15,7.50,2,0,0,,0,0,0,,0,2,12
46,1972,1972-10-22,6,25.003,ATL,@,GNB,W 10-9,4,61,15.25,0,0,0,,0,0,0,,0,0,0
47,1972,1972-10-29,7,25.010,ATL,,SFO,L 14-49,3,61,20.33,1,0,0,,0,0,0,,0,1,6
48,1972,1972-11-05,8,25.017,ATL,@,RAM,L 7-20,,,,,,,,,,,,,,
49,1972,1972-11-12,9,25.024,ATL,,NOR,W 36-20,2,18,9.00,0,0,0,,0,0,0,,0,0,0
50,1972,1972-11-20,10,25.032,ATL,@,WAS,L 13-24,1,36,36.00,1,0,0,,0,0,0,,0,1,6
51,1972,1972-11-26,11,25.038,ATL,,DEN,W 23-20,2,41,20.50,0,0,0,,0,0,0,,0,0,0
52,1972,1972-12-03,12,25.045,ATL,,HOU,W 20-10,2,35,17.50,0,0,0,,0,0,0,,0,0,0
53,1972,1972-12-10,13,25.052,ATL,@,SFO,L 0-20,4,39,9.75,0,0,0,,0,0,0,,0,0,0
54,1972,1972-12-17,14,25.059,ATL,,KAN,L 14-17,2,57,28.50,0,0,0,,0,0,0,,0,0,0
55,1973,1973-09-16,1,25.332,ATL,@,NOR,W 62-7,7,111,15.86,0,1,9,9.00,0,0,0,,0,0,0
56,1973,1973-09-23,2,25.339,ATL,@,RAM,L 0-31,,,,,,,,,,,,,,
57,1973,1973-10-01,3,25.347,ATL,@,DET,L 6-31,2,-1,-0.50,0,1,13,13.00,0,0,0,,0,0,0
58,1973,1973-10-07,4,25.353,ATL,,SFO,L 9-13,,,,,,,,,,,,,,
59,1973,1973-10-14,5,25.360,ATL,,CHI,W 46-6,3,73,24.33,0,1,8,8.00,0,0,0,,0,0,0
60,1973,1973-10-21,6,26.002,ATL,@,SDG,W 41-0,2,18,9.00,0,0,0,,0,0,0,,0,0,0
61,1973,1973-10-28,7,26.009,ATL,@,SFO,W 17-3,1,6,6.00,0,0,0,,0,0,0,,0,0,0
62,1973,1973-11-04,8,26.016,ATL,,RAM,W 15-13,4,43,10.75,0,0,0,,0,0,0,,0,0,0
63,1973,1973-11-11,9,26.023,ATL,@,PHI,W 44-27,2,20,10.00,0,0,0,,0,0,0,,0,0,0
64,1973,1973-11-19,10,26.031,ATL,,MIN,W 20-14,3,21,7.00,0,1,1,1.00,0,0,0,,0,0,0
65,1973,1973-11-25,11,26.037,ATL,@,NYJ,W 28-20,1,0,0.00,0,1,3,3.00,0,0,0,,0,0,0
66,1973,1973-12-02,12,26.044,ATL,,BUF,L 6-17,4,71,17.75,0,0,0,,0,0,0,,0,0,0
67,1973,1973-12-09,13,26.051,ATL,,STL,L 10-32,2,27,13.50,0,0,0,,0,0,0,,0,0,0
68,1973,1973-12-16,14,26.058,ATL,,NOR,W 14-10,1,31,31.00,0,0,0,,0,0,0,,0,0,0
69,1974,1974-09-15,1,26.331,ATL,,DAL,L 0-24,1,15,15.00,0,0,0,,0,0,0,,0,0,0
70,1974,1974-09-22,2,26.338,ATL,,SFO,L 10-16,3,39,13.00,0,0,0,,0,0,0,,0,0,0
71,1974,1974-09-29,3,26.345,ATL,@,NOR,L 13-14,2,40,20.00,0,1,15,15.00,0,0,0,,0,0,0
72,1974,1974-10-06,4,26.352,ATL,@,NYG,W 14-7,3,55,18.33,1,0,0,,0,0,0,,0,1,6
73,1974,1974-10-13,5,26.359,ATL,,CHI,W 13-10,2,16,8.00,0,0,0,,0,0,0,,0,0,0
74,1974,1974-10-20,6,27.001,ATL,,NOR,L 3-13,4,45,11.25,0,0,0,,0,0,0,,0,0,0
75,1974,1974-10-28,7,27.009,ATL,@,PIT,L 17-24,2,62,31.00,0,1,5,5.00,0,0,0,,0,0,0
76,1974,1974-11-03,8,27.015,ATL,@,MIA,L 7-42,1,13,13.00,0,0,0,,0,0,0,,0,0,0
77,1974,1974-11-10,9,27.022,ATL,@,RAM,L 0-21,1,10,10.00,0,0,0,,0,0,0,,0,0,0
78,1974,1974-11-17,10,27.029,ATL,,BAL,L 7-17,2,45,22.50,0,0,0,,0,0,0,,0,0,0
79,1974,1974-11-24,11,27.036,ATL,@,SFO,L 0-27,,,,,,,,,,,,,,
80,1974,1974-12-01,12,27.043,ATL,,RAM,L 7-30,7,109,15.57,0,1,1,1.00,0,0,0,,0,0,0
81,1974,1974-12-07,13,27.049,ATL,@,MIN,L 10-23,2,30,15.00,0,0,0,,0,0,0,,0,0,0
82,1974,1974-12-15,14,27.057,ATL,,GNB,W 10-3,,,,,,,,,,,,,,
83,1975,1975-09-21,1,27.337,ATL,@,STL,L 20-23,1,13,13.00,0,0,0,,0,0,0,,0,0,0
84,1975,1975-09-28,2,27.344,ATL,,DET,L 14-17,2,35,17.50,0,0,0,,0,0,0,,0,0,0
85,1975,1975-10-05,3,27.351,ATL,,NOR,W 14-7,3,65,21.67,0,0,0,,0,0,0,,0,0,0
86,1975,1975-10-12,4,27.358,ATL,@,SFO,W 17-3,1,9,9.00,1,0,0,,0,0,0,,0,1,6
87,1975,1975-10-19,5,28.000,ATL,@,RAM,L 7-22,4,65,16.25,0,0,0,,0,0,0,,0,0,0
88,1975,1975-10-26,6,28.007,ATL,,CIN,L 14-21,4,65,16.25,2,0,0,,0,0,0,,0,2,12
89,1975,1975-11-02,7,28.014,ATL,@,NOR,L 7-23,3,47,15.67,0,0,0,,0,0,0,,0,0,0
90,1975,1975-11-09,8,28.021,ATL,@,MIN,L 0-38,,,,,,,,,,,,,,
91,1975,1975-11-16,9,28.028,ATL,,RAM,L 7-16,4,46,11.50,1,0,0,,0,0,0,,0,1,6
92,1975,1975-11-23,10,28.035,ATL,,DEN,W 35-21,3,30,10.00,0,0,0,,0,0,0,,0,0,0
93,1975,1975-11-30,11,28.042,ATL,@,OAK,L 34-37,3,46,15.33,0,0,0,,0,0,0,,0,0,0
94,1975,1975-12-07,12,28.049,ATL,,WAS,L 27-30,,,,,,,,,,,,,,
95,1975,1975-12-14,13,28.056,ATL,,SFO,W 31-9,4,67,16.75,0,0,0,,0,0,0,,0,0,0
96,1975,1975-12-21,14,28.063,ATL,@,GNB,L 13-22,2,48,24.00,0,0,0,,0,0,0,,0,0,0
97,1976,1976-09-12,1,28.329,ATL,,RAM,L 14-30,3,35,11.67,0,0,0,,0,0,0,,0,0,0
98,1976,1976-09-19,2,28.336,ATL,@,DET,L 10-24,1,3,3.00,0,0,0,,0,0,0,,0,0,0
99,1976,1976-09-26,3,28.343,ATL,@,CHI,W 10-0,1,26,26.00,0,0,0,,0,0,0,,0,0,0
100,1976,1976-10-03,4,28.350,ATL,,PHI,L 13-14,3,35,11.67,0,0,0,,0,0,0,,0,0,0
101,1976,1976-10-10,5,28.357,ATL,@,NOR,L 0-30,,,,,,,,,,,,,,
102,1976,1976-10-17,6,28.364,ATL,,CLE,L 17-20,2,47,23.50,0,0,0,,0,0,0,,0,0,0
103,1976,1976-10-23,7,29.004,ATL,@,SFO,L 0-15,3,29,9.67,0,1,-6,-6.00,0,0,0,,0,0,0
104,1976,1976-10-31,8,29.012,ATL,,NOR,W 23-20,1,6,6.00,0,0,0,,0,0,0,,0,0,0
105,1976,1976-11-07,9,29.019,ATL,@,SEA,L 13-30,2,28,14.00,0,0,0,,0,0,0,,0,0,0
106,1976,1976-11-14,10,29.026,ATL,,SFO,W 21-16,1,0,0.00,0,0,0,,0,0,0,,0,0,0
107,1976,1976-11-21,11,29.033,ATL,,DAL,W 17-10,,,,,,,,,,,,,,
108,1976,1976-11-28,12,29.040,ATL,@,HOU,L 14-20,,,,,,,,,,,,,,
109,1976,1976-12-04,13,29.046,ATL,@,RAM,L 0-59,,,,,,,,,,,,,,
110,1976,1976-12-12,14,29.054,ATL,,GNB,L 20-24,,,,,,,,,,,,,,
111,1977,1977-09-18,1,29.334,ATL,,RAM,W 17-6,,,,,,,,,,,,,,
112,1977,1977-09-25,2,29.341,ATL,@,WAS,L 6-10,1,13,13.00,0,0,0,,0,0,0,,0,0,0
113,1977,1977-10-02,3,29.348,ATL,,NYG,W 17-3,4,38,9.50,0,0,0,,0,0,0,,0,0,0
114,1977,1977-10-09,4,29.355,ATL,@,SFO,W 7-0,1,8,8.00,0,0,0,,0,0,0,,0,0,0
115,1977,1977-10-16,5,29.362,ATL,@,BUF,L 0-3,4,32,8.00,0,0,0,,0,0,0,,0,0,0
116,1977,1977-10-23,6,30.004,ATL,@,CHI,W 16-10,3,38,12.67,0,0,0,,0,0,0,,0,0,0
117,1977,1977-11-13,9,30.025,ATL,,DET,W 17-6,,,,,,,,,,,,,,
118,1977,1977-11-20,10,30.032,ATL,@,NOR,L 20-21,,,,,,,,,,,,,,
119,1977,1977-11-27,11,30.039,ATL,@,TAM,W 17-0,2,32,16.00,0,1,-6,-6.00,0,0,0,,0,0,0
120,1977,1977-12-04,12,30.046,ATL,,NWE,L 10-16,,,,,,,,,,,,,,
121,1977,1977-12-11,13,30.053,ATL,@,RAM,L 7-23,2,17,8.50,0,0,0,,0,0,0,,0,0,0
122,1977,1977-12-18,14,30.060,ATL,,NOR,W 35-7,,,,,,,,,,,,,,
123,1978,1978-09-03,1,30.319,ATL,,HOU,W 20-14,1,6,6.00,0,0,0,,0,0,0,,0,0,0
124,1978,1978-09-10,2,30.326,ATL,@,RAM,L 0-10,,,,,,,,,,,,,,
