ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1975,1975-09-22,1,22.214,MIA,,OAK,L 21-31,,,,,,,,,,,,,,
2,1975,1975-09-28,2,22.220,MIA,@,NWE,W 22-14,,,,,,,,,,,,,,
3,1975,1975-10-05,3,22.227,MIA,@,GNB,W 31-7,,,,,,,,,,,,,,
4,1975,1975-11-02,7,22.255,MIA,@,CHI,W 46-13,2,10,5.00,0,0,0,,0,1,25,25.00,0,0,0
5,1975,1975-11-09,8,22.262,MIA,,NYJ,W 27-7,1,0,0.00,0,0,0,,0,0,0,,0,0,0
6,1975,1975-11-16,9,22.269,MIA,@,HOU,L 19-20,,,,,,,,,,,,,,
7,1975,1975-11-23,10,22.276,MIA,,BAL,L 17-33,,,,,,,,,,,,,,
8,1975,1975-12-01,11,22.284,MIA,,NWE,W 20-7,,,,,,,,,,,,,,
9,1975,1975-12-07,12,22.290,MIA,,BUF,W 31-21,,,,,,,,,,,,,,
10,1975,1975-12-14,13,22.297,MIA,@,BAL,L 7-10,,,,,,,,,,,,,,
11,1975,1975-12-20,14,22.303,MIA,,DEN,W 14-13,,,,,,,,,,,,,,
12,1976,1976-09-13,1,23.206,MIA,@,BUF,W 30-21,7,34,4.86,0,0,0,,0,0,0,,0,0,0
13,1976,1976-09-19,2,23.212,MIA,@,NWE,L 14-30,0,0,,0,2,22,11.00,0,0,0,,0,0,0
14,1976,1976-09-26,3,23.219,MIA,,NYJ,W 16-0,9,43,4.78,0,0,0,,0,0,0,,0,0,0
15,1976,1976-10-03,4,23.226,MIA,,RAM,L 28-31,7,25,3.57,1,0,0,,0,0,0,,0,1,6
16,1976,1976-10-10,5,23.233,MIA,@,BAL,L 14-28,2,7,3.50,0,1,13,13.00,0,1,13,13.00,0,0,0
17,1976,1976-10-17,6,23.240,MIA,,KAN,L 17-20,1,3,3.00,0,0,0,,0,0,0,,0,0,0
18,1976,1976-10-24,7,23.247,MIA,@,TAM,W 23-20,5,21,4.20,0,1,16,16.00,0,0,0,,0,0,0
19,1976,1976-10-31,8,23.254,MIA,,NWE,W 10-3,1,7,7.00,0,0,0,,0,0,0,,0,0,0
20,1976,1976-11-07,9,23.261,MIA,@,NYJ,W 27-7,11,23,2.09,0,1,2,2.00,0,0,0,,0,0,0
21,1976,1976-11-14,10,23.268,MIA,@,PIT,L 3-14,,,,,,,,,,,,,,
22,1976,1976-11-22,11,23.276,MIA,,BAL,L 16-17,,,,,,,,,,,,,,
23,1976,1976-11-28,12,23.282,MIA,@,CLE,L 13-17,0,0,,0,0,0,,0,1,11,11.00,0,0,0
24,1976,1976-12-05,13,23.289,MIA,,BUF,W 45-27,4,25,6.25,0,0,0,,0,0,0,,0,0,0
25,1976,1976-12-11,14,23.295,MIA,,MIN,L 7-29,5,17,3.40,0,1,2,2.00,1,0,0,,0,1,6
26,1977,1977-09-24,2,24.216,TAM,,MIN,L 3-9,,,,,,,,,,,,,,
27,1977,1977-10-02,3,24.224,TAM,@,DAL,L 7-23,,,,,,,,,,,,,,
28,1977,1977-10-16,5,24.238,MIA,,NYJ,W 21-17,,,,,,,,,,,,,,
29,1977,1977-10-23,6,24.245,MIA,,SEA,W 31-13,,,,,,,,,,,,,,
30,1977,1977-10-30,7,24.252,MIA,,SDG,L 13-14,,,,,,,,,,,,,,
