ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
52,2011,2012-01-01,16,26.239,TAM,@,ATL,L 24-45,,,,,,,,,,,
53,2012,2012-09-10,1,27.126,SDG,@,OAK,W 22-14,,,,,,,,,,,
54,2012,2012-09-16,2,27.132,SDG,,TEN,W 38-10,,0,0,,0,0.0,0,0,0,0,0
55,2012,2012-09-23,3,27.139,SDG,,ATL,L 3-27,,0,0,,0,0.0,1,0,0,0,0
56,2012,2012-09-30,4,27.146,SDG,@,KAN,W 37-20,,,,,,,,,,,
57,2012,2012-10-07,5,27.153,SDG,@,NOR,L 24-31,,0,0,,0,0.0,3,0,0,0,0
58,2012,2012-10-15,6,27.161,SDG,,DEN,L 24-35,,0,0,,0,0.0,1,0,0,0,0
59,2012,2012-10-28,7,27.174,SDG,@,CLE,L 6-7,,0,0,,0,0.0,0,0,0,0,0
60,2012,2012-11-01,8,27.178,SDG,,KAN,W 31-13,,0,0,,0,0.0,0,1,0,0,0
61,2012,2012-11-11,9,27.188,SDG,@,TAM,L 24-34,,0,0,,0,0.0,0,1,0,0,0
62,2012,2012-11-18,10,27.195,SDG,@,DEN,L 23-30,,0,0,,0,0.0,0,0,0,0,0
63,2012,2012-11-25,11,27.202,SDG,,BAL,L 13-16,,0,0,,0,0.0,8,2,0,0,0
64,2012,2012-12-02,12,27.209,SDG,,CIN,L 13-20,*,0,0,,0,0.0,8,2,1,20,0
65,2012,2012-12-09,13,27.216,SDG,@,PIT,W 34-24,*,0,0,,0,0.0,3,0,0,0,0
66,2012,2012-12-16,14,27.223,SDG,,CAR,L 7-31,*,0,0,,0,0.0,5,1,0,0,0
67,2012,2012-12-23,15,27.230,SDG,@,NYJ,W 27-17,,0,0,,0,0.0,0,0,1,30,0
68,2012,2012-12-30,16,27.237,SDG,,OAK,W 24-21,*,0,0,,0,0.0,3,0,0,0,0
69,2013,2013-11-03,8,28.180,TEN,@,STL,W 28-21,,,,,,,,,,,
70,2013,2013-11-10,9,28.187,TEN,,JAX,L 27-29,,0,0,,0,0.0,1,0,0,0,0
71,2013,2013-11-14,10,28.191,TEN,,IND,L 27-30,,,,,,,,,,,
72,2013,2013-12-01,12,28.208,IND,,TEN,W 22-14,,0,0,,0,0.0,1,1,0,0,0
73,2013,2013-12-08,13,28.215,IND,@,CIN,L 28-42,,0,0,,0,0.0,1,0,0,0,0
74,2013,2013-12-15,14,28.222,IND,,HOU,W 25-3,,1,3,3.00,0,0.0,0,0,0,0,0
75,2013,2013-12-22,15,28.229,IND,@,KAN,W 23-7,,0,0,,0,0.0,1,0,0,0,0
76,2013,2013-12-29,16,28.236,IND,,JAX,W 30-10,,0,0,,0,0.0,0,1,0,0,0
