ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result
1,1987,1987-09-14,1,22.284,CHI,,NYG,W 34-19
2,1987,1987-10-25,6,22.325,CHI,@,TAM,W 27-26
3,1987,1987-11-01,7,22.332,CHI,,KAN,W 31-28
4,1987,1987-11-08,8,22.339,CHI,@,GNB,W 26-24
5,1987,1987-11-16,9,22.347,CHI,@,DEN,L 29-31
6,1987,1987-11-22,10,22.353,CHI,,DET,W 30-10
7,1987,1987-11-29,11,22.360,CHI,,GNB,W 23-10
8,1987,1987-12-06,12,23.002,CHI,@,MIN,W 30-24
9,1987,1987-12-14,13,23.010,CHI,@,SFO,L 0-41
10,1987,1987-12-20,14,23.016,CHI,,SEA,L 21-34
11,1987,1987-12-27,15,23.023,CHI,@,RAI,W 6-3
