ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1968,1968-09-15,1,22.021,DET,@,DAL,L 13-59,1,15,15.00,0,0,0,,0,0,0
2,1968,1968-09-22,2,22.028,DET,,CHI,W 42-0,3,31,10.33,0,0,0,,0,0,0
3,1968,1968-09-29,3,22.035,DET,@,GNB,W 23-17,5,53,10.60,0,0,0,,0,0,0
4,1968,1968-10-06,4,22.042,DET,@,MIN,L 10-24,1,8,8.00,0,0,0,,0,0,0
5,1968,1968-10-13,5,22.049,DET,@,CHI,W 28-10,1,15,15.00,0,0,0,,0,0,0
6,1968,1968-10-27,7,22.063,DET,,SFO,L 7-14,3,45,15.00,0,0,0,,0,0,0
7,1968,1968-11-03,8,22.070,DET,@,RAM,L 7-10,1,16,16.00,0,0,0,,0,0,0
8,1968,1968-11-10,9,22.077,DET,,BAL,L 10-27,6,86,14.33,0,0,0,,0,0,0
9,1968,1968-11-17,10,22.084,DET,,MIN,L 6-13,0,0,,0,1,1,1.00,0,0,0
10,1968,1968-11-24,11,22.091,DET,,NOR,T 20-20,4,59,14.75,1,0,0,,0,1,6
11,1968,1968-11-28,12,22.095,DET,,PHI,L 0-12,1,13,13.00,0,0,0,,0,0,0
12,1968,1968-12-08,13,22.105,DET,@,ATL,W 24-7,4,59,14.75,0,1,2,2.00,0,0,0
13,1968,1968-12-15,14,22.112,DET,@,WAS,L 3-14,10,133,13.30,0,0,0,,0,0,0
14,1969,1969-09-21,1,23.027,DET,@,PIT,L 13-16,4,43,10.75,0,0,0,,0,0,0
15,1969,1969-09-28,2,23.034,DET,,NYG,W 24-0,2,56,28.00,0,1,-8,-8.00,0,0,0
16,1969,1969-10-05,3,23.041,DET,@,CLE,W 28-21,4,47,11.75,0,0,0,,0,0,0
17,1969,1969-10-12,4,23.048,DET,,GNB,L 17-28,5,73,14.60,0,0,0,,0,0,0
18,1969,1969-10-19,5,23.055,DET,,CHI,W 13-7,2,37,18.50,0,0,0,,0,0,0
19,1969,1969-10-26,6,23.062,DET,@,MIN,L 10-24,3,33,11.00,0,0,0,,0,0,0
20,1969,1969-11-02,7,23.069,DET,@,SFO,W 26-14,1,13,13.00,1,0,0,,0,1,6
21,1969,1969-11-09,8,23.076,DET,,ATL,W 27-21,2,52,26.00,0,0,0,,0,0,0
22,1969,1969-11-16,9,23.083,DET,,STL,W 20-0,4,71,17.75,1,0,0,,0,1,6
23,1969,1969-11-23,10,23.090,DET,@,GNB,W 16-10,1,3,3.00,0,0,0,,0,0,0
24,1969,1969-11-27,11,23.094,DET,,MIN,L 0-27,3,47,15.67,0,0,0,,0,0,0
25,1969,1969-12-07,12,23.104,DET,@,BAL,T 17-17,4,48,12.00,0,0,0,,0,0,0
26,1969,1969-12-14,13,23.111,DET,,RAM,W 28-0,2,71,35.50,0,0,0,,0,0,0
27,1969,1969-12-21,14,23.118,DET,@,CHI,W 20-3,5,62,12.40,1,0,0,,0,1,6
28,1970,1970-09-20,1,24.026,DET,@,GNB,W 40-0,3,26,8.67,0,0,0,,0,0,0
29,1970,1970-09-27,2,24.033,DET,,CIN,W 38-3,2,11,5.50,1,0,0,,0,1,6
30,1970,1970-10-05,3,24.041,DET,,CHI,W 28-14,3,77,25.67,0,0,0,,0,0,0
31,1970,1970-10-11,4,24.047,DET,@,WAS,L 10-31,3,47,15.67,0,0,0,,0,0,0
32,1970,1970-10-18,5,24.054,DET,@,CLE,W 41-24,,,,,,,,,,
33,1970,1970-10-25,6,24.061,DET,@,CHI,W 16-10,3,33,11.00,0,0,0,,0,0,0
34,1970,1970-11-01,7,24.068,DET,,MIN,L 17-30,2,30,15.00,0,0,0,,0,0,0
35,1970,1970-11-08,8,24.075,DET,@,NOR,L 17-19,6,88,14.67,1,0,0,,0,1,6
36,1970,1970-11-15,9,24.082,DET,@,MIN,L 20-24,2,17,8.50,0,0,0,,0,0,0
37,1970,1970-11-22,10,24.089,DET,,SFO,W 28-7,3,37,12.33,1,0,0,,0,1,6
38,1970,1970-11-26,11,24.093,DET,,OAK,W 28-14,3,37,12.33,2,0,0,,0,2,12
39,1970,1970-12-06,12,24.103,DET,,STL,W 16-3,5,76,15.20,0,0,0,,0,0,0
40,1970,1970-12-14,13,24.111,DET,@,RAM,W 28-23,4,52,13.00,0,0,0,,0,0,0
41,1970,1970-12-20,14,24.117,DET,,GNB,W 20-0,1,13,13.00,1,0,0,,0,1,6
