ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2013,2013-09-08,1,22.213,PIT,,TEN,L 9-16,,0,0,0,,0,0.0%,,0,0,,0,2,37,18.50,0,,0,0,0.0,0,0
2,2013,2013-09-16,2,22.221,PIT,@,CIN,L 10-20,,,,,,,0.0%,,,,,,,,,,,,,,,
3,2013,2013-09-22,3,22.227,PIT,,CHI,L 23-40,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
4,2013,2013-09-29,4,22.234,PIT,@,MIN,L 27-34,*,5,3,26,8.67,0,60.0%,5.20,0,0,,0,0,0,,0,,0,0,0.0,1,0
5,2013,2013-11-10,9,22.276,PIT,,BUF,W 23-10,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,1,0
6,2013,2013-11-17,10,22.283,PIT,,DET,W 37-27,,5,3,38,12.67,0,60.0%,7.60,0,0,,0,0,0,,0,,0,0,0.0,0,0
7,2013,2013-11-24,11,22.290,PIT,@,CLE,W 27-11,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,1,0
8,2013,2013-11-28,12,22.294,PIT,@,BAL,L 20-22,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,1,0
9,2013,2013-12-08,13,22.304,PIT,,MIA,L 28-34,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,1,0
10,2013,2013-12-15,14,22.311,PIT,,CIN,W 30-20,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,2,0
11,2013,2013-12-22,15,22.318,PIT,@,GNB,W 38-31,,,,,,,0.0%,,,,,,,,,,,,,,,
12,2013,2013-12-29,16,22.325,PIT,,CLE,W 20-7,,,,,,,0.0%,,,,,,,,,,,,,,,
13,2014,2014-09-07,1,23.212,PIT,,CLE,W 30-27,*,7,6,97,16.17,0,85.7%,13.86,0,0,,0,0,0,,0,,0,0,0.0,0,0
14,2014,2014-09-11,2,23.216,PIT,@,BAL,L 6-26,*,8,5,38,7.60,0,62.5%,4.75,2,22,11.00,0,1,11,11.00,0,,0,0,0.0,0,0
15,2014,2014-09-21,3,23.226,PIT,@,CAR,W 37-19,*,5,4,35,8.75,0,80.0%,7.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
16,2014,2014-09-28,4,23.233,PIT,,TAM,L 24-27,,6,4,57,14.25,0,66.7%,9.50,1,-7,-7.00,0,0,0,,0,,0,0,0.0,0,0
17,2014,2014-10-05,5,23.240,PIT,@,JAX,W 17-9,*,2,1,17,17.00,0,50.0%,8.50,0,0,,0,0,0,,0,,0,0,0.0,0,0
18,2014,2014-10-12,6,23.247,PIT,@,CLE,L 10-31,*,11,4,33,8.25,0,36.4%,3.00,0,0,,0,0,0,,0,,0,0,0.0,1,0
