ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,def_int,def_int_yds,def_int_td
1,1995,1995-11-05,9,22.335,GNB,@,MIN,L 24-27,,,,
2,1995,1995-11-12,10,22.342,GNB,,CHI,W 35-28,,,,
3,1995,1995-11-19,11,22.349,GNB,@,CLE,W 31-20,,,,
4,1995,1995-11-26,12,22.356,GNB,,TAM,W 35-13,,,,
5,1995,1995-12-03,13,22.363,GNB,,CIN,W 24-10,,,,
6,1995,1995-12-10,14,23.005,GNB,@,TAM,L 10-13,,,,
7,1995,1995-12-16,15,23.011,GNB,@,NOR,W 34-23,,,,
8,1995,1995-12-24,16,23.019,GNB,,PIT,W 24-19,,,,
9,1996,1996-09-01,1,23.271,GNB,@,TAM,W 34-3,,,,
10,1996,1996-09-09,2,23.279,GNB,,PHI,W 39-13,,,,
11,1996,1996-09-15,3,23.285,GNB,,SDG,W 42-10,,,,
12,1996,1996-09-22,4,23.292,GNB,@,MIN,L 21-30,,,,
13,1996,1996-09-29,5,23.299,GNB,@,SEA,W 31-10,,,,
14,1996,1996-10-06,6,23.306,GNB,@,CHI,W 37-6,,,,
15,1996,1996-10-14,7,23.314,GNB,,SFO,W 23-20,,,,
16,1996,1996-10-27,8,23.327,GNB,,TAM,W 13-7,,,,
17,1996,1996-11-03,9,23.334,GNB,,DET,W 28-18,,,,
18,1996,1996-11-10,10,23.341,GNB,@,KAN,L 20-27,,,,
19,1996,1996-11-18,11,23.349,GNB,@,DAL,L 6-21,,,,
20,1996,1996-11-24,12,23.355,GNB,@,STL,W 24-9,,,,
21,1996,1996-12-01,13,23.362,GNB,,CHI,W 28-17,,,,
22,1996,1996-12-08,14,24.003,GNB,,DEN,W 41-6,,,,
23,1997,1997-09-01,1,24.270,GNB,,CHI,W 38-24,,1,17,0
24,1997,1997-09-07,2,24.276,GNB,@,PHI,L 9-10,,,,
25,1997,1997-09-14,3,24.283,GNB,,MIA,W 23-18,,,,
26,1997,1997-09-21,4,24.290,GNB,,MIN,W 38-32,,,,
27,1997,1997-09-28,5,24.297,GNB,@,DET,L 15-26,,,,
28,1997,1997-10-05,6,24.304,GNB,,TAM,W 21-16,,,,
29,1997,1997-10-12,7,24.311,GNB,@,CHI,W 24-23,,,,
30,1997,1997-10-27,8,24.326,GNB,@,NWE,W 28-10,,,,
31,1997,1997-11-02,9,24.332,GNB,,DET,W 20-10,,,,
32,1997,1997-11-09,10,24.339,GNB,,STL,W 17-7,,,,
33,1997,1997-11-16,11,24.346,GNB,@,IND,L 38-41,,,,
34,1997,1997-11-23,12,24.353,GNB,,DAL,W 45-17,,,,
35,1997,1997-12-01,13,24.361,GNB,@,MIN,W 27-11,,,,
36,1997,1997-12-07,14,25.002,GNB,@,TAM,W 17-6,,,,
37,1997,1997-12-14,15,25.009,GNB,@,CAR,W 31-10,,,,
38,1997,1997-12-20,16,25.015,GNB,,BUF,W 31-21,,,,
39,1999,1999-09-19,2,26.288,CAR,,JAX,L 20-22,,,,
40,1999,1999-09-26,3,26.295,CAR,,CIN,W 27-3,,,,
41,1999,1999-10-03,4,26.302,CAR,@,WAS,L 36-38,,,,
42,1999,1999-10-17,5,26.316,CAR,@,SFO,W 31-29,,,,
43,1999,1999-10-24,6,26.323,CAR,,DET,L 9-24,,,,
44,1999,1999-10-31,7,26.330,CAR,@,ATL,L 20-27,,,,
45,1999,1999-11-07,8,26.337,CAR,,PHI,W 33-7,,,,
46,1999,1999-11-14,9,26.344,CAR,@,STL,L 10-35,,,,
47,1999,1999-11-21,10,26.351,CAR,@,CLE,W 31-17,,,,
48,1999,1999-11-28,11,26.358,CAR,,ATL,W 34-28,,,,
49,1999,1999-12-05,12,27.000,CAR,,STL,L 21-34,,,,
50,1999,1999-12-12,13,27.007,CAR,@,GNB,W 33-31,,,,
51,1999,1999-12-18,14,27.013,CAR,,SFO,W 41-24,,,,
52,1999,1999-12-26,15,27.021,CAR,@,PIT,L 20-30,,,,
53,1999,2000-01-02,16,27.028,CAR,,NOR,W 45-13,,,,
