ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs
1,2006,2006-09-10,1,25.019,DET,,SEA,L 6-9,
2,2006,2006-09-17,2,25.026,DET,@,CHI,L 7-34,
3,2006,2006-09-24,3,25.033,DET,,GNB,L 24-31,
4,2006,2006-10-01,4,25.040,DET,@,STL,L 34-41,
5,2006,2006-10-15,6,25.054,DET,,BUF,W 20-17,
6,2006,2006-10-22,7,25.061,DET,@,NYJ,L 24-31,
7,2006,2006-12-03,12,25.103,DET,@,NWE,L 21-28,
8,2006,2006-12-10,13,25.110,DET,,MIN,L 20-30,
9,2006,2006-12-17,14,25.117,DET,@,GNB,L 9-17,*
10,2006,2006-12-24,15,25.124,DET,,CHI,L 21-26,*
11,2006,2006-12-31,16,25.131,DET,@,DAL,W 39-31,*
