ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1987,1987-10-04,3,23.234,CLE,@,NWE,W 20-10,,3,39,13.00,0,,,0,0,,0,0,0
2,1987,1987-10-11,4,23.241,CLE,,HOU,L 10-15,,0,0,,0,,,,,,,,
3,1987,1987-10-18,5,23.248,CLE,@,CIN,W 34-0,,2,20,10.00,1,,,0,0,,0,1,6
4,1987,1987-11-08,8,23.269,CLE,,ATL,W 38-3,,0,0,,0,,,,,,,,
5,1987,1987-11-15,9,23.276,CLE,,BUF,W 27-21,,1,24,24.00,0,,,0,0,,0,0,0
6,1987,1987-11-22,10,23.283,CLE,@,HOU,W 40-7,,1,15,15.00,0,,,0,0,,0,0,0
7,1987,1987-11-29,11,23.290,CLE,@,SFO,L 24-38,,0,0,,0,,,,,,,,
8,1987,1987-12-06,12,23.297,CLE,,IND,L 7-9,,0,0,,0,,,,,,,,
9,1987,1987-12-13,13,23.304,CLE,,CIN,W 38-24,,1,2,2.00,1,,,0,0,,0,1,6
10,1987,1987-12-20,14,23.311,CLE,@,RAI,W 24-17,,0,0,,0,,,,,,,,
11,1987,1987-12-26,15,23.317,CLE,@,PIT,W 19-13,,1,2,2.00,1,,,0,0,,0,1,6
12,1988,1988-09-04,1,24.205,CLE,@,KAN,W 6-3,,0,0,,0,,,0,0,,0,,
13,1988,1988-09-11,2,24.212,CLE,,NYJ,L 3-23,,0,0,,0,,,0,0,,0,,
14,1988,1988-09-19,3,24.220,CLE,,IND,W 23-17,,0,0,,0,,,0,0,,0,,
15,1988,1988-09-25,4,24.226,CLE,@,CIN,L 17-24,,0,0,,0,,,0,0,,0,,
16,1988,1988-10-02,5,24.233,CLE,@,PIT,W 23-9,,2,30,15.00,0,,,0,0,,0,0,0
17,1988,1988-10-09,6,24.240,CLE,,SEA,L 10-16,,0,0,,0,,,0,0,,0,,
18,1988,1988-10-16,7,24.247,CLE,,PHI,W 19-3,,1,15,15.00,0,,,0,0,,0,0,0
19,1988,1988-10-23,8,24.254,CLE,@,PHO,W 29-21,,0,0,,0,,,0,0,,0,,
20,1988,1988-10-30,9,24.261,CLE,,CIN,W 23-16,,1,6,6.00,0,,,0,0,,0,0,0
21,1988,1988-11-07,10,24.269,CLE,@,HOU,L 17-24,,0,0,,0,,,0,0,,0,,
22,1988,1988-11-13,11,24.275,CLE,@,DEN,L 7-30,,1,8,8.00,0,,,0,0,,0,0,0
23,1988,1988-11-20,12,24.282,CLE,,PIT,W 27-7,,3,25,8.33,1,,,0,0,,0,1,6
24,1988,1988-11-27,13,24.289,CLE,@,WAS,W 17-13,,0,0,,0,,,0,0,,0,,
25,1988,1988-12-04,14,24.296,CLE,,DAL,W 24-21,,0,0,,0,,,1,11,11.00,0,0,0
26,1988,1988-12-12,15,24.304,CLE,@,MIA,L 31-38,,1,4,4.00,0,,,0,0,,0,0,0
27,1988,1988-12-18,16,24.310,CLE,,HOU,W 28-23,,0,0,,0,,,0,0,,0,,
28,1989,1989-09-10,1,25.210,CLE,@,PIT,W 51-0,,0,0,,0,,,,,,,,
29,1989,1989-09-17,2,25.217,CLE,,NYJ,W 38-24,,0,0,,0,,,,,,,,
30,1989,1989-09-25,3,25.225,CLE,@,CIN,L 14-21,,0,0,,0,,,,,,,,
31,1989,1989-10-01,4,25.231,CLE,,DEN,W 16-13,,0,0,,0,,,,,,,,
32,1989,1989-10-08,5,25.238,CLE,@,MIA,L 10-13,,0,0,,0,,,,,,,,
33,1989,1989-10-15,6,25.245,CLE,,PIT,L 7-17,,0,0,,0,,,,,,,,
34,1989,1989-10-23,7,25.253,CLE,,CHI,W 27-7,,0,0,,0,,,,,,,,
35,1989,1989-10-29,8,25.259,CLE,,HOU,W 28-17,,0,0,,0,,,,,,,,
36,1989,1989-11-05,9,25.266,CLE,@,TAM,W 42-31,,1,4,4.00,1,,,0,0,,0,1,6
37,1989,1989-11-12,10,25.273,CLE,@,SEA,W 17-7,,0,0,,0,,,,,,,,
38,1989,1989-11-19,11,25.280,CLE,,KAN,T 10-10,,0,0,,0,,,,,,,,
39,1989,1989-11-23,12,25.284,CLE,@,DET,L 10-13,,0,0,,0,,,,,,,,
40,1989,1989-12-03,13,25.294,CLE,,CIN,L 0-21,,0,0,,0,,,,,,,,
41,1989,1989-12-10,14,25.301,CLE,@,IND,L 17-23,,0,0,,0,,,,,,,,
42,1991,1991-09-08,2,27.208,DET,,GNB,W 23-14,,0,0,,0,,,,,,,,
43,1991,1991-09-15,3,27.215,DET,,MIA,W 17-13,,0,0,,0,,,,,,,,
44,1991,1991-09-22,4,27.222,DET,@,IND,W 33-24,,1,18,18.00,0,,,0,0,,0,0,0
45,1991,1991-09-29,5,27.229,DET,,TAM,W 31-3,,1,13,13.00,0,,,0,0,,0,0,0
46,1991,1991-10-06,6,27.236,DET,,MIN,W 24-20,,0,0,,0,,,,,,,,
47,1991,1991-10-20,7,27.250,DET,@,SFO,L 3-35,,0,0,,0,,,,,,,,
48,1991,1991-10-27,8,27.257,DET,,DAL,W 34-10,,1,5,5.00,0,,,0,0,,0,0,0
49,1991,1991-11-03,9,27.264,DET,@,CHI,L 10-20,,0,0,,0,,,,,,,,
50,1991,1991-11-10,10,27.271,DET,@,TAM,L 21-30,,1,7,7.00,0,,,0,0,,0,0,0
51,1991,1991-11-17,11,27.278,DET,,RAM,W 21-10,,0,0,,0,,,,,,,,
52,1991,1991-11-24,12,27.285,DET,@,MIN,W 34-14,,0,0,,0,,,,,,,,
53,1991,1991-11-28,13,27.289,DET,,CHI,W 16-6,,0,0,,0,,,,,,,,
54,1991,1991-12-08,14,27.299,DET,,NYJ,W 34-20,,0,0,,0,,,,,,,,
55,1991,1991-12-15,15,27.306,DET,@,GNB,W 21-17,,0,0,,0,,,,,,,,
56,1991,1991-12-22,16,27.313,DET,@,BUF,W 17-14,,0,0,,0,,,,,,,,
57,1992,1992-10-04,5,28.235,MIN,,CHI,W 21-20,,0,0,,0,0.0%,,,,,,,
58,1992,1992-10-15,6,28.246,MIN,,DET,W 31-14,4,2,12,6.00,0,50.0%,3.00,0,0,,0,0,0
59,1992,1992-10-25,7,28.256,MIN,,WAS,L 13-15,,0,0,,0,0.0%,,,,,,,
60,1993,1993-09-05,1,29.205,MIN,@,RAI,L 7-24,,0,0,,0,0.0%,,,,,,,
61,1993,1993-09-12,2,29.212,MIN,,CHI,W 10-7,,0,0,,0,0.0%,,,,,,,
62,1993,1993-09-26,3,29.226,MIN,,GNB,W 15-13,1,0,0,,0,0.0%,0.00,,,,,,
63,1993,1993-10-03,4,29.233,MIN,@,SFO,L 19-38,5,3,27,9.00,0,60.0%,5.40,0,0,,0,0,0
64,1993,1993-10-10,5,29.240,MIN,,TAM,W 15-0,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0
65,1993,1993-10-25,6,29.255,MIN,@,CHI,W 19-12,1,1,0,0.00,0,100.0%,0.00,0,0,,0,0,0
66,1993,1993-10-31,7,29.261,MIN,,DET,L 27-30,,0,0,,0,0.0%,,,,,,,
67,1993,1993-11-07,8,29.268,MIN,,SDG,L 17-30,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0
68,1993,1993-11-14,9,29.275,MIN,@,DEN,W 26-23,,0,0,,0,0.0%,,,,,,,
69,1993,1993-11-21,10,29.282,MIN,@,TAM,L 10-23,,0,0,,0,0.0%,,,,,,,
70,1993,1993-11-28,11,29.289,MIN,,NOR,L 14-17,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0
71,1993,1993-12-05,12,29.296,MIN,@,DET,W 13-0,2,2,15,7.50,0,100.0%,7.50,0,0,,0,0,0
72,1993,1993-12-12,13,29.303,MIN,,DAL,L 20-37,5,5,43,8.60,0,100.0%,8.60,0,0,,0,0,0
73,1993,1993-12-19,14,29.310,MIN,@,GNB,W 21-17,,0,0,,0,0.0%,,,,,,,
74,1993,1993-12-26,15,29.317,MIN,,KAN,W 30-10,1,1,15,15.00,0,100.0%,15.00,0,0,,0,0,0
75,1993,1993-12-31,16,29.322,MIN,@,WAS,W 14-9,,0,0,,0,0.0%,,,,,,,
