ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1952,1952-10-12,3,22.065,DET,,SFO,L 0-28,,1,6,16.67,39,0,1,14.6,0,0,6.50,-1.00,1,3,3.00,0
2,1953,1953-09-27,1,23.050,DET,,PIT,W 38-21,,2,2,100.00,3,0,0,79.2,0,0,1.50,1.50,1,-3,-3.00,0
3,1953,1953-10-03,2,23.056,DET,@,BAL,W 27-17,,3,5,60.00,41,0,1,46.7,0,0,8.20,-0.80,4,42,10.50,0
4,1953,1953-10-18,4,23.071,DET,,RAM,L 19-31,,2,3,66.67,43,0,0,109.7,0,0,14.33,14.33,0,0,,0
5,1953,1953-11-01,6,23.085,DET,@,RAM,L 24-37,,5,9,55.56,68,0,1,40.3,0,0,7.56,2.56,0,0,,0
6,1953,1953-11-07,7,23.091,DET,,BAL,W 17-7,*,1,4,25.00,9,0,0,39.6,0,0,2.25,2.25,1,0,0.00,0
7,1953,1953-11-15,8,23.099,DET,@,GNB,W 14-7,,0,2,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0
8,1953,1953-11-26,10,23.110,DET,,GNB,W 34-15,,1,5,20.00,10,0,3,0.0,0,0,2.00,-25.00,0,0,,0
9,1954,1954-09-26,1,24.049,DET,,CHI,W 48-23,,10,18,55.56,169,1,1,82.9,0,0,9.39,8.00,2,0,0.00,0
10,1954,1954-10-10,2,24.063,DET,,RAM,W 21-3,*,7,9,77.78,92,0,1,69.7,0,0,10.22,5.22,3,18,6.00,1
11,1954,1954-10-16,3,24.069,DET,,BAL,W 35-0,*,12,21,57.14,213,1,1,88.0,0,0,10.14,8.95,2,-1,-0.50,0
12,1954,1954-10-24,4,24.077,DET,@,SFO,L 31-37,,14,24,58.33,167,2,0,107.5,0,0,6.96,8.63,2,9,4.50,0
13,1954,1954-10-31,5,24.084,DET,@,RAM,W 27-24,*,1,7,14.29,14,0,2,0.0,0,0,2.00,-10.86,0,0,,0
14,1954,1954-11-06,6,24.090,DET,@,BAL,W 27-3,,2,9,22.22,6,0,0,39.6,0,0,0.67,0.67,2,0,0.00,0
15,1954,1954-11-14,7,24.098,DET,,SFO,W 48-7,,2,4,50.00,86,1,0,135.4,0,0,21.50,26.50,2,7,3.50,0
16,1954,1954-11-25,9,24.109,DET,,GNB,W 28-24,,4,8,50.00,47,0,1,28.6,0,0,5.88,0.25,1,11,11.00,0
17,1954,1954-12-05,10,24.119,DET,,PHI,T 13-13,,5,6,83.33,47,0,0,99.3,0,0,7.83,7.83,3,16,5.33,0
18,1954,1954-12-12,11,24.126,DET,@,CHI,L 24-28,*,20,32,62.50,232,3,1,102.6,0,0,7.25,7.72,4,16,4.00,0
19,1958,1958-09-28,1,28.051,NYG,@,CRD,W 37-7,,1,3,33.33,14,0,0,49.3,0,0,4.67,4.67,0,0,,0
