ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1960,1960-09-16,2,23.187,DTX,@,OAK,W 34-16,0,0,,0,0,0,1,3,0
2,1960,1960-09-25,3,23.196,DTX,,LAC,W 17-0,0,0,,0,0,0,1,6,0
3,1961,1961-11-03,8,24.235,DTX,@,BOS,L 21-28,1,5,5.00,0,0,0,0,0,0
4,1961,1961-12-10,13,24.272,DTX,,DEN,W 49-21,1,0,0.00,0,1,6,2,33,1
5,1961,1961-12-17,14,24.279,DTX,,NYT,W 35-24,,,,,,,0,56,1
6,1962,1962-09-08,1,25.179,DTX,,BOS,W 42-28,0,0,,0,0,0,1,0,0
7,1962,1962-10-28,7,25.229,DTX,@,HOU,W 31-7,0,0,,0,0,0,1,11,0
8,1962,1962-12-16,14,25.278,DTX,,SDG,W 26-17,0,0,,0,0,0,1,19,0
9,1963,1963-09-07,1,26.178,KAN,@,DEN,W 59-7,0,0,,0,1,6,1,38,1
10,1963,1963-10-13,5,26.214,KAN,,BUF,L 26-35,0,0,,0,0,0,1,11,0
11,1964,1964-11-29,11,27.261,KAN,@,NYJ,L 14-27,0,0,,0,0,0,1,0,0
12,1965,1965-10-10,5,28.211,KAN,@,DEN,W 31-23,0,0,,0,0,0,1,1,0
13,1966,1966-10-16,6,29.217,KAN,,OAK,L 13-34,0,0,,0,0,0,1,7,0
14,1966,1966-12-11,13,29.273,KAN,@,MIA,W 19-18,0,0,,0,0,0,1,15,0
15,1967,1967-11-05,8,30.237,KAN,,NYJ,W 42-18,0,0,,0,0,0,1,7,0
16,1968,1968-09-29,4,31.200,CIN,,SDG,L 10-31,0,0,,0,0,0,1,0,0
