ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks
1,2000,2000-09-10,2,23.212,SDG,,NOR,L 27-28,,,,,,
2,2000,2000-10-01,5,23.233,SDG,@,STL,L 31-57,,,,,,
3,2000,2000-10-29,8,23.261,SDG,,OAK,L 13-15,,,,,,
4,2000,2000-11-05,9,23.268,SDG,@,SEA,L 15-17,,,,,,
5,2001,2001-09-09,1,24.210,SDG,,WAS,W 30-3,,,,,,
6,2001,2001-09-23,2,24.224,SDG,@,DAL,W 32-21,,,,,,
7,2001,2001-09-30,3,24.231,SDG,,CIN,W 28-14,,,,,,
8,2001,2001-10-07,4,24.238,SDG,@,CLE,L 16-20,*,,,,,
9,2001,2001-10-14,5,24.245,SDG,@,NWE,L 26-29,*,,,,,
10,2001,2001-10-21,6,24.252,SDG,,DEN,W 27-10,*,,,,,
11,2001,2001-10-28,7,24.259,SDG,,BUF,W 27-24,*,,,,,
12,2001,2001-11-04,8,24.266,SDG,,KAN,L 20-25,*,,,,,
13,2001,2001-11-11,9,24.273,SDG,@,DEN,L 16-26,*,,,,,
14,2001,2001-11-18,10,24.280,SDG,@,OAK,L 24-34,*,0,0,,0,1.0
15,2001,2001-11-25,11,24.287,SDG,,ARI,L 17-20,*,,,,,
16,2001,2001-12-02,12,24.294,SDG,@,SEA,L 10-13,*,0,0,,0,1.0
17,2001,2001-12-09,13,24.301,SDG,@,PHI,L 14-24,*,,,,,
18,2001,2001-12-15,14,24.307,SDG,,OAK,L 6-13,*,,,,,
19,2001,2001-12-23,15,24.315,SDG,@,KAN,L 17-20,*,1,10,10.00,0,1.0
20,2001,2001-12-30,16,24.322,SDG,,SEA,L 22-25,*,,,,,
21,2002,2002-09-08,1,25.209,SDG,@,CIN,W 34-6,,0,0,,0,1.0
22,2002,2002-09-15,2,25.216,SDG,,HOU,W 24-3,,,,,,
23,2002,2002-09-22,3,25.223,SDG,@,ARI,W 23-15,,,,,,
24,2002,2002-09-29,4,25.230,SDG,,NWE,W 21-14,,,,,,
25,2002,2002-10-06,5,25.237,SDG,@,DEN,L 9-26,,,,,,
26,2002,2002-10-13,6,25.244,SDG,,KAN,W 35-34,,,,,,
27,2002,2002-10-20,7,25.251,SDG,@,OAK,W 27-21,*,0,0,,0,1.0
28,2002,2002-11-03,8,25.265,SDG,,NYJ,L 13-44,*,,,,,
29,2002,2002-11-10,9,25.272,SDG,@,STL,L 24-28,*,,,,,
30,2002,2002-11-17,10,25.279,SDG,,SFO,W 20-17,,,,,,
31,2002,2002-11-24,11,25.286,SDG,@,MIA,L 3-30,,,,,,
32,2002,2002-12-01,12,25.293,SDG,,DEN,W 30-27,,,,,,
33,2002,2002-12-08,13,25.300,SDG,,OAK,L 7-27,*,,,,,
34,2002,2002-12-15,14,25.307,SDG,@,BUF,L 13-20,*,0,0,,0,0.5
35,2002,2002-12-22,15,25.314,SDG,@,KAN,L 22-24,*,,,,,
36,2002,2002-12-29,16,25.321,SDG,,SEA,L 28-31,*,1,14,14.00,0,1.0
37,2003,2003-09-07,1,26.208,SDG,@,KAN,L 14-27,,,,,,
38,2003,2003-09-14,2,26.215,SDG,,DEN,L 13-37,,1,13,13.00,0,0.0
39,2003,2003-09-21,3,26.222,SDG,,BAL,L 10-24,,,,,,
40,2003,2003-09-28,4,26.229,SDG,@,OAK,L 31-34,,,,,,
41,2003,2003-10-05,5,26.236,SDG,@,JAX,L 21-27,,,,,,
42,2003,2003-10-26,7,26.257,DAL,@,TAM,L 0-16,,,,,,
43,2003,2003-11-02,8,26.264,DAL,,WAS,W 21-14,,,,,,
44,2003,2003-11-09,9,26.271,DAL,,BUF,W 10-6,,,,,,
45,2003,2003-11-16,10,26.278,DAL,@,NWE,L 0-12,,,,,,
46,2003,2003-11-23,11,26.285,DAL,,CAR,W 24-20,,0,0,,0,1.0
47,2003,2003-11-27,12,26.289,DAL,,MIA,L 21-40,,,,,,
48,2003,2003-12-07,13,26.299,DAL,@,PHI,L 10-36,,,,,,
49,2003,2003-12-14,14,26.306,DAL,@,WAS,W 27-0,,0,0,,0,0.5
50,2004,2004-09-19,2,27.221,DAL,,CLE,W 19-12,*,,,,,
51,2004,2004-09-27,3,27.229,DAL,@,WAS,W 21-18,*,,,,,
52,2004,2004-10-10,4,27.242,DAL,,NYG,L 10-26,*,,,,,
53,2004,2004-10-17,5,27.249,DAL,,PIT,L 20-24,*,,,,,
54,2004,2004-10-24,6,27.256,DAL,@,GNB,L 20-41,*,,,,,
55,2004,2004-10-31,7,27.263,DAL,,DET,W 31-21,*,,,,,
56,2004,2004-11-07,8,27.270,DAL,@,CIN,L 3-26,*,,,,,
57,2004,2004-11-15,9,27.278,DAL,,PHI,L 21-49,*,0,0,,0,0.5
58,2004,2004-11-21,10,27.284,DAL,@,BAL,L 10-30,*,,,,,
59,2004,2004-11-25,11,27.288,DAL,,CHI,W 21-7,*,,,,,
60,2004,2004-12-06,12,27.299,DAL,@,SEA,W 43-39,*,,,,,
61,2004,2004-12-12,13,27.305,DAL,,NOR,L 13-27,*,,,,,
62,2004,2004-12-19,14,27.312,DAL,@,PHI,L 7-12,*,,,,,
63,2004,2004-12-26,15,27.319,DAL,,WAS,W 13-10,*,,,,,
64,2004,2005-01-02,16,27.326,DAL,@,NYG,L 24-28,*,,,,,
