ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
45,1990,1990-09-09,1,26.356,SEA,@,CHI,L 0-17,,0,0,,0,,,,
46,1990,1990-09-16,2,26.363,SEA,,RAI,L 13-17,,2,34,17.00,0,,,0,0
47,1990,1990-09-23,3,27.005,SEA,@,DEN,L 31-34,,1,2,2.00,1,,,1,6
48,1990,1990-10-01,4,27.013,SEA,,CIN,W 31-16,,1,5,5.00,0,,,0,0
49,1990,1990-10-07,5,27.019,SEA,@,NWE,W 33-20,,0,0,,0,,,,
50,1990,1990-10-14,6,27.026,SEA,@,RAI,L 17-24,,1,17,17.00,0,,,0,0
51,1990,1990-10-21,7,27.033,SEA,,KAN,W 19-7,,0,0,,0,,,,
52,1990,1990-11-04,8,27.047,SEA,,SDG,L 14-31,,0,0,,0,,,,
53,1990,1990-11-11,9,27.054,SEA,@,KAN,W 17-16,,1,8,8.00,0,,,0,0
54,1990,1990-11-18,10,27.061,SEA,,MIN,L 21-24,,1,20,20.00,0,,,0,0
55,1990,1990-11-25,11,27.068,SEA,@,SDG,W 13-10,,2,15,7.50,0,,,0,0
56,1990,1990-12-02,12,27.075,SEA,,HOU,W 13-10,,0,0,,0,,,,
57,1990,1990-12-09,13,27.082,SEA,@,GNB,W 20-14,,0,0,,0,,,,
58,1990,1990-12-16,14,27.089,SEA,@,MIA,L 17-24,,2,34,17.00,0,,,0,0
59,1990,1990-12-23,15,27.096,SEA,,DEN,W 17-12,,2,22,11.00,0,,,0,0
60,1990,1990-12-30,16,27.103,SEA,,DET,W 30-10,,0,0,,0,,,,
61,1992,1992-09-06,1,28.354,SEA,,CIN,L 3-21,,0,0,,0,0.0%,,,
62,1992,1992-09-13,2,28.361,SEA,@,KAN,L 7-26,2,1,12,12.00,0,50.0%,6.00,0,0
63,1992,1992-09-20,3,29.002,SEA,@,NWE,W 10-6,1,0,0,,0,0.0%,0.00,,
64,1992,1992-09-27,4,29.009,SEA,,MIA,L 17-19,,0,0,,0,0.0%,,,
65,1992,1992-10-04,5,29.016,SEA,@,SDG,L 6-17,2,1,6,6.00,0,50.0%,3.00,0,0
66,1992,1992-10-11,6,29.023,SEA,@,DAL,L 0-27,,0,0,,0,0.0%,,,
67,1992,1992-10-18,7,29.030,SEA,,RAI,L 0-19,6,2,11,5.50,0,33.3%,1.83,0,0
68,1992,1992-10-25,8,29.037,SEA,@,NYG,L 10-23,1,0,0,,0,0.0%,0.00,,
69,1992,1992-11-08,9,29.051,SEA,,WAS,L 3-16,,0,0,,0,0.0%,,,
70,1992,1992-11-15,10,29.058,SEA,@,RAI,L 3-20,5,2,21,10.50,0,40.0%,4.20,0,0
71,1992,1992-11-22,11,29.065,SEA,,KAN,L 14-24,4,1,7,7.00,0,25.0%,1.75,0,0
72,1992,1992-11-30,12,29.073,SEA,,DEN,W 16-13,1,1,2,2.00,0,100.0%,2.00,0,0
73,1992,1992-12-06,13,29.079,SEA,@,PIT,L 14-20,1,1,1,1.00,0,100.0%,1.00,0,0
74,1992,1992-12-13,14,29.086,SEA,,PHI,L 17-20,3,1,1,1.00,0,33.3%,0.33,0,0
75,1992,1992-12-20,15,29.093,SEA,@,DEN,L 6-10,1,1,17,17.00,0,100.0%,17.00,0,0
76,1992,1992-12-27,16,29.100,SEA,,SDG,L 14-31,1,1,7,7.00,0,100.0%,7.00,0,0
